# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0007059	BP	e	chromosome segregation	30/39	113/6920	7.192715972111332e-48	3	30	3.298579544810257e-44	ASK1, BIK1, BIR1, CBF2, CHL4, CIN8, CTF19, CTF3, DAD1, DAD2, DAM1, DSN1, DUO1, IML3, IPL1, MAM1, MCM16, MCM22, MIF2, MPS1, MTW1, NDC80, NNF1, NSL1, NUF2, SLK19, SPC19, SPC24, SPC25, SPC34
GO:0022402	BP	e	cell cycle process	38/39	622/6920	2.1715174454311862e-39	2	38	4.97928950237371e-36	AME1, ASK1, BIK1, BIR1, BUB1, BUB3, CBF2, CEP3, CHL4, CIN8, CTF19, CTF3, DAD1, DAD2, DAM1, DSN1, DUO1, IML3, IPL1, MAD2, MAM1, MCM16, MCM21, MCM22, MIF2, MPS1, MTW1, NDC80, NNF1, NSL1, NUF2, OKP1, SLK19, SPC19, SPC24, SPC25, SPC34, STU2
GO:0051301	BP	e	cell division	30/39	224/6920	4.641636410518289e-38	2	30	7.095514859545624e-35	AME1, ASK1, BIK1, BIR1, CHL4, CIN8, CTF19, CTF3, DAD1, DAD2, DAM1, DSN1, DUO1, IML3, MAD2, MCM16, MCM21, MCM22, MIF2, MTW1, NDC80, NNF1, NSL1, NUF2, OKP1, SLK19, SPC19, SPC24, SPC25, SPC34
GO:0008608	BP	e	attachment of spindle microtubules to kinetochore	19/39	35/6920	3.643576485298273e-36	3	19	4.17736044039447e-33	AME1, ASK1, BIR1, BUB1, CTF19, DAD1, DAD2, DAM1, DSN1, DUO1, IPL1, MAM1, MIF2, MPS1, NDC80, NUF2, OKP1, SPC19, SPC34
GO:0051983	BP	e	regulation of chromosome segregation	18/39	56/6920	5.864025037348465e-29	6	18	5.378483764256013e-26	ASK1, BIR1, BUB1, BUB3, CEP3, CHL4, CIN8, CTF19, CTF3, DAD1, DAD2, DAM1, DUO1, IPL1, MAD2, MPS1, SPC19, SPC34
GO:1903047	BP	e	mitotic cell cycle process	25/39	315/6920	9.475228732963228e-25	3	25	7.24223316156156e-22	BIK1, BIR1, BUB1, BUB3, CBF2, CEP3, CHL4, CIN8, CTF19, CTF3, DAM1, IML3, IPL1, MAD2, MCM16, MCM21, MCM22, MIF2, MPS1, MTW1, NDC80, NSL1, NUF2, SLK19, STU2
GO:0071459	BP	e	protein localization to chromosome, centromeric region	11/39	21/6920	1.3151767929497512e-20	7	11	8.616286817810799e-18	AME1, BUB1, CHL4, CTF19, DAM1, IML3, MCM21, MPS1, MTW1, NDC80, SLK19
GO:0010564	BP	e	regulation of cell cycle process	20/39	261/6920	5.988980731692168e-19	5	20	3.433183204442535e-16	ASK1, BIR1, BUB1, BUB3, CEP3, CHL4, CIN8, CTF19, CTF3, DAD1, DAD2, DAM1, DUO1, IPL1, MAD2, MCM21, MPS1, SLK19, SPC19, SPC34
GO:0033047	BP	e	regulation of mitotic sister chromatid segregation	11/39	33/6920	6.9007018877537055e-18	8	11	3.5162909841376106e-15	BIR1, BUB1, BUB3, CEP3, CHL4, CIN8, CTF19, CTF3, IPL1, MAD2, MPS1
GO:0051726	BP	e	regulation of cell cycle	20/39	298/6920	8.440467451163933e-18	4	20	3.8707983731037795e-15	ASK1, BIR1, BUB1, BUB3, CEP3, CHL4, CIN8, CTF19, CTF3, DAD1, DAD2, DAM1, DUO1, IPL1, MAD2, MCM21, MPS1, SLK19, SPC19, SPC34
