# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0006272	BP	e	leading strand elongation	5/6	12/6920	3.595741145301429e-14	9	5	1.6490068892352353e-10	RFC1, RFC2, RFC3, RFC4, RFC5
GO:0006271	BP	e	DNA strand elongation involved in DNA replication	5/6	24/6920	1.9269214375644418e-12	8	5	4.418430856335265e-09	RFC1, RFC2, RFC3, RFC4, RFC5
GO:0022616	BP	e	DNA strand elongation	5/6	27/6920	3.658573272977765e-12	7	5	5.592739009958677e-09	RFC1, RFC2, RFC3, RFC4, RFC5
GO:0006260	BP	e	DNA replication	5/6	98/6920	3.0512245086877704e-09	7	5	3.4982288992105285e-06	RFC1, RFC2, RFC3, RFC4, RFC5
GO:0006281	BP	e	DNA repair	6/6	319/6920	9.172958364505457e-09	7	6	8.413437411924405e-06	RAD24, RFC1, RFC2, RFC3, RFC4, RFC5
GO:0006974	BP	e	DNA damage response	6/6	370/6920	2.2481277972548894e-08	4	6	1.7183190130351538e-05	RAD24, RFC1, RFC2, RFC3, RFC4, RFC5
GO:0006261	BP	e	DNA-templated DNA replication	4/6	50/6920	3.5802621004419985e-08	8	4	2.345583141803858e-05	RFC2, RFC3, RFC4, RFC5
GO:0006259	BP	e	DNA metabolic process	6/6	525/6920	1.8569872492625658e-07	6	6	0.00010645179406397659	RAD24, RFC1, RFC2, RFC3, RFC4, RFC5
GO:0006298	BP	e	mismatch repair	3/6	23/6920	6.374431307278038e-07	8	3	0.00032481268861307873	RFC1, RFC2, RFC3
GO:0033554	BP	e	cellular response to stress	6/6	795/6920	2.260969205700908e-06	3	6	0.0010368804777344364	RAD24, RFC1, RFC2, RFC3, RFC4, RFC5
GO:0006950	BP	e	response to stress	6/6	850/6920	3.381722936199453e-06	2	6	0.0014098710350373355	RAD24, RFC1, RFC2, RFC3, RFC4, RFC5
GO:0051716	BP	e	cellular response to stimulus	6/6	887/6920	4.370058378859395e-06	2	6	0.001670090643787432	RAD24, RFC1, RFC2, RFC3, RFC4, RFC5
GO:0007062	BP	e	sister chromatid cohesion	3/6	47/6920	5.790802456730245e-06	6	3	0.0020428169281973	RFC2, RFC4, RFC5
GO:0050896	BP	e	response to stimulus	6/6	1020/6920	1.0127631932142988e-05	1	6	0.003317522860057696	RAD24, RFC1, RFC2, RFC3, RFC4, RFC5
GO:0090304	BP	e	nucleic acid metabolic process	6/6	1452/6920	8.464719710343613e-05	5	6	0.025879469727757204	RAD24, RFC1, RFC2, RFC3, RFC4, RFC5
GO:0000076	BP	e	DNA replication checkpoint signaling	2/6	19/6920	0.00010644373595376028	10	2	0.03050943581774654	RAD24, RFC2
