# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0003712	MF	e	transcription coregulator activity	18/19	92/6920	5.460531808810473e-34	3	18	1.4126395789392696e-30	CSE2, GAL11, MED1, MED11, MED6, MED7, MED8, NUT1, NUT2, PGD1, RGR1, SRB2, SRB4, SRB5, SRB6, SRB7, SRB8, SSN2
GO:0140110	MF	e	transcription regulator activity	18/19	273/6920	5.66420213874458e-25	1	18	6.838422631826856e-22	CSE2, GAL11, MED1, MED11, MED6, MED7, MED8, NUT1, NUT2, PGD1, RGR1, SRB2, SRB4, SRB5, SRB6, SRB7, SRB8, SSN2
GO:0030674	MF	e	protein-macromolecule adaptor activity	18/19	278/6920	7.930138343827046e-25	2	18	6.838422631826856e-22	CSE2, GAL11, MED1, MED11, MED6, MED7, MED8, NUT1, NUT2, PGD1, RGR1, SRB2, SRB4, SRB5, SRB6, SRB7, SRB8, SSN2
GO:0003713	MF	e	transcription coactivator activity	11/19	45/6920	1.7085910752396882e-20	4	11	1.1050312779112684e-17	CSE2, GAL11, MED11, MED6, MED7, PGD1, SRB2, SRB5, SRB7, SRB8, SSN2
GO:0060090	MF	e	molecular adaptor activity	18/19	607/6920	1.3082882929974125e-18	1	18	6.769083627968612e-16	CSE2, GAL11, MED1, MED11, MED6, MED7, MED8, NUT1, NUT2, PGD1, RGR1, SRB2, SRB4, SRB5, SRB6, SRB7, SRB8, SSN2
GO:0008134	MF	e	transcription factor binding	9/19	73/6920	8.268373683445399e-14	3	9	3.565047119845541e-11	GAL11, MED11, MED8, PGD1, RGR1, SIN4, SRB2, SRB4, SRB7
GO:0140297	MF	e	DNA-binding transcription factor binding	6/19	47/6920	1.791645263159698e-09	4	6	6.621408993991627e-07	GAL11, PGD1, RGR1, SIN4, SRB4, SRB7
GO:0140296	MF	e	general transcription initiation factor binding	5/19	30/6920	1.2030025320019267e-08	4	5	3.8048271961228866e-06	GAL11, MED11, MED8, RGR1, SRB2
GO:0001091	MF	e	RNA polymerase II general transcription initiation factor binding	4/19	11/6920	1.3236739375765743e-08	5	4	3.8048271961228866e-06	GAL11, MED11, RGR1, SRB2
GO:0001098	MF	e	basal transcription machinery binding	5/19	32/6920	1.6942269939310186e-08	3	5	3.9845138484541325e-06	GAL11, MED11, RGR1, SRB2, SRB4
GO:0001099	MF	e	basal RNA polymerase II transcription machinery binding	5/19	32/6920	1.6942269939310186e-08	4	5	3.9845138484541325e-06	GAL11, MED11, RGR1, SRB2, SRB4
GO:0061629	MF	e	RNA polymerase II-specific DNA-binding transcription factor binding	5/19	41/6920	6.209561259689374e-08	5	5	1.3386779149013676e-05	GAL11, PGD1, RGR1, SIN4, SRB7
GO:0000979	MF	e	RNA polymerase II core promoter sequence-specific DNA binding	3/19	8/6920	9.744568445266845e-07	8	3	0.0001939169120608102	PGD1, SRB4, SRB5
GO:0005515	MF	e	protein binding	10/19	807/6920	1.5150145124220762e-05	2	10	0.002799530388311365	GAL11, MED11, MED8, PGD1, RGR1, SIN4, SRB2, SRB4, SRB7, SSN2
GO:0001046	MF	e	core promoter sequence-specific DNA binding	3/19	19/6920	1.6542585800588293e-05	7	3	0.0028530446310747943	PGD1, SRB4, SRB5
GO:0001097	MF	e	TFIIH-class transcription factor complex binding	2/19	4/6920	4.2717308157132533e-05	6	2	0.006906854762656367	GAL11, MED11
GO:0000977	MF	e	RNA polymerase II transcription regulatory region sequence-specific DNA binding	4/19	119/6920	0.0002639040348455409	7	4	0.03792887434141191	MED8, PGD1, SRB4, SRB5
GO:0003824	MF	p	catalytic activity	0/19	2580/6920	0.0001754852159605526	1	0	0.02670472080529115	
