# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0003712	MF	e	transcription coregulator activity	18/21	92/6920	3.7451045461917853e-32	3	18	9.688585460998149e-29	CSE2, GAL11, MED11, MED2, MED4, MED6, MED7, MED8, NUT1, NUT2, PGD1, RGR1, ROX3, SRB2, SRB4, SRB5, SRB6, SRB7
GO:0140110	MF	e	transcription regulator activity	18/21	273/6920	3.69222805817908e-23	1	18	4.4513098173665175e-20	CSE2, GAL11, MED11, MED2, MED4, MED6, MED7, MED8, NUT1, NUT2, PGD1, RGR1, ROX3, SRB2, SRB4, SRB5, SRB6, SRB7
GO:0030674	MF	e	protein-macromolecule adaptor activity	18/21	278/6920	5.161936394317569e-23	2	18	4.4513098173665175e-20	CSE2, GAL11, MED11, MED2, MED4, MED6, MED7, MED8, NUT1, NUT2, PGD1, RGR1, ROX3, SRB2, SRB4, SRB5, SRB6, SRB7
GO:0003713	MF	e	transcription coactivator activity	11/21	45/6920	7.901588644149833e-20	4	11	5.110352455603904e-17	CSE2, GAL11, MED11, MED2, MED6, MED7, PGD1, ROX3, SRB2, SRB5, SRB7
GO:0060090	MF	e	molecular adaptor activity	18/21	607/6920	7.737315641911032e-17	1	18	4.0032871131247675e-14	CSE2, GAL11, MED11, MED2, MED4, MED6, MED7, MED8, NUT1, NUT2, PGD1, RGR1, ROX3, SRB2, SRB4, SRB5, SRB6, SRB7
GO:0008134	MF	e	transcription factor binding	10/21	73/6920	2.900670512889858e-15	3	10	1.2506724361410105e-12	GAL11, MED11, MED2, MED8, PGD1, RGR1, SIN4, SRB2, SRB4, SRB7
GO:0140297	MF	e	DNA-binding transcription factor binding	7/21	47/6920	4.5313987759439e-11	4	7	1.67467551905241e-08	GAL11, MED2, PGD1, RGR1, SIN4, SRB4, SRB7
GO:0061629	MF	e	RNA polymerase II-specific DNA-binding transcription factor binding	6/21	41/6920	1.5020294420086865e-09	5	6	4.85718770809559e-07	GAL11, MED2, PGD1, RGR1, SIN4, SRB7
GO:0000979	MF	e	RNA polymerase II core promoter sequence-specific DNA binding	4/21	8/6920	4.354176570883246e-09	8	4	1.251583865430551e-06	MED4, PGD1, SRB4, SRB5
GO:0001091	MF	e	RNA polymerase II general transcription initiation factor binding	4/21	11/6920	2.040595206395507e-08	5	4	4.9213710690070244e-06	GAL11, MED11, RGR1, SRB2
GO:0140296	MF	e	general transcription initiation factor binding	5/21	30/6920	2.0925814363771652e-08	4	5	4.9213710690070244e-06	GAL11, MED11, MED8, RGR1, SRB2
GO:0001098	MF	e	basal transcription machinery binding	5/21	32/6920	2.9456259192819787e-08	3	5	5.861795579371137e-06	GAL11, MED11, RGR1, SRB2, SRB4
GO:0001099	MF	e	basal RNA polymerase II transcription machinery binding	5/21	32/6920	2.9456259192819787e-08	4	5	5.861795579371137e-06	GAL11, MED11, RGR1, SRB2, SRB4
GO:0001046	MF	e	core promoter sequence-specific DNA binding	4/21	19/6920	2.359310303751706e-07	7	4	4.3596683970040457e-05	MED4, PGD1, SRB4, SRB5
GO:0005515	MF	e	protein binding	11/21	807/6920	5.9229819030858374e-06	2	11	0.0010215169455522041	GAL11, MED11, MED2, MED8, PGD1, RGR1, SIN4, SRB2, SRB4, SRB7, TAF14
GO:0000977	MF	e	RNA polymerase II transcription regulatory region sequence-specific DNA binding	5/21	119/6920	2.256782808316402e-05	7	5	0.003648935703196583	MED4, MED8, PGD1, SRB4, SRB5
GO:0001097	MF	e	TFIIH-class transcription factor complex binding	2/21	4/6920	5.243960261672923e-05	6	2	0.007980073645263442	GAL11, MED11
GO:0000976	MF	e	transcription cis-regulatory region binding	5/21	174/6920	0.00013923629367002452	6	5	0.020008092728730418	MED4, MED8, PGD1, SRB4, SRB5
GO:0001067	MF	e	transcription regulatory region nucleic acid binding	5/21	176/6920	0.000146947723945063	3	5	0.020008092728730418	MED4, MED8, PGD1, SRB4, SRB5
GO:0003690	MF	e	double-stranded DNA binding	6/21	302/6920	0.00020455701499469758	4	6	0.02645944988956413	DMC1, MED4, MED8, PGD1, SRB4, SRB5
