# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0022613	BP	e	ribonucleoprotein complex biogenesis	11/11	242/6920	7.657604876205695e-17	4	11	3.5117775962279314e-13	DIP2, ENP1, ENP2, KRE33, KRR1, NOC4, NOP14, ROK1, UTP22, UTP6, UTP7
GO:0044085	BP	e	cellular component biogenesis	11/11	270/6920	2.6160792899074364e-16	3	11	4.993120923080997e-13	DIP2, ENP1, ENP2, KRE33, KRR1, NOC4, NOP14, ROK1, UTP22, UTP6, UTP7
GO:0000447	BP	e	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	8/11	46/6920	3.266324197392715e-16	10	8	4.993120923080997e-13	DIP2, ENP1, KRR1, NOC4, NOP14, ROK1, UTP6, UTP7
GO:0000479	BP	e	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	8/11	61/6920	3.664902792836844e-15	9	8	3.370778544793812e-12	DIP2, ENP1, KRR1, NOC4, NOP14, ROK1, UTP6, UTP7
GO:0042254	BP	e	ribosome biogenesis	10/11	201/6920	3.6750747326578845e-15	5	10	3.370778544793812e-12	DIP2, ENP1, ENP2, KRR1, NOC4, NOP14, ROK1, UTP22, UTP6, UTP7
GO:0006364	BP	e	rRNA processing	11/11	368/6920	8.338310447735452e-15	8	11	6.373248618885797e-12	DIP2, ENP1, ENP2, KRE33, KRR1, NOC4, NOP14, ROK1, UTP22, UTP6, UTP7
GO:0016072	BP	e	rRNA metabolic process	11/11	428/6920	4.48638985334314e-14	7	11	2.939226266775949e-11	DIP2, ENP1, ENP2, KRE33, KRR1, NOC4, NOP14, ROK1, UTP22, UTP6, UTP7
GO:0000480	BP	e	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	6/11	34/6920	4.012538832064434e-12	10	6	2.3001878854809365e-09	DIP2, NOC4, NOP14, ROK1, UTP6, UTP7
GO:0000472	BP	e	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	6/11	37/6920	6.923091068480998e-12	10	6	3.5276995155615396e-09	DIP2, NOC4, NOP14, ROK1, UTP6, UTP7
GO:0006396	BP	e	RNA processing	11/11	687/6920	8.58743052297725e-12	4	11	3.938195637837367e-09	DIP2, ENP1, ENP2, KRE33, KRR1, NOC4, NOP14, ROK1, UTP22, UTP6, UTP7
GO:0000967	BP	e	rRNA 5'-end processing	6/11	40/6920	1.1409184426986188e-11	9	6	4.756592707468969e-09	DIP2, NOC4, NOP14, ROK1, UTP6, UTP7
GO:0000966	BP	e	RNA 5'-end processing	6/11	67/6920	2.916813844125862e-10	5	6	1.1147090240967669e-07	DIP2, NOC4, NOP14, ROK1, UTP6, UTP7
GO:0016070	BP	e	RNA metabolic process	11/11	1035/6920	8.007066348089932e-10	6	11	2.824646636333879e-07	DIP2, ENP1, ENP2, KRE33, KRR1, NOC4, NOP14, ROK1, UTP22, UTP6, UTP7
GO:0030490	BP	e	maturation of SSU-rRNA	6/11	85/6920	1.2639906918606339e-09	9	6	4.140472366337762e-07	DIP2, ENP2, NOP14, ROK1, UTP6, UTP7
GO:0042274	BP	e	ribosomal small subunit biogenesis	5/11	38/6920	1.7147086147113048e-09	5	5	5.242435804710695e-07	ENP2, KRE33, KRR1, NOC4, NOP14
GO:0090304	BP	e	nucleic acid metabolic process	11/11	1452/6920	3.368440689920614e-08	5	11	9.65479312748496e-06	DIP2, ENP1, ENP2, KRE33, KRR1, NOC4, NOP14, ROK1, UTP22, UTP6, UTP7
GO:0000462	BP	e	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	5/11	70/6920	4.0394979466710365e-08	10	5	1.0897139754960808e-05	DIP2, ENP2, NOP14, UTP6, UTP7
GO:0006139	BP	e	nucleobase-containing compound metabolic process	11/11	1687/6920	1.7634531806563417e-07	4	11	4.492886825827769e-05	DIP2, ENP1, ENP2, KRE33, KRR1, NOC4, NOP14, ROK1, UTP22, UTP6, UTP7
GO:0071840	BP	e	cellular component organization or biogenesis	11/11	2044/6920	1.4651099199597998e-06	2	11	0.0003536312680492443	DIP2, ENP1, ENP2, KRE33, KRR1, NOC4, NOP14, ROK1, UTP22, UTP6, UTP7
GO:0043170	BP	e	macromolecule metabolic process	11/11	2675/6920	2.8438520260005993e-05	3	11	0.006520952695619375	DIP2, ENP1, ENP2, KRE33, KRR1, NOC4, NOP14, ROK1, UTP22, UTP6, UTP7
