# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0000124	CC	e	SAGA complex	9/9	20/6920	1.683737210238565e-24	8	9	1.5911316636754436e-21	ADA2, HFI1, NGG1, SGF29, SGF73, SPT20, SPT3, SPT7, SPT8
GO:0070461	CC	e	SAGA-type complex	9/9	22/6920	4.986452507244982e-24	7	9	2.3560988096732537e-21	ADA2, HFI1, NGG1, SGF29, SGF73, SPT20, SPT3, SPT7, SPT8
GO:0000123	CC	e	histone acetyltransferase complex	9/9	46/6920	1.104430090467058e-20	6	9	3.478954784971232e-18	ADA2, HFI1, NGG1, SGF29, SGF73, SPT20, SPT3, SPT7, SPT8
GO:0031248	CC	e	protein acetyltransferase complex	9/9	54/6920	5.3310354623951585e-20	5	9	1.2594571279908561e-17	ADA2, HFI1, NGG1, SGF29, SGF73, SPT20, SPT3, SPT7, SPT8
GO:1902493	CC	e	acetyltransferase complex	9/9	59/6920	1.2596623168475264e-19	4	9	2.3807617788418248e-17	ADA2, HFI1, NGG1, SGF29, SGF73, SPT20, SPT3, SPT7, SPT8
GO:1905368	CC	e	peptidase complex	9/9	80/6920	2.324715167069672e-18	3	9	3.661426388134733e-16	ADA2, HFI1, NGG1, SGF29, SGF73, SPT20, SPT3, SPT7, SPT8
GO:0046695	CC	e	SLIK (SAGA-like) complex	7/9	16/6920	2.7336611460106233e-18	8	7	3.6904425471143414e-16	ADA2, HFI1, NGG1, SGF73, SPT20, SPT3, SPT7
GO:0140535	CC	e	intracellular protein-containing complex	9/9	410/6920	8.278671864810464e-12	2	9	8.692605458050986e-10	ADA2, HFI1, NGG1, SGF29, SGF73, SPT20, SPT3, SPT7, SPT8
GO:1990234	CC	e	transferase complex	9/9	410/6920	8.278671864810464e-12	3	9	8.692605458050986e-10	ADA2, HFI1, NGG1, SGF29, SGF73, SPT20, SPT3, SPT7, SPT8
GO:1902494	CC	e	catalytic complex	9/9	851/6920	6.197805497007607e-09	2	9	5.856926194672189e-07	ADA2, HFI1, NGG1, SGF29, SGF73, SPT20, SPT3, SPT7, SPT8
GO:0140671	CC	e	ADA complex	3/9	6/6920	3.0372643595701164e-08	8	3	2.6092861998125093e-06	ADA2, NGG1, SGF29
GO:0032991	CC	e	protein-containing complex	9/9	2176/6920	2.9719468444215213e-05	1	9	0.002340408139981948	ADA2, HFI1, NGG1, SGF29, SGF73, SPT20, SPT3, SPT7, SPT8
GO:0005634	CC	e	nucleus	9/9	2331/6920	5.526758075095545e-05	5	9	0.004017527985357915	ADA2, HFI1, NGG1, SGF29, SGF73, SPT20, SPT3, SPT7, SPT8
