# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0003689	MF	e	DNA clamp loader activity	5/5	9/6920	9.542211715787968e-16	5	5	2.4685701708743474e-12	RAD24, RFC2, RFC3, RFC4, RFC5
GO:0008094	MF	e	ATP-dependent activity, acting on DNA	5/5	98/6920	5.143014619762566e-10	4	5	6.652489410662879e-07	RAD24, RFC2, RFC3, RFC4, RFC5
GO:0140097	MF	e	catalytic activity, acting on DNA	5/5	215/6920	2.7666066080026643e-08	3	5	2.385737098300964e-05	RAD24, RFC2, RFC3, RFC4, RFC5
GO:0140657	MF	e	ATP-dependent activity	5/5	294/6920	1.3396336441885267e-07	1	5	8.664080593789297e-05	RAD24, RFC2, RFC3, RFC4, RFC5
GO:0140640	MF	e	catalytic activity, acting on a nucleic acid	5/5	545/6920	2.979127155254399e-06	2	5	0.001541400390128626	RAD24, RFC2, RFC3, RFC4, RFC5
GO:0005524	MF	e	ATP binding	5/5	719/6920	1.1958833280620443e-05	8	5	0.004512881594936851	RAD24, RFC2, RFC3, RFC4, RFC5
GO:0032559	MF	e	adenyl ribonucleotide binding	5/5	722/6920	1.2211121439720898e-05	7	5	0.004512881594936851	RAD24, RFC2, RFC3, RFC4, RFC5
GO:0030554	MF	e	adenyl nucleotide binding	5/5	764/6920	1.621318633164224e-05	6	5	0.0052429391299948095	RAD24, RFC2, RFC3, RFC4, RFC5
GO:0035639	MF	e	purine ribonucleoside triphosphate binding	5/5	822/6920	2.339716778421155e-05	5	5	0.006081741664036367	RAD24, RFC2, RFC3, RFC4, RFC5
GO:0032555	MF	e	purine ribonucleotide binding	5/5	825/6920	2.3828309208818417e-05	6	5	0.006081741664036367	RAD24, RFC2, RFC3, RFC4, RFC5
GO:0032553	MF	e	ribonucleotide binding	5/5	845/6920	2.6867797999572304e-05	5	5	0.006081741664036367	RAD24, RFC2, RFC3, RFC4, RFC5
GO:0097367	MF	e	carbohydrate derivative binding	5/5	859/6920	2.9174163329268332e-05	2	5	0.006081741664036367	RAD24, RFC2, RFC3, RFC4, RFC5
GO:0017076	MF	e	purine nucleotide binding	5/5	867/6920	3.0561515899680236e-05	5	5	0.006081741664036367	RAD24, RFC2, RFC3, RFC4, RFC5
GO:0000166	MF	e	nucleotide binding	5/5	942/6920	4.631632230689944e-05	4	5	0.008030601793667078	RAD24, RFC2, RFC3, RFC4, RFC5
GO:1901265	MF	e	nucleoside phosphate binding	5/5	943/6920	4.6563211018556695e-05	2	5	0.008030601793667078	RAD24, RFC2, RFC3, RFC4, RFC5
GO:0043168	MF	e	anion binding	5/5	975/6920	5.503755907998914e-05	4	5	0.008898885333745745	RAD24, RFC2, RFC3, RFC4, RFC5
GO:1901363	MF	e	heterocyclic compound binding	5/5	993/6920	6.03202757634359e-05	3	5	0.009179326670588746	RAD24, RFC2, RFC3, RFC4, RFC5
