# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0003712	MF	e	transcription coregulator activity	22/26	92/6920	5.0843084881944354e-39	3	22	1.3153106058959005e-35	CSE2, GAL11, MED1, MED11, MED2, MED4, MED6, MED7, MED8, NUT1, NUT2, PGD1, RGR1, ROX3, SOH1, SRB2, SRB4, SRB5, SRB6, SRB7, SRB8, SSN2
GO:0140110	MF	e	transcription regulator activity	22/26	273/6920	7.300043640706837e-28	1	22	9.442606449254293e-25	CSE2, GAL11, MED1, MED11, MED2, MED4, MED6, MED7, MED8, NUT1, NUT2, PGD1, RGR1, ROX3, SOH1, SRB2, SRB4, SRB5, SRB6, SRB7, SRB8, SSN2
GO:0030674	MF	e	protein-macromolecule adaptor activity	22/26	278/6920	1.102704412488716e-27	2	22	9.508987717027695e-25	CSE2, GAL11, MED1, MED11, MED2, MED4, MED6, MED7, MED8, NUT1, NUT2, PGD1, RGR1, ROX3, SOH1, SRB2, SRB4, SRB5, SRB6, SRB7, SRB8, SSN2
GO:0003713	MF	e	transcription coactivator activity	14/26	45/6920	2.344224024050513e-25	4	14	1.5161268875546693e-22	CSE2, GAL11, MED11, MED2, MED6, MED7, PGD1, ROX3, SOH1, SRB2, SRB5, SRB7, SRB8, SSN2
GO:0060090	MF	e	molecular adaptor activity	22/26	607/6920	4.195184905684393e-20	1	22	2.1705886702011047e-17	CSE2, GAL11, MED1, MED11, MED2, MED4, MED6, MED7, MED8, NUT1, NUT2, PGD1, RGR1, ROX3, SOH1, SRB2, SRB4, SRB5, SRB6, SRB7, SRB8, SSN2
GO:0008134	MF	e	transcription factor binding	10/26	73/6920	4.190076361177192e-14	3	10	1.806621257727566e-11	GAL11, MED11, MED2, MED8, PGD1, RGR1, SIN4, SRB2, SRB4, SRB7
GO:0000979	MF	e	RNA polymerase II core promoter sequence-specific DNA binding	5/26	8/6920	2.768591003861173e-11	8	5	1.0231921324269792e-08	MED4, PGD1, SRB4, SRB5, SSN8
GO:0140297	MF	e	DNA-binding transcription factor binding	7/26	47/6920	2.4991417423520324e-10	4	7	8.081599609330886e-08	GAL11, MED2, PGD1, RGR1, SIN4, SRB4, SRB7
GO:0001046	MF	e	core promoter sequence-specific DNA binding	5/26	19/6920	5.590692509802025e-09	7	5	1.6070135025397598e-06	MED4, PGD1, SRB4, SRB5, SSN8
GO:0061629	MF	e	RNA polymerase II-specific DNA-binding transcription factor binding	6/26	41/6920	6.2356305934769026e-09	5	6	1.6131576345324747e-06	GAL11, MED2, PGD1, RGR1, SIN4, SRB7
GO:0001091	MF	e	RNA polymerase II general transcription initiation factor binding	4/26	11/6920	5.0765890672998233e-08	5	4	1.1939214470095131e-05	GAL11, MED11, RGR1, SRB2
GO:0140296	MF	e	general transcription initiation factor binding	5/26	30/6920	6.66310684291078e-08	4	5	1.436454783550849e-05	GAL11, MED11, MED8, RGR1, SRB2
GO:0001098	MF	e	basal transcription machinery binding	5/26	32/6920	9.368014059153391e-08	3	5	1.731075169359273e-05	GAL11, MED11, RGR1, SRB2, SRB4
GO:0001099	MF	e	basal RNA polymerase II transcription machinery binding	5/26	32/6920	9.368014059153391e-08	4	5	1.731075169359273e-05	GAL11, MED11, RGR1, SRB2, SRB4
GO:0000977	MF	e	RNA polymerase II transcription regulatory region sequence-specific DNA binding	6/26	119/6920	3.961034382711218e-06	7	6	0.0006831463965382614	MED4, MED8, PGD1, SRB4, SRB5, SSN8
GO:0005515	MF	e	protein binding	12/26	807/6920	1.187405729143717e-05	2	12	0.0019198866383092477	GAL11, MED11, MED2, MED8, PGD1, RGR1, SIN4, SRB2, SRB4, SRB7, SSN2, TAF14
GO:0000976	MF	e	transcription cis-regulatory region binding	6/26	174/6920	3.513065924857716e-05	6	6	0.005346059733886419	MED4, MED8, PGD1, SRB4, SRB5, SSN8
GO:0001067	MF	e	transcription regulatory region nucleic acid binding	6/26	176/6920	3.7473029357095577e-05	3	6	0.005385707052600348	MED4, MED8, PGD1, SRB4, SRB5, SSN8
GO:0001097	MF	e	TFIIH-class transcription factor complex binding	2/26	4/6920	8.107821134492524e-05	6	2	0.011039438565753769	GAL11, MED11
GO:1990837	MF	e	sequence-specific double-stranded DNA binding	6/26	235/6920	0.00018706631988324465	5	6	0.023044789025616852	MED4, MED8, PGD1, SRB4, SRB5, SSN8
GO:0003824	MF	p	catalytic activity	1/26	2580/6920	0.00013050196447943218	1	1	0.01688042910541455	RPO21
