# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0033263	CC	e	CORVET complex	6/6	6/6920	6.571092322272471e-21	3	6	6.209682244547484e-18	PEP3, PEP5, VPS16, VPS3, VPS33, VPS8
GO:0030897	CC	e	HOPS complex	5/6	7/6920	9.539911833475176e-16	3	5	4.5076083413170204e-13	PEP3, PEP5, VPS16, VPS33, VPS8
GO:0099023	CC	e	vesicle tethering complex	6/6	43/6920	4.006036207248729e-14	2	6	1.2619014052833498e-11	PEP3, PEP5, VPS16, VPS3, VPS33, VPS8
GO:0005768	CC	e	endosome	5/6	175/6920	5.746676226133717e-08	7	5	1.3576522584240906e-05	PEP3, PEP5, VPS16, VPS3, VPS8
GO:0098852	CC	e	lytic vacuole membrane	5/6	220/6920	1.815868646242092e-07	6	5	2.859993117831295e-05	PEP3, PEP5, VPS16, VPS3, VPS33
GO:0000329	CC	e	fungal-type vacuole membrane	5/6	220/6920	1.815868646242092e-07	7	5	2.859993117831295e-05	PEP3, PEP5, VPS16, VPS3, VPS33
GO:0098588	CC	e	bounding membrane of organelle	6/6	635/6920	5.843307652703864e-07	4	6	6.166593687251244e-05	PEP3, PEP5, VPS16, VPS3, VPS33, VPS8
GO:0031410	CC	e	cytoplasmic vesicle	5/6	279/6920	5.970855225558128e-07	6	5	6.166593687251244e-05	PEP3, PEP5, VPS16, VPS3, VPS8
GO:0097708	CC	e	intracellular vesicle	5/6	279/6920	5.970855225558128e-07	5	5	6.166593687251244e-05	PEP3, PEP5, VPS16, VPS3, VPS8
GO:0031982	CC	e	vesicle	5/6	284/6920	6.525495965345232e-07	4	5	6.166593687251244e-05	PEP3, PEP5, VPS16, VPS3, VPS8
GO:0005774	CC	e	vacuolar membrane	5/6	290/6920	7.244467657653641e-07	5	5	6.223656305893355e-05	PEP3, PEP5, VPS16, VPS3, VPS33
GO:0098796	CC	e	membrane protein complex	5/6	336/6920	1.5110636643642798e-06	2	5	0.00011899626356868703	PEP3, PEP5, VPS16, VPS33, VPS8
GO:0031090	CC	e	organelle membrane	6/6	1298/6920	4.314468596390853e-05	3	6	0.003136286787376428	PEP3, PEP5, VPS16, VPS3, VPS33, VPS8
GO:0005773	CC	e	vacuole	4/6	434/6920	0.0002068779272536627	5	4	0.01396426008962223	PEP3, PEP5, VPS16, VPS33
