# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0003712	MF	e	transcription coregulator activity	10/19	92/6920	8.763319092671063e-15	3	10	2.267070649274004e-11	ADA2, ESA1, GCN5, HFI1, NGG1, SPT20, SPT3, SPT8, TAF6, TAF9
GO:0004402	MF	e	histone acetyltransferase activity	7/19	31/6920	8.498777590149308e-13	9	7	9.366553293819898e-10	ESA1, GCN5, HAT1, HAT2, NGG1, SGF73, TRA1
GO:0061733	MF	e	protein-lysine-acetyltransferase activity	7/19	32/6920	1.0861870847104636e-12	8	7	9.366553293819898e-10	ESA1, GCN5, HAT1, HAT2, NGG1, SGF73, TRA1
GO:0060090	MF	e	molecular adaptor activity	14/19	607/6920	1.0653178210204878e-11	1	14	6.2823261409815726e-09	ADA2, ESA1, GCN5, HFI1, NGG1, SGF29, SPT20, SPT3, SPT8, TAF10, TAF12, TAF5, TAF6, TAF9
GO:0034212	MF	e	protein N-acetyltransferase activity	7/19	44/6920	1.214210695976338e-11	7	7	6.2823261409815726e-09	ESA1, GCN5, HAT1, HAT2, NGG1, SGF73, TRA1
GO:0030674	MF	e	protein-macromolecule adaptor activity	11/19	278/6920	2.055505293749118e-11	2	11	8.862653658214948e-09	ADA2, ESA1, GCN5, HFI1, NGG1, SGF29, SPT20, SPT3, SPT8, TAF6, TAF9
GO:0008080	MF	e	N-acetyltransferase activity	7/19	55/6920	6.32280820331549e-11	6	7	2.336729260282453e-08	ESA1, GCN5, HAT1, HAT2, NGG1, SGF73, TRA1
GO:0140993	MF	e	histone modifying activity	7/19	57/6920	8.212583830248947e-11	3	7	2.6557442961067537e-08	ESA1, GCN5, HAT1, HAT2, NGG1, SGF73, TRA1
GO:0016410	MF	e	N-acyltransferase activity	7/19	62/6920	1.516030948298928e-10	5	7	4.357746736943696e-08	ESA1, GCN5, HAT1, HAT2, NGG1, SGF73, TRA1
GO:0016407	MF	e	acetyltransferase activity	7/19	70/6920	3.6504550568554545e-10	5	7	9.443727232085061e-08	ESA1, GCN5, HAT1, HAT2, NGG1, SGF73, TRA1
GO:0140110	MF	e	transcription regulator activity	10/19	273/6920	5.235832048429178e-10	1	10	1.2313725008442076e-07	ADA2, ESA1, GCN5, HFI1, NGG1, SPT20, SPT3, SPT8, TAF6, TAF9
GO:0003682	MF	e	chromatin binding	8/19	157/6920	3.5928116737102946e-09	2	8	7.745503166573777e-07	ADA2, ESA1, HAT1, TAF10, TAF12, TAF5, TAF6, TAF9
GO:0046982	MF	e	protein heterodimerization activity	5/19	30/6920	1.2030025320019267e-08	4	5	2.393975038683834e-06	SPT3, SPT7, TAF12, TAF6, TAF9
GO:0016747	MF	e	acyltransferase activity, transferring groups other than amino-acyl groups	7/19	132/6920	3.262953248038848e-08	4	7	6.029471466197499e-06	ESA1, GCN5, HAT1, HAT2, NGG1, SGF73, TRA1
GO:0003713	MF	e	transcription coactivator activity	5/19	45/6920	1.0055236225115698e-07	4	5	1.7341930742916206e-05	ADA2, HFI1, NGG1, TAF6, TAF9
GO:0016251	MF	e	RNA polymerase II general transcription initiation factor activity	4/19	21/6920	2.359310303751706e-07	2	4	3.81470984737854e-05	TAF10, TAF5, TAF6, TAF9
GO:0046983	MF	e	protein dimerization activity	5/19	54/6920	2.563401864114103e-07	3	5	3.900894483801874e-05	SPT3, SPT7, TAF12, TAF6, TAF9
GO:0140223	MF	e	general transcription initiation factor activity	4/19	34/6920	1.78730569256394e-06	1	4	0.0002568755459257174	TAF10, TAF5, TAF6, TAF9
GO:0016746	MF	e	acyltransferase activity	7/19	285/6920	6.142873432846431e-06	3	7	0.0008364007142512483	ESA1, GCN5, HAT1, HAT2, NGG1, SGF73, TRA1
GO:0140068	MF	e	histone crotonyltransferase activity	2/19	2/6920	7.1429347185892586e-06	7	2	0.0008799415293804958	ESA1, GCN5
GO:0140064	MF	e	peptide crotonyltransferase activity	2/19	2/6920	7.1429347185892586e-06	6	2	0.0008799415293804958	ESA1, GCN5
GO:0010485	MF	e	histone H4 acetyltransferase activity	2/19	5/6920	7.107890096251825e-05	10	2	0.008358232581365215	ESA1, HAT1
GO:0005515	MF	e	protein binding	9/19	807/6920	0.00011891712674725204	2	9	0.013375591604136566	HAT1, HAT2, SPT3, SPT7, SPT8, TAF12, TAF5, TAF6, TAF9
