# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0006606	BP	e	protein import into nucleus	4/4	65/6920	7.092148346462668e-09	8	4	1.5558919342928807e-05	NIC96, NSP1, NUP49, NUP57
GO:0051170	BP	e	import into nucleus	4/4	70/6920	9.604684151792936e-09	7	4	1.5558919342928807e-05	NIC96, NSP1, NUP49, NUP57
GO:0034504	BP	e	protein localization to nucleus	4/4	71/6920	1.0178098131004453e-08	6	4	1.5558919342928807e-05	NIC96, NSP1, NUP49, NUP57
GO:0051028	BP	e	mRNA transport	4/4	96/6920	3.4798288315336044e-08	8	4	3.989623755353277e-05	NIC96, NSP1, NUP49, NUP57
GO:0051236	BP	e	establishment of RNA localization	4/4	113/6920	6.744726935528628e-08	3	4	4.744466776556014e-05	NIC96, NSP1, NUP49, NUP57
GO:0050658	BP	e	RNA transport	4/4	113/6920	6.744726935528628e-08	7	4	4.744466776556014e-05	NIC96, NSP1, NUP49, NUP57
GO:0050657	BP	e	nucleic acid transport	4/4	115/6920	7.241881255100763e-08	6	4	4.744466776556014e-05	NIC96, NSP1, NUP49, NUP57
GO:0015931	BP	e	nucleobase-containing compound transport	4/4	164/6920	3.0431585830266364e-07	5	4	0.0001537636891222901	NIC96, NSP1, NUP49, NUP57
GO:0000055	BP	e	ribosomal large subunit export from nucleus	3/4	32/6920	3.582574057578513e-07	9	3	0.0001537636891222901	NIC96, NSP1, NUP49
GO:0006913	BP	e	nucleocytoplasmic transport	4/4	172/6920	3.688182687189688e-07	6	4	0.0001537636891222901	NIC96, NSP1, NUP49, NUP57
GO:0051169	BP	e	nuclear transport	4/4	172/6920	3.688182687189688e-07	5	4	0.0001537636891222901	NIC96, NSP1, NUP49, NUP57
GO:0016973	BP	e	poly(A)+ mRNA export from nucleus	3/4	35/6920	4.7258661027994525e-07	10	3	0.00018060684956198574	NIC96, NSP1, NUP49
GO:0006406	BP	e	mRNA export from nucleus	3/4	63/6920	2.85862677850998e-06	9	3	0.0010084355697112899	NIC96, NSP1, NUP49
GO:0000054	BP	e	ribosomal subunit export from nucleus	3/4	68/6920	3.605670018291032e-06	8	3	0.0011523555517692972	NIC96, NSP1, NUP49
GO:0033750	BP	e	ribosome localization	3/4	69/6920	3.7691524807107414e-06	3	3	0.0011523555517692972	NIC96, NSP1, NUP49
GO:0072594	BP	e	establishment of protein localization to organelle	4/4	321/6920	4.548048165196716e-06	6	4	0.0013035843053495087	NIC96, NSP1, NUP49, NUP57
GO:0006405	BP	e	RNA export from nucleus	3/4	76/6920	5.053419410718858e-06	8	3	0.001363234201032746	NIC96, NSP1, NUP49
GO:0006886	BP	e	intracellular protein transport	4/4	349/6920	6.364473551797194e-06	7	4	0.0016215264282523295	NIC96, NSP1, NUP49, NUP57
GO:0033365	BP	e	protein localization to organelle	4/4	399/6920	1.0896672592319322e-05	5	4	0.0026301126583356004	NIC96, NSP1, NUP49, NUP57
GO:0051656	BP	e	establishment of organelle localization	3/4	110/6920	1.5456276232897917e-05	3	3	0.003375356324003326	NIC96, NSP1, NUP49
GO:0031503	BP	e	protein-containing complex localization	3/4	110/6920	1.5456276232897917e-05	2	3	0.003375356324003326	NIC96, NSP1, NUP49
GO:0051168	BP	e	nuclear export	3/4	131/6920	2.6161620451861816e-05	7	3	0.0054535086996471945	NIC96, NSP1, NUP49
GO:0006607	BP	e	NLS-bearing protein import into nucleus	2/4	17/6920	3.398711628509479e-05	9	2	0.006776735447106292	NSP1, NUP57
GO:0006999	BP	e	nuclear pore organization	2/4	19/6920	4.2717308157132533e-05	6	2	0.008162565633692075	NIC96, NUP57
GO:0015031	BP	e	protein transport	4/4	570/6920	4.559012240632951e-05	6	4	0.008363052054217085	NIC96, NSP1, NUP49, NUP57
GO:0006409	BP	e	tRNA export from nucleus	2/4	20/6920	4.7454514741734944e-05	9	2	0.008370246330984479	NSP1, NUP49
GO:0045184	BP	e	establishment of protein localization	4/4	631/6920	6.85381597534649e-05	5	4	0.011641333356644076	NIC96, NSP1, NUP49, NUP57
GO:0051031	BP	e	tRNA transport	2/4	25/6920	7.485588114769465e-05	8	2	0.012260323962261703	NSP1, NUP49
GO:0046907	BP	e	intracellular transport	4/4	652/6920	7.815178095075482e-05	4	4	0.01235876094621247	NIC96, NSP1, NUP49, NUP57
GO:0051640	BP	e	organelle localization	3/4	193/6920	8.371077929934081e-05	2	3	0.012796587795559231	NIC96, NSP1, NUP49
GO:0051649	BP	e	establishment of localization in cell	4/4	686/6920	9.581725704635625e-05	3	4	0.014174772284341606	NIC96, NSP1, NUP49, NUP57
GO:0071705	BP	e	nitrogen compound transport	4/4	755/6920	0.00014069652005962397	4	4	0.019971055042020906	NIC96, NSP1, NUP49, NUP57
GO:0008104	BP	e	protein localization	4/4	759/6920	0.00014370798438436325	4	4	0.019971055042020906	NIC96, NSP1, NUP49, NUP57
GO:0070727	BP	e	cellular macromolecule localization	4/4	774/6920	0.0001554334098648612	3	4	0.02057795086931083	NIC96, NSP1, NUP49, NUP57
GO:0033036	BP	e	macromolecule localization	4/4	776/6920	0.0001570493415669165	2	4	0.02057795086931083	NIC96, NSP1, NUP49, NUP57
