# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0003712	MF	e	transcription coregulator activity	7/7	92/6920	5.828245125044353e-14	3	7	1.5077670138489742e-10	MED11, MED6, MED8, SRB2, SRB4, SRB5, SRB6
GO:0140110	MF	e	transcription regulator activity	7/7	273/6920	1.3805070817519688e-10	1	7	1.3536279902268797e-07	MED11, MED6, MED8, SRB2, SRB4, SRB5, SRB6
GO:0030674	MF	e	protein-macromolecule adaptor activity	7/7	278/6920	1.5697270856902353e-10	2	7	1.3536279902268797e-07	MED11, MED6, MED8, SRB2, SRB4, SRB5, SRB6
GO:0060090	MF	e	molecular adaptor activity	7/7	607/6920	3.87095035253963e-08	1	7	2.5035371405050056e-05	MED11, MED6, MED8, SRB2, SRB4, SRB5, SRB6
GO:0003713	MF	e	transcription coactivator activity	4/7	45/6920	5.385300233964688e-08	4	4	2.7863543410533294e-05	MED11, MED6, SRB2, SRB5
GO:0008134	MF	e	transcription factor binding	4/7	73/6920	3.89577271439257e-07	3	4	0.00016797273353555964	MED11, MED8, SRB2, SRB4
GO:0140296	MF	e	general transcription initiation factor binding	3/7	30/6920	2.544033299679872e-06	4	3	0.0008925954174121072	MED11, MED8, SRB2
GO:0001099	MF	e	basal RNA polymerase II transcription machinery binding	3/7	32/6920	3.1052797667989814e-06	4	3	0.0008925954174121072	MED11, SRB2, SRB4
GO:0001098	MF	e	basal transcription machinery binding	3/7	32/6920	3.1052797667989814e-06	3	3	0.0008925954174121072	MED11, SRB2, SRB4
GO:0000979	MF	e	RNA polymerase II core promoter sequence-specific DNA binding	2/7	8/6920	2.449073920887229e-05	8	2	0.006335754233335262	SRB4, SRB5
GO:0001091	MF	e	RNA polymerase II general transcription initiation factor binding	2/7	11/6920	4.803728065831024e-05	5	2	0.01129749500573169	MED11, SRB2
GO:0001046	MF	e	core promoter sequence-specific DNA binding	2/7	19/6920	0.00014877719275467372	7	2	0.032073883138028406	SRB4, SRB5
GO:0000977	MF	e	RNA polymerase II transcription regulatory region sequence-specific DNA binding	3/7	119/6920	0.0001650399298208336	7	3	0.032842946034345885	MED8, SRB4, SRB5
