# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0042797	BP	e	tRNA transcription by RNA polymerase III	17/17	18/6920	3.4125535389592214e-50	10	17	7.824985264833495e-47	RET1, RPB10, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO26, RPO31
GO:0009304	BP	e	tRNA transcription	17/17	18/6920	3.4125535389592214e-50	9	17	7.824985264833495e-47	RET1, RPB10, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO26, RPO31
GO:0006383	BP	e	transcription by RNA polymerase III	17/17	30/6920	2.270482777459586e-43	9	17	3.4708113391432203e-40	RET1, RPB10, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO26, RPO31
GO:0006351	BP	e	DNA-templated transcription	17/17	166/6920	1.2599604634097085e-28	8	17	1.4445446712992307e-25	RET1, RPB10, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO26, RPO31
GO:0006399	BP	e	tRNA metabolic process	17/17	218/6920	1.5938832343516625e-26	7	17	1.4619097025473448e-23	RET1, RPB10, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO26, RPO31
GO:0032774	BP	e	RNA biosynthetic process	17/17	249/6920	1.657685825592651e-25	7	17	1.2670245326946496e-22	RET1, RPB10, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO26, RPO31
GO:0141187	BP	e	nucleic acid biosynthetic process	17/17	343/6920	4.4844643030577445e-23	6	17	2.9379647562604024e-20	RET1, RPB10, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO26, RPO31
GO:0034654	BP	e	nucleobase-containing compound biosynthetic process	17/17	476/6920	1.3198160700059788e-20	5	17	7.565845621309274e-18	RET1, RPB10, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO26, RPO31
GO:0016070	BP	e	RNA metabolic process	17/17	1035/6920	8.382083714501277e-15	6	17	4.271137323855873e-12	RET1, RPB10, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO26, RPO31
GO:0009059	BP	e	macromolecule biosynthetic process	17/17	1118/6920	3.141645549454749e-14	4	17	1.4407586489799481e-11	RET1, RPB10, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO26, RPO31
