# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0008380	BP	e	RNA splicing	15/15	155/6920	9.039631489091277e-26	5	15	4.1455750008972594e-22	BRR2, CUS1, LEA1, PRP21, PRP3, PRP31, PRP4, PRP6, PRP8, PRP9, SMB1, SNU114, SNU23, SNU66, SPP381
GO:0000398	BP	e	mRNA splicing, via spliceosome	14/15	107/6920	2.755842250801754e-25	9	14	4.839534681190811e-22	CUS1, LEA1, PRP21, PRP3, PRP31, PRP4, PRP6, PRP8, PRP9, SMB1, SNU114, SNU23, SNU66, SPP381
GO:0000377	BP	e	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	14/15	108/6920	3.1658534765748875e-25	7	14	4.839534681190811e-22	CUS1, LEA1, PRP21, PRP3, PRP31, PRP4, PRP6, PRP8, PRP9, SMB1, SNU114, SNU23, SNU66, SPP381
GO:0000375	BP	e	RNA splicing, via transesterification reactions	14/15	119/6920	1.3376462088247365e-24	6	14	1.5336113784175604e-21	CUS1, LEA1, PRP21, PRP3, PRP31, PRP4, PRP6, PRP8, PRP9, SMB1, SNU114, SNU23, SNU66, SPP381
GO:0006397	BP	e	mRNA processing	15/15	228/6920	3.712288478971711e-23	8	15	3.404910992912854e-20	BRR2, CUS1, LEA1, PRP21, PRP3, PRP31, PRP4, PRP6, PRP8, PRP9, SMB1, SNU114, SNU23, SNU66, SPP381
GO:0016071	BP	e	mRNA metabolic process	15/15	340/6920	1.7422803234544597e-20	7	15	1.3316829272270254e-17	BRR2, CUS1, LEA1, PRP21, PRP3, PRP31, PRP4, PRP6, PRP8, PRP9, SMB1, SNU114, SNU23, SNU66, SPP381
GO:0006396	BP	e	RNA processing	15/15	687/6920	7.807376341984849e-16	4	15	5.114946843477502e-13	BRR2, CUS1, LEA1, PRP21, PRP3, PRP31, PRP4, PRP6, PRP8, PRP9, SMB1, SNU114, SNU23, SNU66, SPP381
GO:0016070	BP	e	RNA metabolic process	15/15	1035/6920	3.8445198165035933e-13	6	15	2.203870984810685e-10	BRR2, CUS1, LEA1, PRP21, PRP3, PRP31, PRP4, PRP6, PRP8, PRP9, SMB1, SNU114, SNU23, SNU66, SPP381
GO:0022618	BP	e	protein-RNA complex assembly	9/15	172/6920	1.2946002252590023e-11	6	9	6.596707370041983e-09	BRR2, CUS1, PRP3, PRP31, PRP4, PRP6, PRP8, SNU114, SPP381
GO:0071826	BP	e	protein-RNA complex organization	9/15	182/6920	2.1613054619251277e-11	5	9	9.911746848388637e-09	BRR2, CUS1, PRP3, PRP31, PRP4, PRP6, PRP8, SNU114, SPP381
