# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0006614	BP	e	SRP-dependent cotranslational protein targeting to membrane	6/6	11/6920	3.035844652889881e-18	9	6	1.3922383578152995e-14	SEC65, SRP14, SRP21, SRP54, SRP68, SRP72
GO:0006613	BP	e	cotranslational protein targeting to membrane	6/6	14/6920	1.9732990243784234e-17	8	6	4.5247746628997244e-14	SEC65, SRP14, SRP21, SRP54, SRP68, SRP72
GO:0045047	BP	e	protein targeting to ER	6/6	25/6920	1.1637404502744543e-15	8	6	1.7789712349862158e-12	SEC65, SRP14, SRP21, SRP54, SRP68, SRP72
GO:0072599	BP	e	establishment of protein localization to endoplasmic reticulum	6/6	28/6920	2.475593321492931e-15	7	6	2.8382677430916453e-12	SEC65, SRP14, SRP21, SRP54, SRP68, SRP72
GO:0070972	BP	e	protein localization to endoplasmic reticulum	6/6	33/6920	7.277931581194676e-15	6	6	6.675318846271758e-12	SEC65, SRP14, SRP21, SRP54, SRP68, SRP72
GO:0006612	BP	e	protein targeting to membrane	6/6	45/6920	5.3521941230448604e-14	7	6	4.0908603747139546e-11	SEC65, SRP14, SRP21, SRP54, SRP68, SRP72
GO:0090150	BP	e	establishment of protein localization to membrane	6/6	105/6920	1.0575148659404497e-11	6	6	6.928233107432718e-09	SEC65, SRP14, SRP21, SRP54, SRP68, SRP72
GO:0072657	BP	e	protein localization to membrane	6/6	135/6920	4.936098978036283e-11	5	6	2.829618739159299e-08	SEC65, SRP14, SRP21, SRP54, SRP68, SRP72
GO:0006605	BP	e	protein targeting	6/6	161/6920	1.4465364890873527e-10	6	6	7.370907043282889e-08	SEC65, SRP14, SRP21, SRP54, SRP68, SRP72
GO:0051668	BP	e	localization within membrane	6/6	174/6920	2.321456805073422e-10	3	6	1.0646200908066714e-07	SEC65, SRP14, SRP21, SRP54, SRP68, SRP72
GO:0072594	BP	e	establishment of protein localization to organelle	6/6	321/6920	9.526299496532204e-09	6	6	3.971600862826971e-06	SEC65, SRP14, SRP21, SRP54, SRP68, SRP72
GO:0033365	BP	e	protein localization to organelle	6/6	399/6920	3.546010771009488e-08	5	6	1.3551671163207928e-05	SEC65, SRP14, SRP21, SRP54, SRP68, SRP72
GO:0045184	BP	e	establishment of protein localization	6/6	631/6920	5.625059808614329e-07	5	6	0.00019843480217157934	SEC65, SRP14, SRP21, SRP54, SRP68, SRP72
GO:0008104	BP	e	protein localization	6/6	759/6920	1.7106140177426392e-06	4	6	0.0005602407529555791	SEC65, SRP14, SRP21, SRP54, SRP68, SRP72
GO:0070727	BP	e	cellular macromolecule localization	6/6	774/6920	1.9244838481837877e-06	3	6	0.0005602407529555791	SEC65, SRP14, SRP21, SRP54, SRP68, SRP72
GO:0033036	BP	e	macromolecule localization	6/6	776/6920	1.95461230861083e-06	2	6	0.0005602407529555791	SEC65, SRP14, SRP21, SRP54, SRP68, SRP72
GO:0051641	BP	e	cellular localization	6/6	1003/6920	9.15385089616341e-06	2	6	0.002469385894694435	SEC65, SRP14, SRP21, SRP54, SRP68, SRP72
GO:0006616	BP	e	SRP-dependent cotranslational protein targeting to membrane, translocation	2/6	13/6920	4.8665820584656474e-05	9	2	0.01239896962229081	SRP14, SRP54
GO:0051234	BP	e	establishment of localization	6/6	1404/6920	6.916107744701935e-05	2	6	0.016693300061685828	SEC65, SRP14, SRP21, SRP54, SRP68, SRP72
GO:0051179	BP	e	localization	6/6	1575/6920	0.00013798995100983749	1	6	0.03164109576655574	SEC65, SRP14, SRP21, SRP54, SRP68, SRP72
