# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0003899	MF	e	DNA-directed RNA polymerase activity	9/9	37/6920	1.2471005244247352e-21	7	9	2.3637627497267696e-18	RET1, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO31
GO:0034062	MF	e	5'-3' RNA polymerase activity	9/9	39/6920	2.1243712381579977e-21	6	9	2.3637627497267696e-18	RET1, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO31
GO:0097747	MF	e	RNA polymerase activity	9/9	40/6920	2.7411241782683836e-21	5	9	2.3637627497267696e-18	RET1, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO31
GO:0016779	MF	e	nucleotidyltransferase activity	9/9	143/6920	5.342740390189715e-16	4	9	3.4554173473551984e-13	RET1, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO31
GO:0140098	MF	e	catalytic activity, acting on RNA	9/9	351/6920	2.014477745457543e-12	3	9	1.0422907854997327e-09	RET1, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO31
GO:0016772	MF	e	transferase activity, transferring phosphorus-containing groups	9/9	421/6920	1.05306451112051e-11	3	9	4.540463150447932e-09	RET1, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO31
GO:0140640	MF	e	catalytic activity, acting on a nucleic acid	9/9	545/6920	1.0965697987456989e-10	2	9	4.0526086705073186e-08	RET1, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO31
GO:0016740	MF	e	transferase activity	9/9	1029/6920	3.449910261314252e-08	2	9	1.1156147307524964e-05	RET1, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO31
GO:0003677	MF	e	DNA binding	7/9	676/6920	2.4898459153694657e-06	3	7	0.0007156923758956453	RET1, RPC25, RPC31, RPC40, RPC53, RPC82, RPO31
GO:0003824	MF	e	catalytic activity	9/9	2580/6920	0.00013798001116137272	1	9	0.035695428887447124	RET1, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO31
