# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0140612	MF	e	DNA damage sensor activity	5/5	14/6920	1.5161514170640882e-14	3	5	1.9611418579723983e-11	MLH1, MSH2, MSH3, MSH6, PMS1
GO:0140664	MF	e	ATP-dependent DNA damage sensor activity	5/5	14/6920	1.5161514170640882e-14	5	5	1.9611418579723983e-11	MLH1, MSH2, MSH3, MSH6, PMS1
GO:0030983	MF	e	mismatched DNA binding	5/5	16/6920	3.307966728139828e-14	5	5	2.852569975232578e-11	MLH1, MSH2, MSH3, MSH6, PMS1
GO:0140299	MF	e	molecular sensor activity	5/5	25/6920	4.0236326068239266e-13	2	5	2.602284388463375e-10	MLH1, MSH2, MSH3, MSH6, PMS1
GO:0032135	MF	e	DNA insertion or deletion binding	4/5	7/6920	1.832528747729769e-12	6	4	9.481503740753825e-10	MSH2, MSH3, MSH6, PMS1
GO:0008094	MF	e	ATP-dependent activity, acting on DNA	5/5	98/6920	5.143014619762566e-10	4	5	2.2174964702209597e-07	MLH1, MSH2, MSH3, MSH6, PMS1
GO:0000217	MF	e	DNA secondary structure binding	4/5	29/6920	1.2403882840505915e-09	4	4	4.5841207011984e-07	MSH2, MSH3, MSH6, PMS1
GO:0000404	MF	e	heteroduplex DNA loop binding	3/5	5/6920	1.8106432004758394e-09	7	3	5.855167449538746e-07	MSH2, MSH3, PMS1
GO:0140097	MF	e	catalytic activity, acting on DNA	5/5	215/6920	2.7666066080026643e-08	3	5	7.952456994336548e-06	MLH1, MSH2, MSH3, MSH6, PMS1
GO:0140657	MF	e	ATP-dependent activity	5/5	294/6920	1.3396336441885267e-07	1	5	3.465632237515718e-05	MLH1, MSH2, MSH3, MSH6, PMS1
GO:0003690	MF	e	double-stranded DNA binding	5/5	302/6920	1.5334845424757797e-07	4	5	3.6064768285316746e-05	MLH1, MSH2, MSH3, MSH6, PMS1
GO:0032138	MF	e	single base insertion or deletion binding	2/5	2/6920	4.1771548061925486e-07	7	2	9.005249569683437e-05	MSH2, MSH6
GO:0098772	MF	e	molecular function regulator activity	5/5	396/6920	5.991897530756944e-07	1	5	0.00011923876086206317	MLH1, MSH2, MSH3, MSH6, PMS1
GO:0032137	MF	e	guanine/thymine mispair binding	2/5	3/6920	1.2527841560983376e-06	6	2	0.00023149661513045708	MSH2, MSH6
GO:0000406	MF	e	double-strand/single-strand DNA junction binding	2/5	4/6920	2.504843897806241e-06	5	2	0.000432002077574983	MSH2, MSH3
GO:0140640	MF	e	catalytic activity, acting on a nucleic acid	5/5	545/6920	2.979127155254399e-06	2	5	0.0004816876219151957	MLH1, MSH2, MSH3, MSH6, PMS1
GO:0016887	MF	e	ATP hydrolysis activity	4/5	238/6920	6.642170961016878e-06	7	4	0.0010107821338912154	MLH1, MSH2, MSH6, PMS1
GO:0003677	MF	e	DNA binding	5/5	676/6920	8.777926894333444e-06	3	5	0.0012615831597578124	MLH1, MSH2, MSH3, MSH6, PMS1
GO:0005524	MF	e	ATP binding	5/5	719/6920	1.1958833280620443e-05	8	5	0.0015795085582278982	MLH1, MSH2, MSH3, MSH6, PMS1
GO:0032559	MF	e	adenyl ribonucleotide binding	5/5	722/6920	1.2211121439720898e-05	7	5	0.0015795085582278982	MLH1, MSH2, MSH3, MSH6, PMS1
GO:0030554	MF	e	adenyl nucleotide binding	5/5	764/6920	1.621318633164224e-05	6	5	0.001997310144759927	MLH1, MSH2, MSH3, MSH6, PMS1
GO:0000403	MF	e	Y-form DNA binding	2/5	10/6920	1.875375532606958e-05	5	2	0.002205271137661	MSH2, MSH3
GO:0035639	MF	e	purine ribonucleoside triphosphate binding	5/5	822/6920	2.339716778421155e-05	5	5	0.0025001846762282907	MLH1, MSH2, MSH3, MSH6, PMS1
GO:0032555	MF	e	purine ribonucleotide binding	5/5	825/6920	2.3828309208818417e-05	6	5	0.0025001846762282907	MLH1, MSH2, MSH3, MSH6, PMS1
GO:0017111	MF	e	ribonucleoside triphosphate phosphatase activity	4/5	329/6920	2.4161042483845094e-05	6	4	0.0025001846762282907	MLH1, MSH2, MSH6, PMS1
GO:0032553	MF	e	ribonucleotide binding	5/5	845/6920	2.6867797999572304e-05	5	5	0.002673345900957444	MLH1, MSH2, MSH3, MSH6, PMS1
GO:0097367	MF	e	carbohydrate derivative binding	5/5	859/6920	2.9174163329268332e-05	2	5	0.0027953170567710066	MLH1, MSH2, MSH3, MSH6, PMS1
GO:0017076	MF	e	purine nucleotide binding	5/5	867/6920	3.0561515899680236e-05	5	5	0.002823665772588313	MLH1, MSH2, MSH3, MSH6, PMS1
GO:0016462	MF	e	pyrophosphatase activity	4/5	365/6920	3.650957539958609e-05	5	4	0.0031136415000891935	MLH1, MSH2, MSH6, PMS1
GO:0016818	MF	e	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	4/5	367/6920	3.731074082055083e-05	4	4	0.0031136415000891935	MLH1, MSH2, MSH6, PMS1
GO:0016817	MF	e	hydrolase activity, acting on acid anhydrides	4/5	367/6920	3.731074082055083e-05	3	4	0.0031136415000891935	MLH1, MSH2, MSH6, PMS1
GO:0000400	MF	e	four-way junction DNA binding	2/5	15/6920	4.369549983380616e-05	5	2	0.003532508064689267	MSH2, MSH6
GO:0000166	MF	e	nucleotide binding	5/5	942/6920	4.631632230689944e-05	4	5	0.0035429125560295935	MLH1, MSH2, MSH3, MSH6, PMS1
GO:1901265	MF	e	nucleoside phosphate binding	5/5	943/6920	4.6563211018556695e-05	2	5	0.0035429125560295935	MLH1, MSH2, MSH3, MSH6, PMS1
GO:0043168	MF	e	anion binding	5/5	975/6920	5.503755907998914e-05	4	5	0.004068061866855197	MLH1, MSH2, MSH3, MSH6, PMS1
GO:1901363	MF	e	heterocyclic compound binding	5/5	993/6920	6.03202757634359e-05	3	5	0.00433468203888913	MLH1, MSH2, MSH3, MSH6, PMS1
