# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0055029	CC	e	nuclear DNA-directed RNA polymerase complex	21/21	36/6920	6.683439866955562e-52	7	21	6.3158506742730054e-49	RET1, RPA43, RPB10, RPB2, RPB3, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO21, RPO26, RPO31
GO:0030880	CC	e	RNA polymerase complex	21/21	38/6920	3.454748695933648e-51	5	21	1.0882458392190992e-48	RET1, RPA43, RPB10, RPB2, RPB3, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO21, RPO26, RPO31
GO:0000428	CC	e	DNA-directed RNA polymerase complex	21/21	38/6920	3.454748695933648e-51	6	21	1.0882458392190992e-48	RET1, RPA43, RPB10, RPB2, RPB3, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO21, RPO26, RPO31
GO:0005666	CC	e	RNA polymerase III complex	17/21	17/6920	1.134674051703941e-47	8	17	2.6806674471505606e-45	RET1, RPB10, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO26, RPO31
GO:0061695	CC	e	transferase complex, transferring phosphorus-containing groups	21/21	135/6920	2.4851416991637842e-37	4	21	4.6969178114195525e-35	RET1, RPA43, RPB10, RPB2, RPB3, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO21, RPO26, RPO31
GO:0140535	CC	e	intracellular protein-containing complex	21/21	410/6920	1.030811105412592e-26	2	21	1.3915949923069991e-24	RET1, RPA43, RPB10, RPB2, RPB3, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO21, RPO26, RPO31
GO:1990234	CC	e	transferase complex	21/21	410/6920	1.030811105412592e-26	3	21	1.3915949923069991e-24	RET1, RPA43, RPB10, RPB2, RPB3, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO21, RPO26, RPO31
GO:0140513	CC	e	nuclear protein-containing complex	21/21	707/6920	1.1981429827786954e-21	2	21	1.415306398407334e-19	RET1, RPA43, RPB10, RPB2, RPB3, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO21, RPO26, RPO31
GO:1902494	CC	e	catalytic complex	21/21	851/6920	6.186485575388215e-20	2	21	6.4958098541576256e-18	RET1, RPA43, RPB10, RPB2, RPB3, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO21, RPO26, RPO31
GO:0005665	CC	e	RNA polymerase II, core complex	8/21	13/6920	1.999480435578266e-18	8	8	1.8895090116214617e-16	RPB10, RPB2, RPB3, RPB5, RPB8, RPC10, RPO21, RPO26
GO:0005736	CC	e	RNA polymerase I complex	8/21	14/6920	4.6576503308166345e-18	8	8	4.0013450569288363e-16	RPA43, RPB10, RPB5, RPB8, RPC10, RPC19, RPC40, RPO26
GO:0032991	CC	e	protein-containing complex	21/21	2176/6920	2.628792854061076e-11	1	21	2.0701743725730974e-09	RET1, RPA43, RPB10, RPB2, RPB3, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO21, RPO26, RPO31
GO:0005634	CC	e	nucleus	21/21	2331/6920	1.1223063450295143e-10	5	21	8.158303815791469e-09	RET1, RPA43, RPB10, RPB2, RPB3, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO21, RPO26, RPO31
GO:0043231	CC	e	intracellular membrane-bounded organelle	21/21	4449/6920	0.00012021463401696539	4	21	0.007607145517425712	RET1, RPA43, RPB10, RPB2, RPB3, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO21, RPO26, RPO31
GO:0043227	CC	e	membrane-bounded organelle	21/21	4451/6920	0.00012074834154643986	3	21	0.007607145517425712	RET1, RPA43, RPB10, RPB2, RPB3, RPB5, RPB8, RPC10, RPC11, RPC17, RPC19, RPC25, RPC31, RPC34, RPC37, RPC40, RPC53, RPC82, RPO21, RPO26, RPO31
GO:0005730	CC	e	nucleolus	6/21	365/6920	0.0005700776454822914	5	6	0.03350692619062814	RPA43, RPB10, RPC10, RPC11, RPC19, RPC40
GO:0005654	CC	e	nucleoplasm	3/21	65/6920	0.0009323499821249919	2	3	0.04894837406156207	RPB3, RPB8, RPC34
GO:0016020	CC	p	membrane	0/21	2112/6920	0.0006027701007837866	2	0	0.03350692619062814	
