# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0000812	CC	e	Swr1 complex	13/14	15/6920	1.109174335371216e-37	6	13	1.048169746925799e-34	ACT1, ARP4, ARP6, RVB1, RVB2, SWC3, SWC4, SWC5, SWC7, SWR1, VPS71, VPS72, YAF9
GO:0097346	CC	e	INO80-type complex	13/14	27/6920	2.1154523465145436e-32	5	13	9.995512337281218e-30	ACT1, ARP4, ARP6, RVB1, RVB2, SWC3, SWC4, SWC5, SWC7, SWR1, VPS71, VPS72, YAF9
GO:0000118	CC	e	histone deacetylase complex	13/14	56/6920	1.985414369518551e-27	3	13	6.254055263983436e-25	ACT1, ARP4, ARP6, RVB1, RVB2, SWC3, SWC4, SWC5, SWC7, SWR1, VPS71, VPS72, YAF9
GO:0070603	CC	e	SWI/SNF superfamily-type complex	13/14	61/6920	6.893364798736515e-27	4	13	1.6285574337015017e-24	ACT1, ARP4, ARP6, RVB1, RVB2, SWC3, SWC4, SWC5, SWC7, SWR1, VPS71, VPS72, YAF9
GO:1904949	CC	e	ATPase complex	13/14	71/6920	6.091708463837112e-26	3	13	1.1513328996652144e-23	ACT1, ARP4, ARP6, RVB1, RVB2, SWC3, SWC4, SWC5, SWC7, SWR1, VPS71, VPS72, YAF9
GO:0035267	CC	e	NuA4 histone acetyltransferase complex	7/14	17/6920	4.401258400310088e-16	9	7	5.1989864853662913e-14	ACT1, ARP4, EAF1, RVB1, RVB2, SWC4, YAF9
GO:0043189	CC	e	H4/H2A histone acetyltransferase complex	7/14	17/6920	4.401258400310088e-16	8	7	5.1989864853662913e-14	ACT1, ARP4, EAF1, RVB1, RVB2, SWC4, YAF9
GO:1902562	CC	e	H4 histone acetyltransferase complex	7/14	17/6920	4.401258400310088e-16	7	7	5.1989864853662913e-14	ACT1, ARP4, EAF1, RVB1, RVB2, SWC4, YAF9
GO:1902494	CC	e	catalytic complex	14/14	851/6920	1.646475898291271e-13	2	14	1.7287996932058344e-11	ACT1, ARP4, ARP6, EAF1, RVB1, RVB2, SWC3, SWC4, SWC5, SWC7, SWR1, VPS71, VPS72, YAF9
GO:0000123	CC	e	histone acetyltransferase complex	7/14	46/6920	1.1804874471037088e-12	6	7	1.1155606375130049e-10	ACT1, ARP4, EAF1, RVB1, RVB2, SWC4, YAF9
GO:0140513	CC	e	nuclear protein-containing complex	13/14	707/6920	1.5183224997600671e-12	2	13	1.3043770566120577e-10	ACT1, ARP4, ARP6, RVB1, RVB2, SWC3, SWC4, SWC5, SWC7, SWR1, VPS71, VPS72, YAF9
GO:0031248	CC	e	protein acetyltransferase complex	7/14	54/6920	3.878220431759656e-12	5	7	3.054098590010729e-10	ACT1, ARP4, EAF1, RVB1, RVB2, SWC4, YAF9
GO:1902493	CC	e	acetyltransferase complex	7/14	59/6920	7.437407358090697e-12	4	7	5.406423041073622e-10	ACT1, ARP4, EAF1, RVB1, RVB2, SWC4, YAF9
GO:0031011	CC	e	Ino80 complex	4/14	16/6920	1.882065285334993e-08	6	4	1.2703940676011201e-06	ACT1, ARP4, RVB1, RVB2
GO:0032991	CC	e	protein-containing complex	14/14	2176/6920	8.979541453955867e-08	1	14	5.657111115992197e-06	ACT1, ARP4, ARP6, EAF1, RVB1, RVB2, SWC3, SWC4, SWC5, SWC7, SWR1, VPS71, VPS72, YAF9
GO:0140535	CC	e	intracellular protein-containing complex	7/14	410/6920	5.813590660645798e-06	2	7	0.0003231672455476635	ACT1, ARP4, EAF1, RVB1, RVB2, SWC4, YAF9
GO:1990234	CC	e	transferase complex	7/14	410/6920	5.813590660645798e-06	3	7	0.0003231672455476635	ACT1, ARP4, EAF1, RVB1, RVB2, SWC4, YAF9
GO:0005634	CC	e	nucleus	13/14	2331/6920	6.775791564387877e-06	5	13	0.0003557290571303635	ARP4, ARP6, EAF1, RVB1, RVB2, SWC3, SWC4, SWC5, SWC7, SWR1, VPS71, VPS72, YAF9
GO:0097255	CC	e	R2TP complex	2/14	4/6920	2.275454789234835e-05	2	2	0.0011317393556983784	RVB1, RVB2
GO:0110078	CC	e	TTT Hsp90 cochaperone complex	2/14	7/6920	7.936497601478903e-05	2	2	0.003749995116698782	RVB1, RVB2
