# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0006359	BP	e	regulation of transcription by RNA polymerase III	4/6	13/6920	1.1211301226004613e-10	10	4	5.141502742245715e-07	CKA1, CKA2, CKB1, CKB2
GO:0060962	BP	e	regulation of ribosomal protein gene transcription by RNA polymerase II	4/6	20/6920	7.584717884156815e-10	11	4	1.7391758108371577e-06	CKA1, CKA2, CKB1, CKB2
GO:0042790	BP	e	nucleolar large rRNA transcription by RNA polymerase I	4/6	28/6920	3.199366126637752e-09	10	4	4.890764352253577e-06	CKA1, CKA2, CKB1, CKB2
GO:0006356	BP	e	regulation of transcription by RNA polymerase I	4/6	39/6920	1.2819536501945634e-08	10	4	1.3061497870387806e-05	CKA1, CKA2, CKB1, CKB2
GO:0006360	BP	e	transcription by RNA polymerase I	4/6	40/6920	1.4240621315294161e-08	9	4	1.3061497870387806e-05	CKA1, CKA2, CKB1, CKB2
GO:0009303	BP	e	rRNA transcription	4/6	42/6920	1.7433114344900654e-08	9	4	1.3324710397619067e-05	CKA1, CKA2, CKB1, CKB2
GO:0016072	BP	e	rRNA metabolic process	6/6	428/6920	5.416035093164612e-08	7	6	3.5482767053218445e-05	CKA1, CKA2, CKB1, CKB2, RRP7, UTP22
GO:0006351	BP	e	DNA-templated transcription	4/6	166/6920	4.6157420332568255e-06	8	4	0.0026459741205644752	CKA1, CKA2, CKB1, CKB2
GO:0007535	BP	e	donor selection	2/6	6/6920	9.384113953244532e-06	3	2	0.0047817273988421585	CKA1, CKA2
GO:0016070	BP	e	RNA metabolic process	6/6	1035/6920	1.105711610423312e-05	6	6	0.005070793445401309	CKA1, CKA2, CKB1, CKB2, RRP7, UTP22
GO:0032774	BP	e	RNA biosynthetic process	4/6	249/6920	2.319364705400645e-05	7	4	0.009669642308152144	CKA1, CKA2, CKB1, CKB2
GO:0051726	BP	e	regulation of cell cycle	4/6	298/6920	4.721690479417767e-05	4	4	0.01804472711550823	CKA1, CKA2, CKB1, CKB2
GO:0141187	BP	e	nucleic acid biosynthetic process	4/6	343/6920	8.220134223945658e-05	6	4	0.027728003279739864	CKA1, CKA2, CKB1, CKB2
GO:0090304	BP	e	nucleic acid metabolic process	6/6	1452/6920	8.464719710343613e-05	5	6	0.027728003279739864	CKA1, CKA2, CKB1, CKB2, RRP7, UTP22
GO:0006974	BP	e	DNA damage response	4/6	370/6920	0.00011072465092989202	4	4	0.03385221661096565	CKA1, CKA2, CKB1, CKB2
