# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0003968	MF	e	RNA-directed RNA polymerase activity	12/12	12/6920	4.010589773030884e-38	7	12	1.0375395742830898e-34	RPB10, RPB11, RPB2, RPB3, RPB4, RPB5, RPB7, RPB8, RPB9, RPC10, RPO21, RPO26
GO:0034062	MF	e	5'-3' RNA polymerase activity	12/12	39/6920	1.5684604201217002e-28	6	12	1.9321938604070658e-25	RPB10, RPB11, RPB2, RPB3, RPB4, RPB5, RPB7, RPB8, RPB9, RPC10, RPO21, RPO26
GO:0097747	MF	e	RNA polymerase activity	12/12	40/6920	2.240657743031e-28	5	12	1.9321938604070658e-25	RPB10, RPB11, RPB2, RPB3, RPB4, RPB5, RPB7, RPB8, RPB9, RPC10, RPO21, RPO26
GO:0003899	MF	e	DNA-directed RNA polymerase activity	10/12	37/6920	3.311094020119018e-22	7	10	2.1414500575119752e-19	RPB10, RPB11, RPB2, RPB3, RPB5, RPB8, RPB9, RPC10, RPO21, RPO26
GO:0016779	MF	e	nucleotidyltransferase activity	12/12	143/6920	3.8094327342688256e-21	4	12	1.9710004967106903e-18	RPB10, RPB11, RPB2, RPB3, RPB4, RPB5, RPB7, RPB8, RPB9, RPC10, RPO21, RPO26
GO:0140098	MF	e	catalytic activity, acting on RNA	12/12	351/6920	2.420960719699581e-16	3	12	1.0438375636438027e-13	RPB10, RPB11, RPB2, RPB3, RPB4, RPB5, RPB7, RPB8, RPB9, RPC10, RPO21, RPO26
GO:0016772	MF	e	transferase activity, transferring phosphorus-containing groups	12/12	421/6920	2.215867249378921e-15	3	12	8.189212248776098e-13	RPB10, RPB11, RPB2, RPB3, RPB4, RPB5, RPB7, RPB8, RPB9, RPC10, RPO21, RPO26
GO:0140640	MF	e	catalytic activity, acting on a nucleic acid	12/12	545/6920	5.0893459861599573e-14	2	12	1.645767258274476e-11	RPB10, RPB11, RPB2, RPB3, RPB4, RPB5, RPB7, RPB8, RPB9, RPC10, RPO21, RPO26
GO:0003677	MF	e	DNA binding	11/12	676/6920	7.856833104472707e-11	3	11	2.258403026807877e-08	RPB10, RPB11, RPB2, RPB3, RPB4, RPB5, RPB7, RPB8, RPC10, RPO21, RPO26
GO:0016740	MF	e	transferase activity	12/12	1029/6920	1.1063583020977063e-10	2	12	2.862148927526766e-08	RPB10, RPB11, RPB2, RPB3, RPB4, RPB5, RPB7, RPB8, RPB9, RPC10, RPO21, RPO26
GO:0003676	MF	e	nucleic acid binding	12/12	1751/6920	6.697293379543171e-08	2	12	1.575081633898017e-05	RPB10, RPB11, RPB2, RPB3, RPB4, RPB5, RPB7, RPB8, RPB9, RPC10, RPO21, RPO26
GO:0003824	MF	e	catalytic activity	12/12	2580/6920	7.098741259476526e-06	1	12	0.0015303703031888144	RPB10, RPB11, RPB2, RPB3, RPB4, RPB5, RPB7, RPB8, RPB9, RPC10, RPO21, RPO26
GO:0008270	MF	e	zinc ion binding	6/12	590/6920	0.0002212881926382286	7	6	0.04403635033500749	RPB10, RPB2, RPB3, RPB9, RPC10, RPO21
