# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0005666	CC	e	RNA polymerase III complex	13/13	17/6920	1.7962890500517602e-37	8	13	1.6974931522989133e-34	RET1, RPB10, RPB5, RPB8, RPC10, RPC19, RPC25, RPC31, RPC34, RPC40, RPC82, RPO26, RPO31
GO:0055029	CC	e	nuclear DNA-directed RNA polymerase complex	13/13	36/6920	1.7440529644762544e-31	7	13	8.240650257150301e-29	RET1, RPB10, RPB5, RPB8, RPC10, RPC19, RPC25, RPC31, RPC34, RPC40, RPC82, RPO26, RPO31
GO:0030880	CC	e	RNA polymerase complex	13/13	38/6920	4.086897446756024e-31	5	13	9.655295217961106e-29	RET1, RPB10, RPB5, RPB8, RPC10, RPC19, RPC25, RPC31, RPC34, RPC40, RPC82, RPO26, RPO31
GO:0000428	CC	e	DNA-directed RNA polymerase complex	13/13	38/6920	4.086897446756024e-31	6	13	9.655295217961106e-29	RET1, RPB10, RPB5, RPB8, RPC10, RPC19, RPC25, RPC31, RPC34, RPC40, RPC82, RPO26, RPO31
GO:0061695	CC	e	transferase complex, transferring phosphorus-containing groups	13/13	135/6920	3.302238920101554e-23	4	13	6.2412315589919375e-21	RET1, RPB10, RPB5, RPB8, RPC10, RPC19, RPC25, RPC31, RPC34, RPC40, RPC82, RPO26, RPO31
GO:0005736	CC	e	RNA polymerase I complex	7/13	14/6920	3.8972688924917374e-17	8	7	6.138198505674487e-15	RPB10, RPB5, RPB8, RPC10, RPC19, RPC40, RPO26
GO:0140535	CC	e	intracellular protein-containing complex	13/13	410/6920	9.251976882167587e-17	2	13	1.092889769206046e-14	RET1, RPB10, RPB5, RPB8, RPC10, RPC19, RPC25, RPC31, RPC34, RPC40, RPC82, RPO26, RPO31
GO:1990234	CC	e	transferase complex	13/13	410/6920	9.251976882167587e-17	3	13	1.092889769206046e-14	RET1, RPB10, RPB5, RPB8, RPC10, RPC19, RPC25, RPC31, RPC34, RPC40, RPC82, RPO26, RPO31
GO:0140513	CC	e	nuclear protein-containing complex	13/13	707/6920	1.1961145017841586e-13	2	13	1.2559202268733665e-11	RET1, RPB10, RPB5, RPB8, RPC10, RPC19, RPC25, RPC31, RPC34, RPC40, RPC82, RPO26, RPO31
GO:1902494	CC	e	catalytic complex	13/13	851/6920	1.3570655166465167e-12	2	13	1.2824269132309584e-10	RET1, RPB10, RPB5, RPB8, RPC10, RPC19, RPC25, RPC31, RPC34, RPC40, RPC82, RPO26, RPO31
GO:0005665	CC	e	RNA polymerase II, core complex	5/13	13/6920	1.244753242177931e-11	8	5	1.0693561944164952e-09	RPB10, RPB5, RPB8, RPC10, RPO26
GO:0032991	CC	e	protein-containing complex	13/13	2176/6920	2.8673921785701894e-07	1	13	2.258071340624024e-05	RET1, RPB10, RPB5, RPB8, RPC10, RPC19, RPC25, RPC31, RPC34, RPC40, RPC82, RPO26, RPO31
GO:0005634	CC	e	nucleus	13/13	2331/6920	7.030886415363716e-07	5	13	5.110913586552855e-05	RET1, RPB10, RPB5, RPB8, RPC10, RPC19, RPC25, RPC31, RPC34, RPC40, RPC82, RPO26, RPO31
