# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0051316	BP	e	attachment of meiotic spindle microtubules to kinetochore	4/4	6/6920	1.5712841958664185e-13	4	4	3.6029546611216977e-10	CSM1, HRR25, LRS4, MAM1
GO:0051455	BP	e	spindle attachment to meiosis I kinetochore	4/4	6/6920	1.5712841958664185e-13	5	4	3.6029546611216977e-10	CSM1, HRR25, LRS4, MAM1
GO:0045143	BP	e	homologous chromosome segregation	4/4	8/6920	7.332659580709954e-13	6	4	1.1209192279045281e-09	CSM1, HRR25, LRS4, MAM1
GO:0045132	BP	e	meiotic chromosome segregation	4/4	24/6920	1.1130977243517711e-10	5	4	1.2761665409693055e-07	CSM1, HRR25, LRS4, MAM1
GO:0008608	BP	e	attachment of spindle microtubules to kinetochore	4/4	35/6920	5.484829366371046e-10	3	4	5.030685494835523e-07	CSM1, HRR25, LRS4, MAM1
GO:0098813	BP	e	nuclear chromosome segregation	4/4	47/6920	1.8684140373047585e-09	4	4	1.428091129179937e-06	CSM1, HRR25, LRS4, MAM1
GO:0007059	BP	e	chromosome segregation	4/4	113/6920	6.744726935528628e-08	3	4	4.4187596751906125e-05	CSM1, HRR25, LRS4, MAM1
GO:1903046	BP	e	meiotic cell cycle process	4/4	254/6920	1.7741108079580703e-06	3	4	0.0010170090206619638	CSM1, HRR25, LRS4, MAM1
GO:0034503	BP	e	protein localization to nucleolar rDNA repeats	2/4	5/6920	2.504843897806241e-06	7	2	0.0012763571239266024	CSM1, LRS4
GO:0022414	BP	e	reproductive process	4/4	405/6920	1.156963689494507e-05	1	4	0.00530583548002181	CSM1, HRR25, LRS4, MAM1
GO:0070550	BP	e	rDNA chromatin condensation	2/4	14/6920	2.275454789234835e-05	7	2	0.00948657787584632	CSM1, LRS4
GO:0051321	BP	e	meiotic cell cycle	3/4	142/6920	3.3340351795130715e-05	3	3	0.01274157111103912	CSM1, LRS4, MAM1
GO:0030261	BP	e	chromosome condensation	2/4	22/6920	5.767242746489958e-05	6	2	0.020084397869035552	CSM1, LRS4
GO:0022402	BP	e	cell cycle process	4/4	622/6920	6.470183010715215e-05	2	4	0.020084397869035552	CSM1, HRR25, LRS4, MAM1
GO:0007049	BP	e	cell cycle	3/4	178/6920	6.569253555070504e-05	2	3	0.020084397869035552	CSM1, LRS4, MAM1
