# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0006281	BP	e	DNA repair	31/33	319/6920	4.324233560678632e-40	7	31	1.9830935109272207e-36	DNL4, LIF1, MLH1, MRE11, MSH2, MSH3, MSH6, PMS1, RAD1, RAD10, RAD14, RAD16, RAD2, RAD23, RAD3, RAD4, RAD50, RAD51, RAD52, RAD54, RAD55, RAD57, RAD7, SSL1, SSL2, TFB1, TFB2, TFB3, XRS2, YKU70, YKU80
GO:0006974	BP	e	DNA damage response	31/33	370/6920	5.235357229290055e-38	4	31	1.2004674126762097e-34	DNL4, LIF1, MLH1, MRE11, MSH2, MSH3, MSH6, PMS1, RAD1, RAD10, RAD14, RAD16, RAD2, RAD23, RAD3, RAD4, RAD50, RAD51, RAD52, RAD54, RAD55, RAD57, RAD7, SSL1, SSL2, TFB1, TFB2, TFB3, XRS2, YKU70, YKU80
GO:0006259	BP	e	DNA metabolic process	31/33	525/6920	3.78997428133017e-33	6	31	5.793607351393387e-30	DNL4, LIF1, MLH1, MRE11, MSH2, MSH3, MSH6, PMS1, RAD1, RAD10, RAD14, RAD16, RAD2, RAD23, RAD3, RAD4, RAD50, RAD51, RAD52, RAD54, RAD55, RAD57, RAD7, SSL1, SSL2, TFB1, TFB2, TFB3, XRS2, YKU70, YKU80
GO:0033554	BP	e	cellular response to stress	31/33	795/6920	1.836099681404829e-27	3	31	2.1050882847306363e-24	DNL4, LIF1, MLH1, MRE11, MSH2, MSH3, MSH6, PMS1, RAD1, RAD10, RAD14, RAD16, RAD2, RAD23, RAD3, RAD4, RAD50, RAD51, RAD52, RAD54, RAD55, RAD57, RAD7, SSL1, SSL2, TFB1, TFB2, TFB3, XRS2, YKU70, YKU80
GO:0006950	BP	e	response to stress	31/33	850/6920	1.492101105216814e-26	2	31	1.368555133704862e-23	DNL4, LIF1, MLH1, MRE11, MSH2, MSH3, MSH6, PMS1, RAD1, RAD10, RAD14, RAD16, RAD2, RAD23, RAD3, RAD4, RAD50, RAD51, RAD52, RAD54, RAD55, RAD57, RAD7, SSL1, SSL2, TFB1, TFB2, TFB3, XRS2, YKU70, YKU80
GO:0051716	BP	e	cellular response to stimulus	31/33	887/6920	5.655492756292396e-26	2	31	4.3226816300594884e-23	DNL4, LIF1, MLH1, MRE11, MSH2, MSH3, MSH6, PMS1, RAD1, RAD10, RAD14, RAD16, RAD2, RAD23, RAD3, RAD4, RAD50, RAD51, RAD52, RAD54, RAD55, RAD57, RAD7, SSL1, SSL2, TFB1, TFB2, TFB3, XRS2, YKU70, YKU80
GO:0050896	BP	e	response to stimulus	31/33	1020/6920	4.4168916478947754e-24	1	31	2.8936950138922058e-21	DNL4, LIF1, MLH1, MRE11, MSH2, MSH3, MSH6, PMS1, RAD1, RAD10, RAD14, RAD16, RAD2, RAD23, RAD3, RAD4, RAD50, RAD51, RAD52, RAD54, RAD55, RAD57, RAD7, SSL1, SSL2, TFB1, TFB2, TFB3, XRS2, YKU70, YKU80
GO:0090304	BP	e	nucleic acid metabolic process	33/33	1452/6920	3.129458781230356e-23	5	33	1.7939622463403014e-20	CCL1, DNL4, KIN28, LIF1, MLH1, MRE11, MSH2, MSH3, MSH6, PMS1, RAD1, RAD10, RAD14, RAD16, RAD2, RAD23, RAD3, RAD4, RAD50, RAD51, RAD52, RAD54, RAD55, RAD57, RAD7, SSL1, SSL2, TFB1, TFB2, TFB3, XRS2, YKU70, YKU80
GO:0006289	BP	e	nucleotide-excision repair	14/33	56/6920	6.525062242680936e-22	8	14	3.3248817161038636e-19	RAD1, RAD10, RAD14, RAD16, RAD2, RAD23, RAD3, RAD4, RAD51, SSL1, SSL2, TFB1, TFB2, TFB3
GO:0006139	BP	e	nucleobase-containing compound metabolic process	33/33	1687/6920	4.652409767564297e-21	4	33	2.133595119404987e-18	CCL1, DNL4, KIN28, LIF1, MLH1, MRE11, MSH2, MSH3, MSH6, PMS1, RAD1, RAD10, RAD14, RAD16, RAD2, RAD23, RAD3, RAD4, RAD50, RAD51, RAD52, RAD54, RAD55, RAD57, RAD7, SSL1, SSL2, TFB1, TFB2, TFB3, XRS2, YKU70, YKU80
