# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0005874	CC	e	microtubule	11/14	69/6920	1.4978131435753905e-20	6	11	1.415433420678744e-17	ARP1, BIK1, CIK1, DYN1, JNM1, KAR3, NUF2, SPC19, SPC34, STU1, STU2
GO:0099513	CC	e	polymeric cytoskeletal fiber	11/14	78/6920	6.365244347479905e-20	5	11	2.7026550051662806e-17	ARP1, BIK1, CIK1, DYN1, JNM1, KAR3, NUF2, SPC19, SPC34, STU1, STU2
GO:0099512	CC	e	supramolecular fiber	11/14	82/6920	1.1439809545677379e-19	4	11	2.7026550051662806e-17	ARP1, BIK1, CIK1, DYN1, JNM1, KAR3, NUF2, SPC19, SPC34, STU1, STU2
GO:0099081	CC	e	supramolecular polymer	11/14	82/6920	1.1439809545677379e-19	3	11	2.7026550051662806e-17	ARP1, BIK1, CIK1, DYN1, JNM1, KAR3, NUF2, SPC19, SPC34, STU1, STU2
GO:0099080	CC	e	supramolecular complex	13/14	275/6920	6.314039300399482e-18	2	13	1.1933534277755021e-15	AME1, ARP1, BIK1, CIK1, DYN1, JNM1, KAR3, NDC80, NUF2, SPC19, SPC34, STU1, STU2
GO:0005876	CC	e	spindle microtubule	7/14	19/6920	1.1383038208905694e-15	7	7	1.792828517902647e-13	BIK1, DYN1, NUF2, SPC19, SPC34, STU1, STU2
GO:0005856	CC	e	cytoskeleton	10/14	188/6920	1.573498364646446e-13	5	10	2.1242227922727022e-11	ARP1, BIK1, CIK1, DYN1, JNM1, KAR3, SPC19, SPC34, STU1, STU2
GO:0005815	CC	e	microtubule organizing center	8/14	75/6920	3.703196585983476e-13	2	8	3.88835641528265e-11	AME1, BIK1, CIK1, DYN1, KAR3, NUF2, STU1, STU2
GO:0000776	CC	e	kinetochore	8/14	75/6920	3.703196585983476e-13	5	8	3.88835641528265e-11	AME1, BIK1, NDC80, NUF2, SPC19, SPC34, STU1, STU2
GO:0005819	CC	e	spindle	7/14	44/6920	8.466666857617068e-13	5	7	8.00100018044813e-11	BIK1, CIK1, KAR3, SPC19, SPC34, STU1, STU2
GO:0005816	CC	e	spindle pole body	7/14	67/6920	1.8824399818347082e-11	3	7	1.6171870753034539e-09	AME1, BIK1, CIK1, DYN1, KAR3, NUF2, STU2
GO:0000775	CC	e	chromosome, centromeric region	7/14	83/6920	8.859701006044597e-11	3	7	6.97701454226012e-09	AME1, NDC80, NUF2, SPC19, SPC34, STU1, STU2
GO:0005875	CC	e	microtubule associated complex	5/14	21/6920	3.0320735714545363e-10	2	5	2.2040842500188746e-08	ARP1, BIK1, CIK1, DYN1, JNM1
GO:0005694	CC	e	chromosome	8/14	196/6920	9.330823029982476e-10	5	8	6.29830554523817e-08	AME1, KAR3, NDC80, NUF2, SPC19, SPC34, STU1, STU2
GO:0043232	CC	e	intracellular membraneless organelle	13/14	1210/6920	1.590616582311691e-09	4	13	9.394579189278424e-08	AME1, ARP1, BIK1, CIK1, DYN1, JNM1, KAR3, NDC80, NUF2, SPC19, SPC34, STU1, STU2
GO:0043228	CC	e	membraneless organelle	13/14	1210/6920	1.590616582311691e-09	3	13	9.394579189278424e-08	AME1, ARP1, BIK1, CIK1, DYN1, JNM1, KAR3, NDC80, NUF2, SPC19, SPC34, STU1, STU2
GO:0098687	CC	e	chromosomal region	7/14	190/6920	3.07361682108491e-08	2	7	1.7085693505442587e-06	AME1, NDC80, NUF2, SPC19, SPC34, STU1, STU2
GO:0030286	CC	e	dynein complex	3/14	8/6920	3.6704473708210736e-07	3	3	1.9269848696810635e-05	ARP1, DYN1, JNM1
GO:0005881	CC	e	cytoplasmic microtubule	3/14	15/6920	2.957421613935689e-06	7	3	0.0001470928118510119	DYN1, KAR3, STU1
GO:0031262	CC	e	Ndc80 complex	2/14	4/6920	2.275454789234835e-05	2	2	0.0010751523879134596	NDC80, NUF2
GO:0005869	CC	e	dynactin complex	2/14	5/6920	3.788039394482275e-05	3	2	0.0016271351035389773	ARP1, JNM1
GO:0035371	CC	e	microtubule plus-end	2/14	5/6920	3.788039394482275e-05	3	2	0.0016271351035389773	BIK1, STU2
GO:1990752	CC	e	microtubule end	2/14	6/6920	5.675489056453181e-05	2	2	0.002331885721020981	BIK1, STU2
GO:0042729	CC	e	DASH complex	2/14	10/6920	0.0001694786158473211	3	2	0.006673220498988268	SPC19, SPC34
GO:0005938	CC	e	cell cortex	3/14	63/6920	0.00024372677075326765	3	3	0.00901363740432994	BIK1, DYN1, STU2
GO:0000779	CC	e	condensed chromosome, centromeric region	2/14	12/6920	0.00024799425662706717	4	2	0.00901363740432994	NDC80, NUF2
GO:0000922	CC	e	spindle pole	2/14	26/6920	0.00120157312677598	2	2	0.0420550594371593	KAR3, STU2
