# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0006546	BP	e	glycine catabolic process	4/4	4/6920	1.0475227972442794e-14	10	4	4.803939548162265e-11	GCV1, GCV2, GCV3, LPD1
GO:0009071	BP	e	serine family amino acid catabolic process	4/4	6/6920	1.5712841958664185e-13	9	4	3.6029546611216977e-10	GCV1, GCV2, GCV3, LPD1
GO:0006544	BP	e	glycine metabolic process	4/4	8/6920	7.332659580709954e-13	9	4	1.1209192279045281e-09	GCV1, GCV2, GCV3, LPD1
GO:0009069	BP	e	serine family amino acid metabolic process	4/4	35/6920	5.484829366371046e-10	8	4	5.659521181689963e-07	GCV1, GCV2, GCV3, LPD1
GO:0170040	BP	e	proteinogenic amino acid catabolic process	4/4	36/6920	6.170433037167426e-10	8	4	5.659521181689963e-07	GCV1, GCV2, GCV3, LPD1
GO:1901606	BP	e	alpha-amino acid catabolic process	4/4	41/6920	1.0608263367692815e-09	8	4	8.108249300706541e-07	GCV1, GCV2, GCV3, LPD1
GO:0009063	BP	e	amino acid catabolic process	4/4	53/6920	3.067408631030561e-09	5	4	2.0095908545580218e-06	GCV1, GCV2, GCV3, LPD1
GO:0046395	BP	e	carboxylic acid catabolic process	4/4	81/6920	1.7428055786871972e-08	7	4	9.335976117898544e-06	GCV1, GCV2, GCV3, LPD1
GO:0016054	BP	e	organic acid catabolic process	4/4	82/6920	1.8321802237480788e-08	5	4	9.335976117898544e-06	GCV1, GCV2, GCV3, LPD1
GO:0006730	BP	e	one-carbon metabolic process	3/4	19/6920	7.008917422607627e-08	4	3	3.214289530007858e-05	GCV1, GCV2, GCV3
GO:0044282	BP	e	small molecule catabolic process	4/4	138/6920	1.5150416493595758e-07	4	4	6.316346367239104e-05	GCV1, GCV2, GCV3, LPD1
GO:0170039	BP	e	proteinogenic amino acid metabolic process	4/4	149/6920	2.0657150609179983e-07	7	4	7.894474391141616e-05	GCV1, GCV2, GCV3, LPD1
GO:0019464	BP	e	glycine decarboxylation via glycine cleavage system	2/4	2/6920	2.5062928837155293e-07	11	2	8.841430126707244e-05	GCV2, GCV3
GO:1901605	BP	e	alpha-amino acid metabolic process	4/4	163/6920	2.968935202952814e-07	7	4	9.725383457672576e-05	GCV1, GCV2, GCV3, LPD1
GO:0006520	BP	e	amino acid metabolic process	4/4	231/6920	1.2107720496636391e-06	4	4	0.00037017337465049656	GCV1, GCV2, GCV3, LPD1
GO:0097164	BP	e	ammonium ion metabolic process	2/4	5/6920	2.504843897806241e-06	3	2	0.0007179508822087138	GCV2, GCV3
GO:0019752	BP	e	carboxylic acid metabolic process	4/4	340/6920	5.7303013019531005e-06	6	4	0.0015458330453386423	GCV1, GCV2, GCV3, LPD1
GO:0043436	BP	e	oxoacid metabolic process	4/4	360/6920	7.209421770934835e-06	5	4	0.0017792845710302035	GCV1, GCV2, GCV3, LPD1
GO:0006082	BP	e	organic acid metabolic process	4/4	362/6920	7.371654350103329e-06	4	4	0.0017792845710302035	GCV1, GCV2, GCV3, LPD1
GO:0044281	BP	e	small molecule metabolic process	4/4	706/6920	0.00010751623399037949	3	4	0.02465347245399402	GCV1, GCV2, GCV3, LPD1
