# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0016592	CC	e	mediator complex	19/19	27/6920	3.0212585510298492e-50	3	19	2.8550893307232073e-47	CSE2, GAL11, MED1, MED11, MED6, MED7, MED8, NUT1, NUT2, PGD1, RGR1, SIN4, SRB2, SRB4, SRB5, SRB6, SRB7, SRB8, SSN2
GO:0070847	CC	e	core mediator complex	16/19	20/6920	3.608823522544928e-42	4	16	1.7051691144024782e-39	CSE2, GAL11, MED1, MED11, MED6, MED7, MED8, NUT2, PGD1, RGR1, SIN4, SRB2, SRB4, SRB5, SRB6, SRB7
GO:0090575	CC	e	RNA polymerase II transcription regulator complex	16/19	74/6920	4.900024279417148e-30	3	16	1.5435076480164016e-27	CSE2, GAL11, MED1, MED11, MED6, MED7, MED8, NUT2, PGD1, RGR1, SIN4, SRB2, SRB4, SRB5, SRB6, SRB7
GO:0005667	CC	e	transcription regulator complex	16/19	104/6920	1.9095433221714233e-27	2	16	4.511296098629987e-25	CSE2, GAL11, MED1, MED11, MED6, MED7, MED8, NUT2, PGD1, RGR1, SIN4, SRB2, SRB4, SRB5, SRB6, SRB7
GO:0140513	CC	e	nuclear protein-containing complex	19/19	707/6920	1.2070481406493277e-19	2	19	2.2813209858272294e-17	CSE2, GAL11, MED1, MED11, MED6, MED7, MED8, NUT1, NUT2, PGD1, RGR1, SIN4, SRB2, SRB4, SRB5, SRB6, SRB7, SRB8, SSN2
GO:0032991	CC	e	protein-containing complex	19/19	2176/6920	2.6916499684880833e-10	1	19	4.2393487003687314e-08	CSE2, GAL11, MED1, MED11, MED6, MED7, MED8, NUT1, NUT2, PGD1, RGR1, SIN4, SRB2, SRB4, SRB5, SRB6, SRB7, SRB8, SSN2
GO:0005634	CC	e	nucleus	19/19	2331/6920	1.0001951888110695e-09	5	19	1.350263504894944e-07	CSE2, GAL11, MED1, MED11, MED6, MED7, MED8, NUT1, NUT2, PGD1, RGR1, SIN4, SRB2, SRB4, SRB5, SRB6, SRB7, SRB8, SSN2
GO:0043231	CC	e	intracellular membrane-bounded organelle	19/19	4449/6920	0.00036983515565388236	4	19	0.034985318312055334	CSE2, GAL11, MED1, MED11, MED6, MED7, MED8, NUT1, NUT2, PGD1, RGR1, SIN4, SRB2, SRB4, SRB5, SRB6, SRB7, SRB8, SSN2
GO:0043227	CC	e	membrane-bounded organelle	19/19	4451/6920	0.0003702150085931781	3	19	0.034985318312055334	CSE2, GAL11, MED1, MED11, MED6, MED7, MED8, NUT1, NUT2, PGD1, RGR1, SIN4, SRB2, SRB4, SRB5, SRB6, SRB7, SRB8, SSN2
GO:0005737	CC	p	cytoplasm	0/19	2615/6920	0.00016334817981604108	2	0	0.01929550374076985	
