# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0006366	BP	e	transcription by RNA polymerase II	9/9	65/6920	3.2045490749788754e-19	9	9	1.4696062057853121e-15	CCL1, KIN28, RAD2, RAD3, SSL1, SSL2, TFB1, TFB2, TFB3
GO:0006351	BP	e	DNA-templated transcription	9/9	166/6920	2.1205278477405893e-15	8	9	4.862370354869171e-12	CCL1, KIN28, RAD2, RAD3, SSL1, SSL2, TFB1, TFB2, TFB3
GO:0006289	BP	e	nucleotide-excision repair	7/9	56/6920	5.485777041173999e-14	8	7	8.385924503607987e-11	RAD2, RAD3, SSL1, SSL2, TFB1, TFB2, TFB3
GO:0032774	BP	e	RNA biosynthetic process	9/9	249/6920	8.781790901066808e-14	7	9	1.0068323268073095e-10	CCL1, KIN28, RAD2, RAD3, SSL1, SSL2, TFB1, TFB2, TFB3
GO:0141187	BP	e	nucleic acid biosynthetic process	9/9	343/6920	1.6330117773129322e-12	6	9	1.4977984021514215e-09	CCL1, KIN28, RAD2, RAD3, SSL1, SSL2, TFB1, TFB2, TFB3
GO:0034654	BP	e	nucleobase-containing compound biosynthetic process	9/9	476/6920	3.211625630944711e-11	5	9	2.4547525239187407e-08	CCL1, KIN28, RAD2, RAD3, SSL1, SSL2, TFB1, TFB2, TFB3
GO:0006281	BP	e	DNA repair	7/9	319/6920	1.3792382739336213e-08	7	7	9.035981034656554e-06	RAD2, RAD3, SSL1, SSL2, TFB1, TFB2, TFB3
GO:0016070	BP	e	RNA metabolic process	9/9	1035/6920	3.6359771171368615e-08	6	9	1.976269808462631e-05	CCL1, KIN28, RAD2, RAD3, SSL1, SSL2, TFB1, TFB2, TFB3
GO:0006974	BP	e	DNA damage response	7/9	370/6920	3.8784187257225644e-08	4	7	1.976269808462631e-05	RAD2, RAD3, SSL1, SSL2, TFB1, TFB2, TFB3
GO:0009059	BP	e	macromolecule biosynthetic process	9/9	1118/6920	7.298970859537219e-08	4	9	3.3473080361837684e-05	CCL1, KIN28, RAD2, RAD3, SSL1, SSL2, TFB1, TFB2, TFB3
GO:0006259	BP	e	DNA metabolic process	7/9	525/6920	4.3820544553325933e-07	6	7	0.0001826918339286843	RAD2, RAD3, SSL1, SSL2, TFB1, TFB2, TFB3
GO:0090304	BP	e	nucleic acid metabolic process	9/9	1452/6920	7.730654315278111e-07	5	9	0.0002954398390822118	CCL1, KIN28, RAD2, RAD3, SSL1, SSL2, TFB1, TFB2, TFB3
GO:0006139	BP	e	nucleobase-containing compound metabolic process	9/9	1687/6920	2.992663280631791e-06	4	9	0.0010557195234597995	CCL1, KIN28, RAD2, RAD3, SSL1, SSL2, TFB1, TFB2, TFB3
GO:0009058	BP	e	biosynthetic process	9/9	1748/6920	4.123058081037073e-06	3	9	0.0013505960256882871	CCL1, KIN28, RAD2, RAD3, SSL1, SSL2, TFB1, TFB2, TFB3
GO:0033554	BP	e	cellular response to stress	7/9	795/6920	7.529386090422574e-06	3	7	0.002301984307378528	RAD2, RAD3, SSL1, SSL2, TFB1, TFB2, TFB3
GO:0006367	BP	e	transcription initiation at RNA polymerase II promoter	3/9	33/6920	8.141175050277635e-06	9	3	0.002333464298785827	CCL1, SSL1, SSL2
GO:0006950	BP	e	response to stress	7/9	850/6920	1.1861481565430152e-05	2	7	0.0031998090858272165	RAD2, RAD3, SSL1, SSL2, TFB1, TFB2, TFB3
GO:0051716	BP	e	cellular response to stimulus	7/9	887/6920	1.5833087479468187e-05	2	7	0.004033918843380062	RAD2, RAD3, SSL1, SSL2, TFB1, TFB2, TFB3
GO:0000019	BP	e	regulation of mitotic recombination	2/9	7/6920	3.147291682867497e-05	9	2	0.007596568240858074	RAD3, SSL2
GO:0050896	BP	e	response to stimulus	7/9	1020/6920	4.0651377574593737e-05	1	7	0.008898175136511663	RAD2, RAD3, SSL1, SSL2, TFB1, TFB2, TFB3
GO:0006352	BP	e	DNA-templated transcription initiation	3/9	56/6920	4.074611379562689e-05	8	3	0.008898175136511663	CCL1, SSL1, SSL2
GO:0019219	BP	e	regulation of nucleobase-containing compound metabolic process	6/9	725/6920	8.245377407830591e-05	6	6	0.01718786399650504	CCL1, KIN28, RAD3, SSL1, SSL2, TFB3
GO:0043170	BP	e	macromolecule metabolic process	9/9	2675/6920	0.00019114748003161048	3	9	0.03811314536630286	CCL1, KIN28, RAD2, RAD3, SSL1, SSL2, TFB1, TFB2, TFB3
