# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0030126	CC	e	COPI vesicle coat	7/11	8/6920	1.7554571174625472e-20	5	7	1.658906976002107e-17	GLO3, RET2, RET3, SEC21, SEC26, SEC27, SEC28
GO:0030120	CC	e	vesicle coat	7/11	23/6920	5.338783562305396e-16	4	7	2.5225752331892995e-13	GLO3, RET2, RET3, SEC21, SEC26, SEC27, SEC28
GO:0030663	CC	e	COPI-coated vesicle membrane	6/11	14/6920	9.071513186258103e-15	7	6	2.8575266536713025e-12	RET2, RET3, SEC21, SEC26, SEC27, SEC28
GO:0030660	CC	e	Golgi-associated vesicle membrane	6/11	15/6920	1.510980833276891e-14	6	6	3.413177274784915e-12	RET2, RET3, SEC21, SEC26, SEC27, SEC28
GO:0030117	CC	e	membrane coat	7/11	36/6920	1.8059139020026005e-14	3	7	3.413177274784915e-12	GLO3, RET2, RET3, SEC21, SEC26, SEC27, SEC28
GO:0030662	CC	e	coated vesicle membrane	6/11	36/6920	5.804037644720121e-12	6	6	9.141359290434192e-10	RET2, RET3, SEC21, SEC26, SEC27, SEC28
GO:0000139	CC	e	Golgi membrane	7/11	146/6920	4.958113316774812e-10	5	7	6.693452977645996e-08	GLO3, RET2, RET3, SEC21, SEC26, SEC27, SEC28
GO:0005794	CC	e	Golgi apparatus	8/11	265/6920	6.226701399177648e-10	5	8	7.355291027778597e-08	ARF1, GLO3, RET2, RET3, SEC21, SEC26, SEC27, SEC28
GO:0030659	CC	e	cytoplasmic vesicle membrane	6/11	149/6920	3.8104320687712566e-08	5	6	3.6375061590433146e-06	RET2, RET3, SEC21, SEC26, SEC27, SEC28
GO:0012506	CC	e	vesicle membrane	6/11	150/6920	3.9666991771523124e-08	4	6	3.6375061590433146e-06	RET2, RET3, SEC21, SEC26, SEC27, SEC28
GO:0031410	CC	e	cytoplasmic vesicle	7/11	279/6920	4.6190554400550026e-08	6	7	3.6375061590433146e-06	GLO3, RET2, RET3, SEC21, SEC26, SEC27, SEC28
GO:0097708	CC	e	intracellular vesicle	7/11	279/6920	4.6190554400550026e-08	5	7	3.6375061590433146e-06	GLO3, RET2, RET3, SEC21, SEC26, SEC27, SEC28
GO:0031982	CC	e	vesicle	7/11	284/6920	5.223955787226828e-08	4	7	3.7974140145610404e-06	GLO3, RET2, RET3, SEC21, SEC26, SEC27, SEC28
GO:0098796	CC	e	membrane protein complex	7/11	336/6920	1.6684706065678727e-07	2	7	1.126217659433314e-05	GLO3, RET2, RET3, SEC21, SEC26, SEC27, SEC28
GO:0098588	CC	e	bounding membrane of organelle	7/11	635/6920	1.2603607859396206e-05	4	7	0.000794027295141961	GLO3, RET2, RET3, SEC21, SEC26, SEC27, SEC28
GO:0016020	CC	e	membrane	9/11	2112/6920	0.000659378888735249	2	9	0.03894456561592564	ARF1, GLO3, PGK1, RET2, RET3, SEC21, SEC26, SEC27, SEC28
