# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0000839	CC	e	Hrd1p ubiquitin ligase ERAD-L complex	4/5	10/6920	1.0991355601692298e-11	8	4	4.080068427648335e-09	DER1, HRD1, HRD3, YOS9
GO:0000836	CC	e	Hrd1p ubiquitin ligase complex	4/5	10/6920	1.0991355601692298e-11	7	4	4.080068427648335e-09	DER1, HRD1, HRD3, YOS9
GO:0000153	CC	e	cytoplasmic ubiquitin ligase complex	4/5	11/6920	1.7270130910680786e-11	5	4	4.080068427648335e-09	DER1, HRD1, HRD3, YOS9
GO:0000835	CC	e	ER ubiquitin ligase complex	4/5	11/6920	1.7270130910680786e-11	6	4	4.080068427648335e-09	DER1, HRD1, HRD3, YOS9
GO:0140534	CC	e	endoplasmic reticulum protein-containing complex	4/5	79/6920	7.801247953601239e-08	2	4	1.4744358632306342e-05	DER1, HRD1, HRD3, YOS9
GO:0000151	CC	e	ubiquitin ligase complex	4/5	96/6920	1.7213982646678385e-07	4	4	2.7112022668518457e-05	DER1, HRD1, HRD3, YOS9
GO:0000838	CC	e	Hrd1p ubiquitin ligase ERAD-M complex	2/5	2/6920	4.1771548061925486e-07	8	2	5.63915898835994e-05	HRD1, HRD3
GO:0005789	CC	e	endoplasmic reticulum membrane	5/5	406/6920	6.791892104319978e-07	4	5	8.022922548227975e-05	DER1, HRD1, HRD3, USA1, YOS9
GO:0034099	CC	e	luminal surveillance complex	2/5	3/6920	1.2527841560983376e-06	3	2	0.00013154233639032543	HRD3, YOS9
GO:0005783	CC	e	endoplasmic reticulum	5/5	675/6920	8.71300139955287e-06	5	5	0.0008233786322577463	DER1, HRD1, HRD3, USA1, YOS9
GO:0098796	CC	e	membrane protein complex	4/5	336/6920	2.6271799048322422e-05	2	4	0.002256986372787699	DER1, HRD1, HRD3, YOS9
GO:0140535	CC	e	intracellular protein-containing complex	4/5	410/6920	5.791532372212257e-05	2	4	0.004209998532108141	DER1, HRD1, HRD3, YOS9
GO:1990234	CC	e	transferase complex	4/5	410/6920	5.791532372212257e-05	3	4	0.004209998532108141	DER1, HRD1, HRD3, YOS9
GO:0031090	CC	e	organelle membrane	5/5	1298/6920	0.0002307389817791396	3	5	0.015574881270091922	DER1, HRD1, HRD3, USA1, YOS9
