# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0008017	MF	e	microtubule binding	17/32	44/6920	6.963510518929739e-31	5	17	1.8014601712471237e-27	BIK1, CDC31, CIK1, DAM1, DUO1, KAR3, NDC80, NUF2, SPC105, SPC19, SPC24, SPC34, SPC72, SPC97, SPC98, STU1, STU2
GO:0015631	MF	e	tubulin binding	17/32	53/6920	3.2176462804484006e-29	4	17	4.162025463760006e-26	BIK1, CDC31, CIK1, DAM1, DUO1, KAR3, NDC80, NUF2, SPC105, SPC19, SPC24, SPC34, SPC72, SPC97, SPC98, STU1, STU2
GO:0008092	MF	e	cytoskeletal protein binding	17/32	122/6920	2.216011307368442e-22	3	17	1.9109404173873866e-19	BIK1, CDC31, CIK1, DAM1, DUO1, KAR3, NDC80, NUF2, SPC105, SPC19, SPC24, SPC34, SPC72, SPC97, SPC98, STU1, STU2
GO:0005515	MF	e	protein binding	22/32	807/6920	4.648730315925433e-14	2	22	3.006566331824774e-11	BIK1, CDC31, CIK1, CMD1, DAM1, DUO1, DYN1, KAR1, KAR3, NDC80, NUF2, SPC105, SPC110, SPC19, SPC24, SPC34, SPC72, SPC97, SPC98, STU1, STU2, TUB4
GO:0005200	MF	e	structural constituent of cytoskeleton	7/32	21/6920	2.4907319449596676e-12	2	7	1.288704708322132e-09	ARP1, CNM67, JNM1, SPC110, SPC29, SPC42, TUB4
GO:0051010	MF	e	microtubule plus-end binding	6/32	15/6920	2.8949421739208804e-11	6	6	1.2482025673222195e-08	DAM1, DUO1, SPC19, SPC34, SPC72, STU2
GO:0008569	MF	e	minus-end-directed microtubule motor activity	3/32	4/6920	3.582574057578513e-07	6	3	0.00013240170124222304	CIK1, DYN1, KAR3
GO:0003777	MF	e	microtubule motor activity	3/32	10/6920	1.0546603428207488e-05	5	3	0.0034105078835965966	CIK1, DYN1, KAR3
GO:0051011	MF	e	microtubule minus-end binding	2/32	2/6920	2.0718687838715046e-05	6	2	0.005359924543875582	SPC97, SPC98
GO:0043015	MF	e	gamma-tubulin binding	2/32	2/6920	2.0718687838715046e-05	5	2	0.005359924543875582	SPC97, SPC98
GO:0003774	MF	e	cytoskeletal motor activity	3/32	17/6920	5.8462201472055616e-05	1	3	0.013749246837109808	CIK1, DYN1, KAR3
GO:0120544	MF	e	polypeptide conformation or assembly isomerase activity	3/32	24/6920	0.00017022298978660298	4	3	0.03387437496753399	CIK1, DYN1, KAR3
GO:0005198	MF	e	structural molecule activity	8/32	380/6920	0.00025188778245895446	1	8	0.04654526380152251	ARP1, BBP1, CNM67, JNM1, SPC110, SPC29, SPC42, TUB4
GO:0003676	MF	p	nucleic acid binding	0/32	1751/6920	0.00012969883492054406	2	0	0.027960907161620623	
