# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0004175	MF	e	endopeptidase activity	8/8	101/6920	1.5559162289168302e-15	4	8	4.02515528420784e-12	AFG3, IMP1, IMP2, MAS1, MAS2, PIM1, YME1, YTA12
GO:0008233	MF	e	peptidase activity	8/8	165/6920	8.82957137565238e-14	3	8	1.1421050574406354e-10	AFG3, IMP1, IMP2, MAS1, MAS2, PIM1, YME1, YTA12
GO:0004176	MF	e	ATP-dependent peptidase activity	4/8	4/6920	7.332659580709954e-13	4	4	6.323196778432216e-10	AFG3, PIM1, YME1, YTA12
GO:0004222	MF	e	metalloendopeptidase activity	5/8	20/6920	6.539624497562301e-12	5	5	4.229502143798418e-09	AFG3, MAS1, MAS2, YME1, YTA12
GO:0008237	MF	e	metallopeptidase activity	5/8	48/6920	7.149546788161682e-10	4	5	3.6991755081948545e-07	AFG3, MAS1, MAS2, YME1, YTA12
GO:0140096	MF	e	catalytic activity, acting on a protein	8/8	712/6920	1.2122991711791087e-08	2	8	5.22702992640059e-06	AFG3, IMP1, IMP2, MAS1, MAS2, PIM1, YME1, YTA12
GO:0016787	MF	e	hydrolase activity	8/8	1006/6920	1.9479379380165655e-07	2	8	7.19902206521265e-05	AFG3, IMP1, IMP2, MAS1, MAS2, PIM1, YME1, YTA12
GO:0004252	MF	e	serine-type endopeptidase activity	3/8	13/6920	2.8854885240017854e-07	5	3	9.330948514490774e-05	IMP1, IMP2, PIM1
GO:0008236	MF	e	serine-type peptidase activity	3/8	17/6920	6.845722901747286e-07	4	3	0.0001967765016313359	IMP1, IMP2, PIM1
GO:0017171	MF	e	serine hydrolase activity	3/8	20/6920	1.1457975034574455e-06	3	3	0.00029641781414444115	IMP1, IMP2, PIM1
GO:0140567	MF	e	membrane protein dislocase activity	2/8	4/6920	7.009507073190193e-06	3	2	0.0016485086180311845	AFG3, YTA12
GO:0016887	MF	e	ATP hydrolysis activity	4/8	238/6920	8.565677377770933e-05	7	4	0.018466172813577836	AFG3, PIM1, YME1, YTA12
GO:0140657	MF	e	ATP-dependent activity	4/8	294/6920	0.00019515855216230182	1	4	0.03883655188029806	AFG3, PIM1, YME1, YTA12
