# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0016592	CC	e	mediator complex	20/21	27/6920	7.347935507722357e-52	3	20	6.943799054797627e-49	CSE2, GAL11, MED11, MED2, MED4, MED6, MED7, MED8, NUT1, NUT2, PGD1, RGR1, ROX3, SIN4, SRB2, SRB4, SRB5, SRB6, SRB7, TAF14
GO:0070847	CC	e	core mediator complex	18/21	20/6920	1.2482140783613733e-48	4	18	5.897811520257489e-46	CSE2, GAL11, MED11, MED2, MED4, MED6, MED7, MED8, NUT2, PGD1, RGR1, ROX3, SIN4, SRB2, SRB4, SRB5, SRB6, SRB7
GO:0090575	CC	e	RNA polymerase II transcription regulator complex	19/21	74/6920	6.028549728005204e-37	3	19	1.8989931643216392e-34	CSE2, GAL11, MED11, MED2, MED4, MED6, MED7, MED8, NUT2, PGD1, RGR1, ROX3, SIN4, SRB2, SRB4, SRB5, SRB6, SRB7, TAF14
GO:0005667	CC	e	transcription regulator complex	19/21	104/6920	8.38906893551992e-34	2	19	1.981917536016581e-31	CSE2, GAL11, MED11, MED2, MED4, MED6, MED7, MED8, NUT2, PGD1, RGR1, ROX3, SIN4, SRB2, SRB4, SRB5, SRB6, SRB7, TAF14
GO:0140513	CC	e	nuclear protein-containing complex	20/21	707/6920	2.2874590046761823e-19	2	20	4.323297518837985e-17	CSE2, GAL11, MED11, MED2, MED4, MED6, MED7, MED8, NUT1, NUT2, PGD1, RGR1, ROX3, SIN4, SRB2, SRB4, SRB5, SRB6, SRB7, TAF14
GO:0005634	CC	e	nucleus	21/21	2331/6920	1.1223063450295143e-10	5	21	1.767632493421485e-08	CSE2, DMC1, GAL11, MED11, MED2, MED4, MED6, MED7, MED8, NUT1, NUT2, PGD1, RGR1, ROX3, SIN4, SRB2, SRB4, SRB5, SRB6, SRB7, TAF14
GO:0032991	CC	e	protein-containing complex	20/21	2176/6920	1.2409950681184438e-09	1	20	1.6753433419598991e-07	CSE2, GAL11, MED11, MED2, MED4, MED6, MED7, MED8, NUT1, NUT2, PGD1, RGR1, ROX3, SIN4, SRB2, SRB4, SRB5, SRB6, SRB7, TAF14
GO:0043231	CC	e	intracellular membrane-bounded organelle	21/21	4449/6920	0.00012021463401696539	4	21	0.011410718276138567	CSE2, DMC1, GAL11, MED11, MED2, MED4, MED6, MED7, MED8, NUT1, NUT2, PGD1, RGR1, ROX3, SIN4, SRB2, SRB4, SRB5, SRB6, SRB7, TAF14
GO:0043227	CC	e	membrane-bounded organelle	21/21	4451/6920	0.00012074834154643986	3	21	0.011410718276138567	CSE2, DMC1, GAL11, MED11, MED2, MED4, MED6, MED7, MED8, NUT1, NUT2, PGD1, RGR1, ROX3, SIN4, SRB2, SRB4, SRB5, SRB6, SRB7, TAF14
GO:0005737	CC	p	cytoplasm	0/21	2615/6920	5.450407593553989e-05	2	0	0.0064382939698856495	
