# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0070628	MF	e	proteasome binding	8/45	16/6920	2.055830700820211e-14	3	8	5.318434023021886e-11	BLM10, CIC1, RAD23, RAD6, RPN11, UBC1, UBC4, UBP6
GO:0036402	MF	e	proteasome-activating activity	6/45	6/6920	5.3521941230448604e-14	5	6	6.923063098158528e-11	RPT1, RPT2, RPT3, RPT4, RPT5, RPT6
GO:0120544	MF	e	polypeptide conformation or assembly isomerase activity	6/45	24/6920	6.601892719751013e-09	4	6	5.6930321553319575e-06	RPT1, RPT2, RPT3, RPT4, RPT5, RPT6
GO:0008233	MF	e	peptidase activity	9/45	165/6920	8.498633154862067e-07	3	9	0.0004412924931570932	DOA4, PRE2, PRE3, PUP1, RPN1, RPN11, RPN2, RPN8, UBP6
GO:0016504	MF	e	peptidase activator activity	3/45	4/6920	1.0234847154783762e-06	4	3	0.0004412924931570932	BLM10, PRE1, PUP3
GO:0004298	MF	e	threonine-type endopeptidase activity	3/45	4/6920	1.0234847154783762e-06	5	3	0.0004412924931570932	PRE2, PRE3, PUP1
GO:0044877	MF	e	protein-containing complex binding	10/45	290/6920	1.2387134171926346e-05	2	10	0.004549780452956949	BLM10, CIC1, NAS6, RAD23, RAD6, RPN11, UBC1, UBC4, UBP6, UBR1
GO:0070003	MF	e	threonine-type peptidase activity	3/45	8/6920	1.4069672834810818e-05	4	3	0.004549780452956949	PRE2, PRE3, PUP1
GO:0031625	MF	e	ubiquitin protein ligase binding	4/45	26/6920	2.1018106404686546e-05	5	4	0.006041537918769344	RPN2, RPT1, RPT4, RPT6
GO:0044389	MF	e	ubiquitin-like protein ligase binding	4/45	27/6920	2.4556621762507945e-05	4	4	0.006352798049960805	RPN2, RPT1, RPT4, RPT6
GO:0061134	MF	e	peptidase regulator activity	3/45	10/6920	2.9875610990239083e-05	3	3	0.007026200511977138	BLM10, PRE1, PUP3
GO:0120543	MF	e	macromolecular conformation isomerase activity	7/45	144/6920	3.418736977759602e-05	3	7	0.007370227134553408	RAD6, RPT1, RPT2, RPT3, RPT4, RPT5, RPT6
GO:0061631	MF	e	ubiquitin conjugating enzyme activity	3/45	11/6920	4.089214155588566e-05	7	3	0.007641597491988515	RAD6, UBC1, UBC4
GO:0061133	MF	e	endopeptidase activator activity	2/45	2/6920	4.135383258130623e-05	5	2	0.007641597491988515	PRE1, PUP3
GO:0061650	MF	e	ubiquitin-like protein conjugating enzyme activity	3/45	14/6920	8.898579408529385e-05	6	3	0.015347083286577011	RAD6, UBC1, UBC4
GO:1904855	MF	e	proteasome regulatory particle binding	2/45	4/6920	0.00024607134378710533	3	2	0.039786660398577596	NAS6, UBR1
