# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0003743	MF	e	translation initiation factor activity	8/10	38/6920	1.681219401013122e-17	2	8	4.3493145904209473e-14	GCD1, GCD11, GCD2, GCD6, GCD7, GCN3, SUI2, SUI3
GO:0180051	MF	e	translation factor activity	8/10	61/6920	1.0063788718734299e-15	1	8	1.3017510707682817e-12	GCD1, GCD11, GCD2, GCD6, GCD7, GCN3, SUI2, SUI3
GO:0005085	MF	e	guanyl-nucleotide exchange factor activity	5/10	58/6920	8.469015946567322e-09	5	5	5.619131399999428e-06	GCD1, GCD2, GCD6, GCD7, GCN3
GO:1990856	MF	e	methionyl-initiator methionine tRNA binding	3/10	4/6920	8.688258832623776e-09	5	3	5.619131399999428e-06	GCD11, SUI2, SUI3
GO:0098772	MF	e	molecular function regulator activity	7/10	396/6920	1.971193892369883e-07	1	7	0.00010198957199121774	GCD1, GCD2, GCD6, GCD7, GCN3, IST1, RAS1
GO:0030695	MF	e	GTPase regulator activity	5/10	116/6920	2.8617213822414207e-07	4	5	0.0001057610459408365	GCD1, GCD2, GCD6, GCD7, GCN3
GO:0060589	MF	e	nucleoside-triphosphatase regulator activity	5/10	116/6920	2.8617213822414207e-07	3	5	0.0001057610459408365	GCD1, GCD2, GCD6, GCD7, GCN3
GO:0031369	MF	e	translation initiation factor binding	3/10	25/6920	4.916667085909071e-06	3	3	0.001589927218905846	GCD11, GCD6, SUI3
GO:0032561	MF	e	guanyl ribonucleotide binding	4/10	115/6920	1.4074484163838544e-05	7	4	0.003310062775622756	GCD11, RAS1, SUI2, SUI3
GO:0019001	MF	e	guanyl nucleotide binding	4/10	115/6920	1.4074484163838544e-05	6	4	0.003310062775622756	GCD11, RAS1, SUI2, SUI3
GO:0005525	MF	e	GTP binding	4/10	115/6920	1.4074484163838544e-05	8	4	0.003310062775622756	GCD11, RAS1, SUI2, SUI3
GO:0030234	MF	e	enzyme regulator activity	5/10	328/6920	4.8032516555906167e-05	2	5	0.010355010027510771	GCD1, GCD2, GCD6, GCD7, GCN3
GO:0000049	MF	e	tRNA binding	3/10	55/6920	5.4816081672381516e-05	4	3	0.010908400252803922	GCD11, SUI2, SUI3
