# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0031929	BP	e	TOR signaling	5/5	20/6920	1.1741464320760053e-13	6	5	5.38463553750056e-10	KOG1, LST8, TCO89, TOR1, TOR2
GO:0035556	BP	e	intracellular signal transduction	5/5	278/6920	1.0106811379854381e-07	5	5	0.00023174918494006094	KOG1, LST8, TCO89, TOR1, TOR2
GO:0007165	BP	e	signal transduction	5/5	351/6920	3.267432040966766e-07	4	5	0.0004789107985299757	KOG1, LST8, TCO89, TOR1, TOR2
GO:1905356	BP	e	regulation of snRNA pseudouridine synthesis	2/5	2/6920	4.1771548061925486e-07	8	2	0.0004789107985299757	TOR1, TOR2
GO:0001558	BP	e	regulation of cell growth	3/5	37/6920	1.3971224356708968e-06	5	3	0.0012814406979973466	KOG1, LST8, TCO89
GO:0038202	BP	e	TORC1 signaling	2/5	4/6920	2.504843897806241e-06	7	2	0.0019145356858899037	TOR1, TOR2
GO:0040008	BP	e	regulation of growth	3/5	60/6920	6.122336193118242e-06	3	3	0.004011004825948608	KOG1, LST8, TCO89
GO:0010506	BP	e	regulation of autophagy	3/5	66/6920	8.176258667119309e-06	6	3	0.004687040280926143	KOG1, TOR1, TOR2
GO:0031930	BP	e	mitochondria-nucleus signaling pathway	2/5	8/6920	1.1675756452104204e-05	6	2	0.00594944656548332	LST8, TOR1
GO:0016242	BP	e	negative regulation of macroautophagy	2/5	14/6920	3.788039394482275e-05	8	2	0.017371948663095715	TOR1, TOR2
GO:0030950	BP	e	establishment or maintenance of actin cytoskeleton polarity	2/5	16/6920	4.992326349043648e-05	7	2	0.019953800588616573	LST8, TOR2
GO:0051128	BP	e	regulation of cellular component organization	4/5	406/6920	5.570703145861649e-05	4	4	0.019953800588616573	KOG1, LST8, TCO89, TOR2
GO:0030952	BP	e	establishment or maintenance of cytoskeleton polarity	2/5	17/6920	5.6563324825995515e-05	6	2	0.019953800588616573	LST8, TOR2
GO:0009267	BP	e	cellular response to starvation	3/5	143/6920	8.383654023151747e-05	4	3	0.027462455250124224	KOG1, TOR1, TOR2
GO:0042594	BP	e	response to starvation	3/5	147/6920	9.104284455944617e-05	3	3	0.027834832343308007	KOG1, TOR1, TOR2
GO:0010507	BP	e	negative regulation of autophagy	2/5	23/6920	0.00010504179886956157	7	2	0.030107605600988085	TOR1, TOR2
GO:0009894	BP	e	regulation of catabolic process	3/5	162/6920	0.00012168407639198734	5	3	0.03157673254836641	KOG1, TOR1, TOR2
GO:0031669	BP	e	cellular response to nutrient levels	3/5	163/6920	0.00012393833097919656	3	3	0.03157673254836641	KOG1, TOR1, TOR2
GO:0031505	BP	e	fungal-type cell wall organization	3/5	170/6920	0.00014049202820550345	6	3	0.03391033901844415	LST8, TCO89, TOR1
GO:0031667	BP	e	response to nutrient levels	3/5	178/6920	0.00016111871120359843	2	3	0.036944520478985124	KOG1, TOR1, TOR2
GO:0071852	BP	e	fungal-type cell wall organization or biogenesis	3/5	191/6920	0.0001987199784500288	3	3	0.04339665815103962	LST8, TCO89, TOR1
