# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0010526	BP	e	transposable element silencing	3/4	8/6920	4.0554007077074465e-09	10	3	1.859806764554635e-05	MMS1, RTT101, RTT107
GO:0031297	BP	e	replication fork processing	3/4	16/6920	4.051881031108707e-08	8	3	9.290963204332266e-05	MMS1, MMS22, RTT101
GO:0045005	BP	e	DNA-templated DNA replication maintenance of fidelity	3/4	24/6920	1.4631934609871728e-07	7	3	0.00022367350706957247	MMS1, MMS22, RTT101
GO:0006281	BP	e	DNA repair	4/4	319/6920	4.435232484463451e-06	7	4	0.005084994043437346	MMS1, MMS22, RTT101, RTT107
GO:0006974	BP	e	DNA damage response	4/4	370/6920	8.04811576568676e-06	4	4	0.007381731780287897	MMS1, MMS22, RTT101, RTT107
GO:0045814	BP	e	negative regulation of gene expression, epigenetic	3/4	124/6920	2.2175889542628576e-05	9	3	0.01674893029347277	MMS1, RTT101, RTT107
GO:0040029	BP	e	epigenetic regulation of gene expression	3/4	130/6920	2.5565310085981113e-05	8	3	0.01674893029347277	MMS1, RTT101, RTT107
GO:0006259	BP	e	DNA metabolic process	4/4	525/6920	3.278045850692007e-05	6	4	0.01879139783909193	MMS1, MMS22, RTT101, RTT107
GO:0070651	BP	e	nonfunctional rRNA decay	2/4	22/6920	5.767242746489958e-05	9	2	0.029387305817114386	MMS1, RTT101
GO:0016075	BP	e	rRNA catabolic process	2/4	29/6920	0.00010122672060429078	8	2	0.04642257406912775	MMS1, RTT101
