# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0033263	CC	e	CORVET complex	5/5	6/6920	4.543910340851413e-17	3	5	4.293995272104585e-14	PEP3, PEP5, VPS16, VPS33, VPS8
GO:0030897	CC	e	HOPS complex	5/5	7/6920	1.590368619297995e-16	3	5	7.514491726183026e-14	PEP3, PEP5, VPS16, VPS33, VPS8
GO:0099023	CC	e	vesicle tethering complex	5/5	43/6920	7.289931677138147e-12	2	5	2.2963284782985163e-09	PEP3, PEP5, VPS16, VPS33, VPS8
GO:0098796	CC	e	membrane protein complex	5/5	336/6920	2.623071479623194e-07	2	5	6.197006370609796e-05	PEP3, PEP5, VPS16, VPS33, VPS8
GO:0005768	CC	e	endosome	4/5	175/6920	1.9382400133701595e-06	7	4	0.00036632736252696017	PEP3, PEP5, VPS16, VPS8
GO:0098852	CC	e	lytic vacuole membrane	4/5	220/6920	4.8497162038568525e-06	6	4	0.000654711687520675	PEP3, PEP5, VPS16, VPS33
GO:0000329	CC	e	fungal-type vacuole membrane	4/5	220/6920	4.8497162038568525e-06	7	4	0.000654711687520675	PEP3, PEP5, VPS16, VPS33
GO:0098588	CC	e	bounding membrane of organelle	5/5	635/6920	6.413725780705906e-06	4	5	0.0007576213578458851	PEP3, PEP5, VPS16, VPS33, VPS8
GO:0097708	CC	e	intracellular vesicle	4/5	279/6920	1.2529119648879818e-05	5	4	0.001151151175066658	PEP3, PEP5, VPS16, VPS8
GO:0031410	CC	e	cytoplasmic vesicle	4/5	279/6920	1.2529119648879818e-05	6	4	0.001151151175066658	PEP3, PEP5, VPS16, VPS8
GO:0031982	CC	e	vesicle	4/5	284/6920	1.3448795734488813e-05	4	4	0.001151151175066658	PEP3, PEP5, VPS16, VPS8
GO:0005774	CC	e	vacuolar membrane	4/5	290/6920	1.461779269925915e-05	5	4	0.001151151175066658	PEP3, PEP5, VPS16, VPS33
GO:0005773	CC	e	vacuole	4/5	434/6920	7.256103334795921e-05	5	4	0.00527462896260165	PEP3, PEP5, VPS16, VPS33
GO:0031090	CC	e	organelle membrane	5/5	1298/6920	0.0002307389817791396	3	5	0.015574881270091922	PEP3, PEP5, VPS16, VPS33, VPS8
