# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0006891	BP	e	intra-Golgi vesicle-mediated transport	6/7	33/6920	5.0774993889283547e-14	6	6	2.3285412197625435e-10	COP1, RET3, SEC21, SEC26, SEC27, SEC28
GO:0006890	BP	e	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	6/7	37/6920	1.0652362808542074e-13	6	6	2.4425867919986975e-10	COP1, RET2, RET3, SEC21, SEC27, SEC28
GO:0048193	BP	e	Golgi vesicle transport	7/7	208/6920	2.0077426003267677e-11	5	7	3.0691691883661853e-08	COP1, RET2, RET3, SEC21, SEC26, SEC27, SEC28
GO:0006888	BP	e	endoplasmic reticulum to Golgi vesicle-mediated transport	6/7	97/6920	4.4940820113695546e-11	6	6	5.152465026035194e-08	COP1, RET2, SEC21, SEC26, SEC27, SEC28
GO:0016192	BP	e	vesicle-mediated transport	7/7	433/6920	3.5877485902372067e-09	4	7	3.2906830069655664e-06	COP1, RET2, RET3, SEC21, SEC26, SEC27, SEC28
GO:0015031	BP	e	protein transport	7/7	570/6920	2.486784758944374e-08	6	7	1.900732484086483e-05	COP1, RET2, RET3, SEC21, SEC26, SEC27, SEC28
GO:0045184	BP	e	establishment of protein localization	7/7	631/6920	5.084845791703725e-08	5	7	3.331300400107612e-05	COP1, RET2, RET3, SEC21, SEC26, SEC27, SEC28
GO:0046907	BP	e	intracellular transport	7/7	652/6920	6.401387826353776e-08	4	7	3.669595571457302e-05	COP1, RET2, RET3, SEC21, SEC26, SEC27, SEC28
GO:0051649	BP	e	establishment of localization in cell	7/7	686/6920	9.151822517604244e-08	3	7	4.663362007303674e-05	COP1, RET2, RET3, SEC21, SEC26, SEC27, SEC28
GO:0071705	BP	e	nitrogen compound transport	7/7	755/6920	1.795104888943597e-07	4	7	7.679141626146207e-05	COP1, RET2, RET3, SEC21, SEC26, SEC27, SEC28
GO:0008104	BP	e	protein localization	7/7	759/6920	1.8630204734744106e-07	4	7	7.679141626146207e-05	COP1, RET2, RET3, SEC21, SEC26, SEC27, SEC28
GO:0070727	BP	e	cellular macromolecule localization	7/7	774/6920	2.1376968403314276e-07	3	7	7.679141626146207e-05	COP1, RET2, RET3, SEC21, SEC26, SEC27, SEC28
GO:0033036	BP	e	macromolecule localization	7/7	776/6920	2.1768172948081267e-07	2	7	7.679141626146207e-05	COP1, RET2, RET3, SEC21, SEC26, SEC27, SEC28
GO:0008298	BP	e	intracellular mRNA localization	3/7	20/6920	7.174458561305445e-07	4	3	0.0002350147640153341	COP1, SEC26, SEC27
GO:0006403	BP	e	RNA localization	3/7	22/6920	9.683394550877805e-07	3	3	0.00029605364940217077	COP1, SEC26, SEC27
GO:0051641	BP	e	cellular localization	7/7	1003/6920	1.3199868879772806e-06	2	7	0.00037834124176648804	COP1, RET2, RET3, SEC21, SEC26, SEC27, SEC28
GO:0006886	BP	e	intracellular protein transport	5/7	349/6920	6.126199055346317e-06	7	5	0.0016526322863422475	COP1, RET3, SEC21, SEC26, SEC27
GO:0006810	BP	e	transport	7/7	1326/6920	9.364640997441082e-06	3	7	0.0023859024230147114	COP1, RET2, RET3, SEC21, SEC26, SEC27, SEC28
GO:0051234	BP	e	establishment of localization	7/7	1404/6920	1.3984261826863323e-05	2	7	0.0033753591967365893	COP1, RET2, RET3, SEC21, SEC26, SEC27, SEC28
GO:0051179	BP	e	localization	7/7	1575/6920	3.131417893179564e-05	1	7	0.0071803412290607415	COP1, RET2, RET3, SEC21, SEC26, SEC27, SEC28
