# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0030337	MF	e	DNA polymerase processivity factor activity	3/5	5/6920	1.8106432004758394e-09	4	3	4.683117966679243e-06	DPB2, DPB3, DPB4
GO:0008310	MF	e	single-stranded DNA 3'-5' DNA exonuclease activity	3/5	6/6920	3.6205009406101604e-09	8	3	4.683117966679243e-06	DPB3, DPB4, POL2
GO:0008297	MF	e	single-stranded DNA exodeoxyribonuclease activity	3/5	7/6920	6.334502249506983e-09	7	3	5.462452439824856e-06	DPB3, DPB4, POL2
GO:0008296	MF	e	3'-5'-DNA exonuclease activity	3/5	11/6920	2.983674376712424e-08	7	3	1.9296914031387605e-05	DPB3, DPB4, POL2
GO:0003697	MF	e	single-stranded DNA binding	4/5	77/6920	7.028080240609673e-08	4	4	3.6363287164914444e-05	DPB2, DPB3, DPB4, POL2
GO:0016895	MF	e	DNA exonuclease activity, producing 5'-phosphomonoesters	3/5	18/6920	1.473321662044919e-07	6	3	6.35247189951701e-05	DPB3, DPB4, POL2
GO:0004529	MF	e	DNA exonuclease activity	3/5	19/6920	1.749189490539261e-07	5	3	6.46450458860724e-05	DPB3, DPB4, POL2
GO:0008408	MF	e	3'-5' exonuclease activity	3/5	32/6920	8.928274957553489e-07	5	3	0.00028410644895896783	DPB3, DPB4, POL2
GO:0008047	MF	e	enzyme activator activity	4/5	148/6920	9.88387336927217e-07	3	4	0.00028410644895896783	DPB11, DPB2, DPB3, DPB4
GO:0004536	MF	e	DNA nuclease activity	3/5	40/6920	1.7753615845965854e-06	4	3	0.00044547220069913893	DPB3, DPB4, POL2
GO:0140677	MF	e	molecular function activator activity	4/5	174/6920	1.8941608843024848e-06	2	4	0.00044547220069913893	DPB11, DPB2, DPB3, DPB4
GO:0004527	MF	e	exonuclease activity	3/5	50/6920	3.514310041907887e-06	4	3	0.0007576266732013087	DPB3, DPB4, POL2
GO:0140097	MF	e	catalytic activity, acting on DNA	4/5	215/6920	4.423423721686157e-06	3	4	0.0008802613206155452	DPB2, DPB3, DPB4, POL2
GO:0003690	MF	e	double-stranded DNA binding	4/5	302/6920	1.7181201981268903e-05	4	4	0.0031748406803959036	DPB2, DPB3, DPB4, POL2
GO:0030234	MF	e	enzyme regulator activity	4/5	328/6920	2.3870159872254348e-05	2	4	0.004116806905968133	DPB11, DPB2, DPB3, DPB4
GO:0098772	MF	e	molecular function regulator activity	4/5	396/6920	5.046033706258884e-05	1	4	0.008158805748807334	DPB11, DPB2, DPB3, DPB4
GO:0140640	MF	e	catalytic activity, acting on a nucleic acid	4/5	545/6920	0.00017850533431557593	2	4	0.024606628042559264	DPB2, DPB3, DPB4, POL2
GO:0046982	MF	e	protein heterodimerization activity	2/5	30/6920	0.00018023965567354463	4	2	0.024606628042559264	DPB3, DPB4
GO:0004518	MF	e	nuclease activity	3/5	185/6920	0.00018072127282900115	3	3	0.024606628042559264	DPB3, DPB4, POL2
