# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0003691	MF	e	double-stranded telomeric DNA binding	3/3	5/6920	1.8114287971346698e-10	6	3	4.686166298187391e-07	MRE11, RAD50, XRS2
GO:0043047	MF	e	single-stranded telomeric DNA binding	3/3	12/6920	3.985143353696273e-09	6	3	3.436521952004086e-06	MRE11, RAD50, XRS2
GO:0098847	MF	e	sequence-specific single stranded DNA binding	3/3	12/6920	3.985143353696273e-09	5	3	3.436521952004086e-06	MRE11, RAD50, XRS2
GO:0051880	MF	e	G-quadruplex DNA binding	3/3	14/6920	6.593600821570199e-09	4	3	4.264411331350527e-06	MRE11, RAD50, XRS2
GO:0042162	MF	e	telomeric DNA binding	3/3	33/6920	9.883155517166758e-08	5	3	5.1135446645820803e-05	MRE11, RAD50, XRS2
GO:0003697	MF	e	single-stranded DNA binding	3/3	77/6920	1.3250601651040106e-06	4	3	0.0005713217745206792	MRE11, RAD50, XRS2
GO:0004017	MF	e	AMP kinase activity	2/3	6/6920	1.8789950912677927e-06	7	2	0.0006944229001585399	MRE11, RAD50
GO:0050145	MF	e	nucleoside monophosphate kinase activity	2/3	7/6920	2.6303395277433116e-06	6	2	0.0008505860447839934	MRE11, RAD50
GO:0019205	MF	e	nucleobase-containing compound kinase activity	2/3	16/6920	1.5017469299765263e-05	5	2	0.004316688119832527	MRE11, RAD50
GO:0016776	MF	e	phosphotransferase activity, phosphate group as acceptor	2/3	17/6920	1.7018156177624566e-05	4	2	0.004402597003151475	MRE11, RAD50
GO:0003690	MF	e	double-stranded DNA binding	3/3	302/6920	8.233125025856788e-05	4	3	0.01936281312899228	MRE11, RAD50, XRS2
GO:0043565	MF	e	sequence-specific DNA binding	3/3	317/6920	9.526358386995142e-05	4	3	0.020537240955963695	MRE11, RAD50, XRS2
