# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0000124	CC	e	SAGA complex	16/16	20/6920	3.7303760252209574e-45	8	16	3.5252053438338047e-42	ADA2, GCN5, HFI1, NGG1, SGF29, SGF73, SPT20, SPT3, SPT7, SPT8, TAF10, TAF12, TAF5, TAF6, TAF9, TRA1
GO:0070461	CC	e	SAGA-type complex	16/16	22/6920	5.744779078840275e-44	7	16	2.7144081147520297e-41	ADA2, GCN5, HFI1, NGG1, SGF29, SGF73, SPT20, SPT3, SPT7, SPT8, TAF10, TAF12, TAF5, TAF6, TAF9, TRA1
GO:0046695	CC	e	SLIK (SAGA-like) complex	14/16	16/6920	2.2017373674356322e-39	8	14	6.935472707422242e-37	ADA2, GCN5, HFI1, NGG1, SGF73, SPT20, SPT3, SPT7, TAF10, TAF12, TAF5, TAF6, TAF9, TRA1
GO:0000123	CC	e	histone acetyltransferase complex	16/16	46/6920	7.633941964499275e-37	6	16	1.8035187891129536e-34	ADA2, GCN5, HFI1, NGG1, SGF29, SGF73, SPT20, SPT3, SPT7, SPT8, TAF10, TAF12, TAF5, TAF6, TAF9, TRA1
GO:0031248	CC	e	protein acetyltransferase complex	16/16	54/6920	1.624189834318354e-35	5	16	3.0697187868616894e-33	ADA2, GCN5, HFI1, NGG1, SGF29, SGF73, SPT20, SPT3, SPT7, SPT8, TAF10, TAF12, TAF5, TAF6, TAF9, TRA1
GO:1902493	CC	e	acetyltransferase complex	16/16	59/6920	8.447265886562952e-35	4	16	1.330444377133665e-32	ADA2, GCN5, HFI1, NGG1, SGF29, SGF73, SPT20, SPT3, SPT7, SPT8, TAF10, TAF12, TAF5, TAF6, TAF9, TRA1
GO:1905368	CC	e	peptidase complex	16/16	80/6920	2.0756305838566344e-32	3	16	2.8021012882064565e-30	ADA2, GCN5, HFI1, NGG1, SGF29, SGF73, SPT20, SPT3, SPT7, SPT8, TAF10, TAF12, TAF5, TAF6, TAF9, TRA1
GO:1990234	CC	e	transferase complex	16/16	410/6920	1.744366004831456e-20	3	16	1.8315843050730286e-18	ADA2, GCN5, HFI1, NGG1, SGF29, SGF73, SPT20, SPT3, SPT7, SPT8, TAF10, TAF12, TAF5, TAF6, TAF9, TRA1
GO:0140535	CC	e	intracellular protein-containing complex	16/16	410/6920	1.744366004831456e-20	2	16	1.8315843050730286e-18	ADA2, GCN5, HFI1, NGG1, SGF29, SGF73, SPT20, SPT3, SPT7, SPT8, TAF10, TAF12, TAF5, TAF6, TAF9, TRA1
GO:1902494	CC	e	catalytic complex	16/16	851/6920	2.41599958994854e-15	2	16	2.2831196125013705e-13	ADA2, GCN5, HFI1, NGG1, SGF29, SGF73, SPT20, SPT3, SPT7, SPT8, TAF10, TAF12, TAF5, TAF6, TAF9, TRA1
GO:0005669	CC	e	transcription factor TFIID complex	5/16	16/6920	1.4239804519043827e-10	4	5	1.2233286609542198e-08	TAF10, TAF12, TAF5, TAF6, TAF9
GO:0140671	CC	e	ADA complex	4/16	6/6920	2.8518033784600773e-10	8	4	2.245795160537311e-08	ADA2, GCN5, NGG1, SGF29
GO:0032991	CC	e	protein-containing complex	16/16	2176/6920	8.79780555716981e-09	1	16	6.395327885788823e-07	ADA2, GCN5, HFI1, NGG1, SGF29, SGF73, SPT20, SPT3, SPT7, SPT8, TAF10, TAF12, TAF5, TAF6, TAF9, TRA1
GO:0005634	CC	e	nucleus	16/16	2331/6920	2.6552681703891728e-08	5	16	1.7923060150126916e-06	ADA2, GCN5, HFI1, NGG1, SGF29, SGF73, SPT20, SPT3, SPT7, SPT8, TAF10, TAF12, TAF5, TAF6, TAF9, TRA1
GO:0090575	CC	e	RNA polymerase II transcription regulator complex	5/16	74/6920	4.861349146980354e-07	3	5	3.062649962597623e-05	TAF10, TAF12, TAF5, TAF6, TAF9
GO:0005667	CC	e	transcription regulator complex	5/16	104/6920	2.666236897356545e-06	2	5	0.00015747461675012092	TAF10, TAF12, TAF5, TAF6, TAF9
