# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0030686	CC	e	90S preribosome	11/11	81/6920	2.7995883417923438e-22	4	11	2.645610982993765e-19	DIP2, ENP1, ENP2, KRE33, KRR1, NOC4, NOP14, ROK1, UTP22, UTP6, UTP7
GO:0030684	CC	e	preribosome	11/11	163/6920	8.842137418449425e-19	3	11	4.177909930217353e-16	DIP2, ENP1, ENP2, KRE33, KRR1, NOC4, NOP14, ROK1, UTP22, UTP6, UTP7
GO:0032040	CC	e	small-subunit processome	8/11	60/6920	3.1854968398762273e-15	4	8	1.0034315045610117e-12	DIP2, ENP2, KRR1, NOC4, NOP14, UTP22, UTP6, UTP7
GO:0005730	CC	e	nucleolus	11/11	365/6920	7.610788606195166e-15	5	11	1.798048808213608e-12	DIP2, ENP1, ENP2, KRE33, KRR1, NOC4, NOP14, ROK1, UTP22, UTP6, UTP7
GO:1990904	CC	e	ribonucleoprotein complex	11/11	622/6920	2.8533860185199426e-12	2	11	5.392899575002692e-10	DIP2, ENP1, ENP2, KRE33, KRR1, NOC4, NOP14, ROK1, UTP22, UTP6, UTP7
GO:0043228	CC	e	membraneless organelle	11/11	1210/6920	4.499119580589815e-09	3	11	6.07381143379625e-07	DIP2, ENP1, ENP2, KRE33, KRR1, NOC4, NOP14, ROK1, UTP22, UTP6, UTP7
GO:0043232	CC	e	intracellular membraneless organelle	11/11	1210/6920	4.499119580589815e-09	4	11	6.07381143379625e-07	DIP2, ENP1, ENP2, KRE33, KRR1, NOC4, NOP14, ROK1, UTP22, UTP6, UTP7
GO:0030692	CC	e	Noc4p-Nop14p complex	2/11	2/6920	2.2974351434059015e-06	4	2	0.0002713845263148221	NOC4, NOP14
GO:0032991	CC	e	protein-containing complex	11/11	2176/6920	2.921053159970414e-06	1	11	0.00030671058179689345	DIP2, ENP1, ENP2, KRE33, KRR1, NOC4, NOP14, ROK1, UTP22, UTP6, UTP7
GO:0005634	CC	e	nucleus	11/11	2331/6920	6.237188507156226e-06	5	11	0.0005894143139262634	DIP2, ENP1, ENP2, KRE33, KRR1, NOC4, NOP14, ROK1, UTP22, UTP6, UTP7
GO:0030689	CC	e	Noc complex	2/11	5/6920	2.2914626122136795e-05	3	2	0.0019685746986744792	NOC4, NOP14
GO:0034388	CC	e	Pwp2p-containing subcomplex of 90S preribosome	2/11	6/6920	3.434212832365674e-05	3	2	0.002704442605487968	DIP2, UTP6
