# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0019888	MF	e	protein phosphatase regulator activity	6/7	40/6920	1.7581225115357048e-13	4	6	2.6636509202128916e-10	GAC1, GIP1, GIP2, PIG1, REG1, REG2
GO:0019208	MF	e	phosphatase regulator activity	6/7	41/6920	2.0592585390126722e-13	3	6	2.6636509202128916e-10	GAC1, GIP1, GIP2, PIG1, REG1, REG2
GO:0008157	MF	e	protein phosphatase 1 binding	4/7	10/6920	7.683271301971963e-11	6	4	6.625540952733822e-08	GAC1, GIP1, GIP2, PIG1
GO:0019903	MF	e	protein phosphatase binding	4/7	17/6920	8.686556997790152e-10	5	4	5.618030738320781e-07	GAC1, GIP1, GIP2, PIG1
GO:0019902	MF	e	phosphatase binding	4/7	18/6920	1.1164549392852244e-09	4	4	5.776537855861751e-07	GAC1, GIP1, GIP2, PIG1
GO:2001069	MF	e	glycogen binding	3/7	6/6920	1.2663508820753143e-08	4	3	4.680071045612626e-06	GAC1, GIP2, PIG1
GO:0030247	MF	e	polysaccharide binding	3/7	6/6920	1.2663508820753143e-08	3	3	4.680071045612626e-06	GAC1, GIP2, PIG1
GO:0030234	MF	e	enzyme regulator activity	6/7	328/6920	7.294257244237672e-08	2	6	2.3587804363553574e-05	GAC1, GIP1, GIP2, PIG1, REG1, REG2
GO:0098772	MF	e	molecular function regulator activity	6/7	396/6920	2.2569640991743598e-07	1	6	6.487517916182298e-05	GAC1, GIP1, GIP2, PIG1, REG1, REG2
GO:0030246	MF	e	carbohydrate binding	3/7	33/6920	3.414322528509052e-06	2	3	0.0008832852381252918	GAC1, GIP2, PIG1
GO:0019899	MF	e	enzyme binding	4/7	166/6920	1.0568516344061889e-05	3	4	0.002485522889280737	GAC1, GIP1, GIP2, PIG1
