YAL001C	P34111	0
YAL002W	P39702	1
YAL003W	P32471	2
YAL007C	P39704	3
YAL011W	P31376	4
YAL013W	P31385	5
YAL016W	P31383	6
YAL021C	P31384	7
YAL024C	P07866	8
YAL026C	P39524	9
YAL027W	P39735	10
YAL029C	P32492	11
YAL032C	P28004	12
YAL033W	P28005	13
YAL034C	P28003	14
YAL034W-A	P39731	15
YAL035W	P39730	16
YAL042W	P39727	17
YAL043C	Q01329	18
YAL047C	P39723	19
YAL053W	P39719	20
YAL062W	P39708	21
YAR002C-A	Q05359	22
YAR002W	P39705	23
YAR003W	P39706	24
YAR007C	P22336	25
YAR014C	P27637	26
YAR073W	P39567	27
YAR075W	O42831	28
YBL002W	P02294	29
YBL003C	P04912	30
YBL004W	P35194	31
YBL007C	P32790	32
YBL008W	P32479	33
YBL014C	P32786	34
YBL018C	P38208	35
YBL021C	P13434	36
YBL026W	P38203	37
YBL027W	P0CX83	38
YBL035C	P38121	39
YBL037W	P38065	40
YBL038W	P38064	41
YBL041W	P23724	42
YBL045C	P07256	43
YBL046W	P38193	44
YBL047C	P34216	45
YBL052C	P34218	46
YBL056W	P34221	47
YBL058W	P34223	48
YBL067C	P38187	49
YBL072C	P0CX39	50
YBL074C	P32357	51
YBL079W	P38181	52
YBL084C	P38042	53
YBL087C	P0CX41	54
YBL090W	P38175	55
YBL092W	P38061	56
YBL093C	P25046	57
YBL097W	P38170	58
YBL099W	P07251	59
YBL103C	P38165	60
YBL105C	P24583	61
YBR010W	P61830	62
YBR011C	P00817	63
YBR017C	P38217	64
YBR025C	P38219	65
YBR031W	P10664	66
YBR048W	P0CX48	67
YBR052C	P38234	68
YBR055C	P19735	69
YBR060C	P32833	70
YBR061C	P38238	71
YBR065C	P38241	72
YBR072W	P15992	73
YBR079C	P38249	74
YBR081C	P35177	75
YBR084W	P09440	76
YBR087W	P38251	77
YBR094W	P38254	78
YBR095C	P38255	79
YBR097W	P22219	80
YBR102C	P38261	81
YBR103W	P38262	82
YBR105C	P38263	83
YBR107C	P38265	84
YBR109C	P06787	85
YBR117C	P33315	86
YBR119W	P32605	87
YBR122C	P36531	88
YBR123C	P32367	89
YBR125C	P38089	90
YBR126C	Q00764	91
YBR127C	P16140	92
YBR128C	P38270	93
YBR130C	P38272	94
YBR135W	P20486	95
YBR136W	P38111	96
YBR137W	P38276	97
YBR142W	P38112	98
YBR143C	P12385	99
YBR146W	P38120	100
YBR152W	P38282	101
YBR154C	P20434	102
YBR160W	P00546	103
YBR167C	P38291	104
YBR169C	P32590	105
YBR170C	P33755	106
YBR171W	P33754	107
YBR175W	P38123	108
YBR189W	P05755	109
YBR191W	Q02753	110
YBR193C	P38304	111
YBR195C	P13712	112
YBR196C	P12709	113
YBR198C	P38129	114
YBR211C	P38313	115
YBR215W	Q01448	116
YBR221C	P32473	117
YBR225W	P38321	118
YBR229C	P38138	119
YBR231C	P38326	120
YBR234C	P38328	121
YBR245C	P38144	122
YBR247C	P38333	123
YBR251W	P33759	124
YBR253W	P32570	125
YBR254C	P38334	126
YBR257W	P38336	127
YBR258C	P38337	128
YBR260C	P38339	129
YBR267W	P38344	130
YBR278W	P27344	131
YBR279W	P38351	132
YBR280C	P38352	133
YBR282W	P36526	134
YBR288C	P38153	135
YBR289W	P18480	136
YCL008C	P25604	137
YCL010C	P25554	138
YCL011C	P25555	139
YCL016C	P25559	140
YCL017C	P25374	141
YCL024W	P25389	142
YCL031C	P25368	143
YCL032W	P25344	144
YCL037C	P25567	145
YCL043C	P17967	146
YCL048W	P25380	147
YCL054W	P25582	148
YCL059C	P25586	149
YCR002C	P25342	150
YCR004C	P25349	151
YCR009C	P25343	152
YCR012W	P00560	153
YCR014C	P25615	154
YCR020C-A	P23059	155
YCR020W-B	Q9URQ5	156
YCR024C	P25345	157
YCR028C-A	P32445	158
YCR030C	P25623	159
YCR031C	P06367	160
YCR033W	P25357	161
YCR035C	P25359	162
YCR042C	P23255	163
YCR046C	P25626	164
YCR052W	P25632	165
YCR057C	P25635	166
YCR060W	P25638	167
YCR063W	P25337	168
YCR066W	P10862	169
YCR071C	P25642	170
YCR072C	P25382	171
YCR073W-A	P37262	172
YCR076C	P25659	173
YCR077C	P25644	174
YCR079W	P25646	175
YCR081W	P25648	176
YCR088W	P15891	177
YCR092C	P25336	178
YCR093W	P25655	179
YCR095C	P25366	180
YDL002C	Q03435	181
YDL003W	Q12158	182
YDL005C	Q12124	183
YDL007W	P40327	184
YDL013W	P32828	185
YDL014W	P15646	186
YDL018C	Q12403	187
YDL029W	P32381	188
YDL030W	P19736	189
YDL031W	Q12389	190
YDL040C	P12945	191
YDL042C	P06700	192
YDL043C	Q07350	193
YDL044C	P10849	194
YDL045W-A	O75012	195
YDL047W	P20604	196
YDL051W	P33399	197
YDL053C	Q07362	198
YDL055C	P41940	199
YDL056W	P39678	200
YDL060W	Q07381	201
YDL066W	P21954	202
YDL070W	Q07442	203
YDL074C	Q07457	204
YDL075W	P0C2H8	205
YDL076C	Q07458	206
YDL077C	Q07468	207
YDL081C	P05318	208
YDL082W	Q12690	209
YDL083C	P0CX52	210
YDL084W	Q07478	211
YDL087C	Q07508	212
YDL090C	P22007	213
YDL092W	P38985	214
YDL097C	Q12377	215
YDL098C	Q12368	216
YDL099W	Q12191	217
YDL100C	Q12154	218
YDL102W	P15436	219
YDL108W	P06242	220
YDL111C	Q12277	221
YDL112W	Q07527	222
YDL115C	Q07532	223
YDL116W	P52891	224
YDL126C	P25694	225
YDL131W	Q12122	226
YDL132W	Q12018	227
YDL134C	P23594	228
YDL140C	P04050	229
YDL143W	P39078	230
YDL145C	P53622	231
YDL147W	Q12250	232
YDL148C	Q99207	233
YDL150W	P25441	234
YDL155W	P24870	235
YDL156W	Q12510	236
YDL160C	P39517	237
YDL165W	P06100	238
YDL175C	Q12476	239
YDL182W	P48570	240
YDL185W	P17255	241
YDL188C	P23595	242
YDL195W	P38968	243
YDL201W	Q12009	244
YDL203C	Q07622	245
YDL208W	P32495	246
YDL209C	Q12046	247
YDL213C	Q07623	248
YDL216C	Q12468	249
YDL225W	Q07657	250
YDR001C	P32356	251
YDR005C	P41910	252
YDR012W	P49626	253
YDR013W	Q12488	254
YDR016C	Q12248	255
YDR022C	Q12421	256
YDR027C	Q12071	257
YDR028C	Q00816	258
YDR032C	Q12335	259
YDR036C	P28817	260
YDR041W	Q03201	261
YDR045C	Q04307	262
YDR049W	Q04311	263
YDR050C	P00942	264
YDR054C	P14682	265
YDR060W	Q12176	266
YDR062W	P40970	267
YDR064W	P05756	268
YDR067C	Q12454	269
YDR071C	Q12447	270
YDR073W	P38956	271
YDR074W	P31688	272
YDR075W	P32345	273
YDR080W	P38959	274
YDR087C	P35178	275
YDR091C	Q03195	276
YDR092W	P52490	277
YDR097C	Q03834	278
YDR099W	P34730	279
YDR101C	Q03862	280
YDR108W	P46944	281
YDR116C	Q04599	282
YDR118W	Q04601	283
YDR121W	Q04603	284
YDR127W	P08566	285
YDR129C	P32599	286
YDR137W	P16664	287
YDR138W	P17629	288
YDR141C	Q03921	289
YDR145W	Q03761	290
YDR148C	P19262	291
YDR152W	Q03768	292
YDR155C	P14832	293
YDR156W	P50106	294
YDR159W	P46674	295
YDR165W	Q03774	296
YDR166C	P89102	297
YDR167W	Q12030	298
YDR170C	P11075	299
YDR171W	Q12329	300
YDR172W	P05453	301
YDR174W	Q03973	302
YDR175C	Q03976	303
YDR176W	P32494	304
YDR179C	Q03981	305
YDR180W	Q04002	306
YDR186C	Q04007	307
YDR188W	P39079	308
YDR190C	Q03940	309
YDR195W	P42073	310
YDR201W	Q03954	311
YDR202C	Q03956	312
YDR207C	P39001	313
YDR211W	P32501	314
YDR214W	Q12449	315
YDR221W	Q04924	316
YDR224C	P02293	317
YDR225W	P04911	318
YDR227W	P11978	319
YDR228C	P39081	320
YDR231C	Q04935	321
YDR233C	Q04947	322
YDR235W	Q03776	323
YDR237W	P36519	324
YDR238C	P41810	325
YDR240C	Q03782	326
YDR244W	P35056	327
YDR245W	P50108	328
YDR246W	Q03784	329
YDR254W	P38907	330
YDR255C	Q12508	331
YDR264C	P39010	332
YDR267C	Q05583	333
YDR279W	Q05635	334
YDR280W	Q05636	335
YDR288W	Q05541	336
YDR289C	Q05543	337
YDR292C	P32916	338
YDR295C	Q06629	339
YDR296W	Q06630	340
YDR299W	Q06631	341
YDR301W	Q06632	342
YDR303C	Q06639	343
YDR308C	P47822	344
YDR311W	P32776	345
YDR318W	Q06675	346
YDR320C	P69851	347
YDR322W	Q06678	348
YDR324C	Q06679	349
YDR325W	Q06680	350
YDR328C	P52286	351
YDR334W	Q05471	352
YDR337W	P21771	353
YDR347W	P10662	354
YDR349C	Q06325	355
YDR353W	P29509	356
YDR357C	Q06333	357
YDR359C	Q06337	358
YDR361C	Q06338	359
YDR362C	Q06339	360
YDR363W-A	O94742	361
YDR364C	P40968	362
YDR365C	Q06344	363
YDR369C	P33301	364
YDR378C	Q06406	365
YDR381W	Q12159	366
YDR382W	P02400	367
YDR383C	Q12493	368
YDR388W	P39743	369
YDR390C	P52488	370
YDR392W	P06844	371
YDR394W	P33298	372
YDR398W	Q04177	373
YDR404C	P34087	374
YDR405W	P32387	375
YDR407C	Q04183	376
YDR415C	Q04033	377
YDR416W	Q04048	378
YDR418W	P0CX54	379
YDR422C	P32578	380
YDR425W	Q04053	381
YDR427W	Q04062	382
YDR429C	Q04067	383
YDR432W	Q01560	384
YDR443C	P38931	385
YDR448W	Q02336	386
YDR449C	Q02354	387
YDR460W	Q03290	388
YDR462W	P36527	389
YDR469W	Q03323	390
YDR471W	P0C2H7	391
YDR472W	Q03337	392
YDR473C	Q03338	393
YDR477W	P06782	394
YDR478W	P40993	395
YDR484W	P39904	396
YDR485C	Q03388	397
YDR489W	Q03406	398
YDR490C	Q03407	399
YDR496C	Q04373	400
YDR498C	P28791	401
YDR502C	P19358	402
YDR507C	Q12263	403
YDR517W	Q04410	404
YEL002C	P33767	405
YEL003W	P40005	406
YEL013W	P39968	407
YEL015W	P39998	408
YEL018W	P39995	409
YEL022W	P39993	410
YEL026W	P39990	411
YEL034W	P23301	412
YEL036C	P32629	413
YEL037C	P32628	414
YEL051W	P32610	415
YEL053C	Q02197	416
YEL054C	P0CX53	417
YEL055C	P39985	418
YEL056W	P39984	419
YEL058W	P38628	420
YER006W	P40010	421
YER007C-A	P89886	422
YER008C	P33332	423
YER012W	P22141	424
YER017C	P39925	425
YER018C	P40014	426
YER021W	P40016	427
YER022W	P32569	428
YER025W	P32481	429
YER027C	Q04739	430
YER029C	P40018	431
YER031C	P38555	432
YER043C	P39954	433
YER048W-A	Q6Q560	434
YER050C	P40033	435
YER071C	P40045	436
YER074W	P0CX31	437
YER081W	P40054	438
YER082C	P40055	439
YER083C	P40056	440
YER086W	P00927	441
YER089C	P39966	442
YER090W	P00899	443
YER092W	P40060	444
YER094C	P25451	445
YER104W	P40063	446
YER107C	P40066	447
YER110C	P40069	448
YER111C	P25302	449
YER112W	P40070	450
YER120W	P40075	451
YER122C	P38682	452
YER125W	P39940	453
YER126C	P40078	454
YER127W	P40079	455
YER129W	P38990	456
YER131W	P39939	457
YER133W	P32598	458
YER136W	P39958	459
YER139C	P40084	460
YER140W	P40085	461
YER146W	P40089	462
YER147C	P40090	463
YER148W	P13393	464
YER149C	P40091	465
YER151C	Q01477	466
YER157W	P40094	467
YER162C	P14736	468
YER164W	P32657	469
YER165W	P04147	470
YER171W	P06839	471
YER172C	P32639	472
YER177W	P29311	473
YER178W	P16387	474
YFL002C	P25808	475
YFL007W	P43583	476
YFL008W	P32908	477
YFL013C	P43579	478
YFL017W-A	P40204	479
YFL018C	P09624	480
YFL022C	P15625	481
YFL023W	P43573	482
YFL024C	P43572	483
YFL028C	P43569	484
YFL034W	P43564	485
YFL037W	P02557	486
YFL039C	P60010	487
YFL045C	P07283	488
YFL049W	P43554	489
YFR001W	P43586	490
YFR002W	P34077	491
YFR004W	P43588	492
YFR009W	P43535	493
YFR010W	P43593	494
YFR013W	P43596	495
YFR015C	P23337	496
YFR021W	P43601	497
YFR024C-A	P43603	498
YFR031C	P0CX45	499
YFR031C-A	P0CX45	500
YFR032C-A	P05747	501
YFR037C	P43609	502
YFR040W	P43612	503
YFR049W	P19955	504
YFR050C	P30657	505
YFR051C	P43621	506
YFR052W	P32496	507
YGL005C	P53195	508
YGL011C	P21243	509
YGL014W	P25339	510
YGL019W	P43639	511
YGL022W	P39007	512
YGL025C	P40356	513
YGL030W	P14120	514
YGL031C	P04449	515
YGL043W	P07273	516
YGL044C	P25299	517
YGL048C	Q01939	518
YGL049C	P39936	519
YGL058W	P06104	520
YGL061C	P53168	521
YGL066W	P53165	522
YGL070C	P27999	523
YGL076C	P05737	524
YGL086W	P40957	525
YGL087C	P53152	526
YGL092W	P49687	527
YGL094C	P53010	528
YGL097W	P21827	529
YGL098W	P53146	530
YGL099W	P53145	531
YGL100W	P53011	532
YGL103W	P02406	533
YGL105W	P46672	534
YGL106W	P53141	535
YGL111W	P53136	536
YGL112C	P53040	537
YGL115W	P12904	538
YGL120C	P53131	539
YGL122C	P32505	540
YGL123W	P25443	541
YGL125W	P53128	542
YGL127C	P38633	543
YGL128C	P52868	544
YGL129C	Q01163	545
YGL130W	Q01159	546
YGL133W	P53125	547
YGL137W	P41811	548
YGL145W	P33891	549
YGL147C	P05738	550
YGL150C	P53115	551
YGL151W	P53114	552
YGL153W	P53112	553
YGL155W	P18898	554
YGL171W	P45818	555
YGL172W	Q02199	556
YGL173C	P22147	557
YGL189C	P39938	558
YGL190C	Q00362	559
YGL194C	P53096	560
YGL195W	P33892	561
YGL197W	P53094	562
YGL200C	P32803	563
YGL206C	P22137	564
YGL207W	P32558	565
YGL208W	P34164	566
YGL213C	Q02793	567
YGL223C	P53079	568
YGL227W	P53076	569
YGL233W	P22224	570
YGL237C	P06774	571
YGL240W	P53068	572
YGL241W	P53067	573
YGL242C	P53066	574
YGL244W	P53064	575
YGL245W	P46655	576
YGL246C	P53063	577
YGL252C	P32608	578
YGR002C	P53201	579
YGR005C	P41896	580
YGR010W	P53204	581
YGR013W	P53207	582
YGR017W	P53210	583
YGR020C	P39111	584
YGR027C	Q3E792	585
YGR030C	P53218	586
YGR047C	P33339	587
YGR048W	P53044	588
YGR054W	P53235	589
YGR056W	P53236	590
YGR063C	P32914	591
YGR071C	P53246	592
YGR074W	Q02260	593
YGR075C	Q00723	594
YGR076C	P23369	595
YGR078C	P48363	596
YGR081C	P53251	597
YGR083C	P12754	598
YGR084C	P12686	599
YGR085C	Q3E757	600
YGR086C	P53252	601
YGR090W	P53254	602
YGR091W	P49704	603
YGR095C	P53256	604
YGR103W	P53261	605
YGR104C	P32585	606
YGR113W	P53267	607
YGR116W	P23615	608
YGR118W	P0CX29	609
YGR119C	P48837	610
YGR120C	P53271	611
YGR124W	P49090	612
YGR128C	P53276	613
YGR130C	P53278	614
YGR132C	P40961	615
YGR134W	P53280	616
YGR135W	P23638	617
YGR145W	P48234	618
YGR156W	P39927	619
YGR158C	P48240	620
YGR159C	P27476	621
YGR161C	Q12316	622
YGR162W	P39935	623
YGR165W	P53292	624
YGR166W	P32893	625
YGR167W	P17891	626
YGR173W	P53295	627
YGR175C	P32476	628
YGR178C	P53297	629
YGR179C	P53298	630
YGR180C	P49723	631
YGR186W	P41895	632
YGR192C	P00359	633
YGR193C	P16451	634
YGR195W	P46948	635
YGR196C	P46949	636
YGR200C	P42935	637
YGR206W	P42939	638
YGR214W	P32905	639
YGR215W	P53305	640
YGR218W	P30822	641
YGR220C	P31334	642
YGR231C	P50085	643
YGR232W	P50086	644
YGR233C	P17442	645
YGR234W	P39676	646
YGR238C	P50090	647
YGR240C	P16861	648
YGR244C	P53312	649
YGR245C	P53313	650
YGR250C	P53316	651
YGR252W	Q03330	652
YGR253C	P32379	653
YGR254W	P00924	654
YGR261C	P46682	655
YGR262C	P53323	656
YGR264C	P00958	657
YGR274C	P46677	658
YGR275W	P53330	659
YGR278W	P53333	660
YGR283C	P53336	661
YGR285C	P32527	662
YHL001W	P38754	663
YHL002W	P38753	664
YHL004W	P32902	665
YHL011C	P38689	666
YHL015W	P38701	667
YHL019C	P38700	668
YHL020C	P21957	669
YHL025W	P18888	670
YHL029C	P38738	671
YHL030W	P38737	672
YHL033C	P17076	673
YHL034C	P10080	674
YHR010W	P0C2H6	675
YHR012W	P38759	676
YHR013C	P07347	677
YHR020W	P38708	678
YHR023W	P08964	679
YHR024C	P11914	680
YHR027C	P38764	681
YHR029C	P38765	682
YHR034C	P38768	683
YHR041C	P34162	684
YHR052W	P38779	685
YHR058C	P38782	686
YHR062C	P38786	687
YHR064C	P38788	688
YHR069C	P38792	689
YHR081W	P38801	690
YHR084W	P13574	691
YHR085W	P38803	692
YHR086W	Q00539	693
YHR088W	P38805	694
YHR089C	P28007	695
YHR090C	P38806	696
YHR099W	P38811	697
YHR102W	P38692	698
YHR106W	P38816	699
