YMR056C	YNR056C
YNL141W	YKL086W
YKL106W	YLR447C
YLR027C	YMR059W
YJR108W	YHR114W
YJR108W	YER081W
YER045C	YGL181W
YNR016C	YJR064W
YNR016C	YDL047W
YNR016C	YDR398W
YNR016C	YLR386W
YLR131C	YPR086W
YLR131C	YMR304W
YLR304C	YDR480W
YLR304C	YOR005C
YLR304C	YMR049C
YLR304C	YJR035W
YLR304C	YAR007C
YLR304C	YMR059W
YLR304C	YIL007C
YAL054C	YLR049C
YFL039C	YMR092C
YFL039C	YNL271C
YFL039C	YLL050C
YFL039C	YFL024C
YFL039C	YCL040W
YFL039C	YPL242C
YFL039C	YOR181W
YFL039C	YAL029C
YFL039C	YDL002C
YFL039C	YOR122C
YFL039C	YLR196W
YFL039C	YDR388W
YFL039C	YDR129C
YFL039C	YOR367W
YFL039C	YNL243W
YFL039C	YIL138C
YFL039C	YLR337C
YDR448W	YDR216W
YDR448W	YOR023C
YDR448W	YDL165W
YDR448W	YPL181W
YDR448W	YBR278W
YDR448W	YEL009C
YDR448W	YGR252W
YDR448W	YPL254W
YDR448W	YDR392W
YDR448W	YBR253W
YDR448W	YBR198C
YDR448W	YHR099W
YOR128C	YNL159C
YOR128C	YPR111W
YOR128C	YCR012W
YOR128C	YCR066W
YOR128C	YPR054W
YOR128C	YML064C
YOR128C	YDR271C
YOR128C	YPR045C
YOR128C	YPR085C
YDR216W	YDL029W
YDR216W	YGR252W
YDR216W	YBR017C
YDR216W	YPR086W
YDR216W	YBR198C
YCR010C	YFL055W
YCR010C	YJR040W
YCR010C	YCR061W
YDL239C	YLR242C
YDL239C	YLR423C
YDL239C	YML042W
YDL239C	YPL049C
YDL239C	YAR018C
YDL239C	YKL103C
YDL239C	YPL070W
YDL239C	YDL030W
YDL239C	YHR184W
YDL239C	YCL032W
YDL239C	YAL028W
YDL239C	YLR072W
YDL239C	YOL083W
YDL239C	YOR324C
YMR064W	YDR034C
YLR397C	YLR074C
YER017C	YBR247C
YER017C	YBR034C
YER017C	YFL018C
YDR085C	YPL242C
YDR085C	YMR059W
YFL055W	YOR076C
YOR023C	YNL118C
YOR023C	YDL030W
YOR023C	YJL187C
YOR023C	YCR082W
YOR023C	YLR424W
YLR109W	YGL090W
YLR109W	YMR022W
YLR109W	YNL312W
YLR109W	YLR340W
YLR109W	YMR059W
YMR092C	YLR102C
YMR092C	YLL050C
YDR264C	YPL242C
YOR374W	YLR447C
YNL148C	YJR064W
YGL021W	YLL015W
YGL021W	YLR133W
YFL050C	YLL061W
YGR225W	YKL022C
YBR211C	YKL002W
YPR128C	YMR306W
YPR128C	YAR027W
YPR128C	YAR028W
YPR180W	YER136W
YPR180W	YJL001W
YPR180W	YDR390C
YPR180W	YLR249W
YNL172W	YDR118W
YNL172W	YKL022C
YNL172W	YFR036W
YDR118W	YLR102C
YDR118W	YFR036W
YLR102C	YKL022C
YLR102C	YML092C
YLR102C	YNL176C
YMR159C	YPL149W
YMR159C	YGR097W
YMR159C	YLR288C
YMR159C	YPL070W
YMR159C	YML064C
YPL149W	YJL167W
