# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0010499	BP	e	proteasomal ubiquitin-independent protein catabolic process	14/15	17/6920	1.5597747975639752e-39	8	14	7.15312722162839e-36	PRE1, PRE10, PRE2, PRE3, PRE4, PRE5, PRE6, PRE7, PRE8, PRE9, PUP1, PUP2, PUP3, SCL1
GO:0043161	BP	e	proteasome-mediated ubiquitin-dependent protein catabolic process	14/15	122/6920	1.933640162031998e-24	9	14	4.433836891539371e-21	PRE1, PRE10, PRE2, PRE3, PRE4, PRE5, PRE6, PRE7, PRE8, PRE9, PUP1, PUP2, PUP3, SCL1
GO:0010498	BP	e	proteasomal protein catabolic process	14/15	175/6920	3.8143848789130622e-22	7	14	5.830923018231768e-19	PRE1, PRE10, PRE2, PRE3, PRE4, PRE5, PRE6, PRE7, PRE8, PRE9, PUP1, PUP2, PUP3, SCL1
GO:0006511	BP	e	ubiquitin-dependent protein catabolic process	14/15	182/6920	6.739404052670842e-22	8	14	7.726726746387119e-19	PRE1, PRE10, PRE2, PRE3, PRE4, PRE5, PRE6, PRE7, PRE8, PRE9, PUP1, PUP2, PUP3, SCL1
GO:0019941	BP	e	modification-dependent protein catabolic process	14/15	188/6920	1.0783469277444874e-21	7	14	9.89059802127244e-19	PRE1, PRE10, PRE2, PRE3, PRE4, PRE5, PRE6, PRE7, PRE8, PRE9, PUP1, PUP2, PUP3, SCL1
GO:0043632	BP	e	modification-dependent macromolecule catabolic process	14/15	193/6920	1.5767693063790687e-21	5	14	1.2051773398424016e-18	PRE1, PRE10, PRE2, PRE3, PRE4, PRE5, PRE6, PRE7, PRE8, PRE9, PUP1, PUP2, PUP3, SCL1
GO:0030163	BP	e	protein catabolic process	14/15	208/6920	4.6496014358765044e-21	5	14	3.046153169275664e-18	PRE1, PRE10, PRE2, PRE3, PRE4, PRE5, PRE6, PRE7, PRE8, PRE9, PUP1, PUP2, PUP3, SCL1
GO:0051603	BP	e	proteolysis involved in protein catabolic process	14/15	250/6920	6.552323995050277e-20	6	14	3.756119730162571e-17	PRE1, PRE10, PRE2, PRE3, PRE4, PRE5, PRE6, PRE7, PRE8, PRE9, PUP1, PUP2, PUP3, SCL1
GO:0006508	BP	e	proteolysis	14/15	394/6920	4.2943628957892657e-17	5	14	2.1882164711210637e-14	PRE1, PRE10, PRE2, PRE3, PRE4, PRE5, PRE6, PRE7, PRE8, PRE9, PUP1, PUP2, PUP3, SCL1
GO:0009057	BP	e	macromolecule catabolic process	14/15	447/6920	2.565195120963923e-16	4	14	1.176398482474055e-13	PRE1, PRE10, PRE2, PRE3, PRE4, PRE5, PRE6, PRE7, PRE8, PRE9, PUP1, PUP2, PUP3, SCL1
GO:0009056	BP	e	catabolic process	14/15	916/6920	6.124082672256949e-12	3	14	2.5531857395427606e-09	PRE1, PRE10, PRE2, PRE3, PRE4, PRE5, PRE6, PRE7, PRE8, PRE9, PUP1, PUP2, PUP3, SCL1
GO:0019538	BP	e	protein metabolic process	14/15	1267/6920	5.588722004413316e-10	4	14	2.1358232593532888e-07	PRE1, PRE10, PRE2, PRE3, PRE4, PRE5, PRE6, PRE7, PRE8, PRE9, PUP1, PUP2, PUP3, SCL1
GO:0043170	BP	e	macromolecule metabolic process	14/15	2675/6920	1.5648984554945333e-05	3	14	0.005520480243767638	PRE1, PRE10, PRE2, PRE3, PRE4, PRE5, PRE6, PRE7, PRE8, PRE9, PUP1, PUP2, PUP3, SCL1
GO:0080129	BP	e	proteasome core complex assembly	2/15	4/6920	2.6250182166855894e-05	7	2	0.008598809672657224	PRE2, PRE9
GO:0043248	BP	e	proteasome assembly	3/15	34/6920	4.736831669423435e-05	6	3	0.014482073357317249	PRE2, PRE4, PRE9
