# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0005839	CC	e	proteasome core complex	8/8	15/6920	4.9542533888877166e-23	3	8	2.5147686266608267e-20	PRE1, PRE2, PRE3, PRE4, PRE7, PRE8, PUP1, PUP3
GO:0019774	CC	e	proteasome core complex, beta-subunit complex	7/8	7/6920	5.322261643726618e-23	2	7	2.5147686266608267e-20	PRE1, PRE2, PRE3, PRE4, PRE7, PUP1, PUP3
GO:0000502	CC	e	proteasome complex	8/8	40/6920	5.920828225059708e-19	5	8	1.865060890893808e-16	PRE1, PRE2, PRE3, PRE4, PRE7, PRE8, PUP1, PUP3
GO:1905369	CC	e	endopeptidase complex	8/8	54/6920	8.010460242625074e-18	4	8	1.8924712323201736e-15	PRE1, PRE2, PRE3, PRE4, PRE7, PRE8, PUP1, PUP3
GO:1905368	CC	e	peptidase complex	8/8	80/6920	2.231726560386885e-16	3	8	4.217963199131213e-14	PRE1, PRE2, PRE3, PRE4, PRE7, PRE8, PUP1, PUP3
GO:0140535	CC	e	intracellular protein-containing complex	8/8	410/6920	1.4234373116808438e-10	2	8	2.241913765897329e-08	PRE1, PRE2, PRE3, PRE4, PRE7, PRE8, PUP1, PUP3
GO:0034515	CC	e	proteasome storage granule	4/8	21/6920	4.354176570883246e-09	5	4	5.878138370692382e-07	PRE3, PRE4, PRE8, PUP1
GO:1902494	CC	e	catalytic complex	8/8	851/6920	5.0817593825998325e-08	2	8	6.002828270696052e-06	PRE1, PRE2, PRE3, PRE4, PRE7, PRE8, PUP1, PUP3
GO:0005829	CC	e	cytosol	7/8	1178/6920	2.7813474820372334e-05	2	7	0.0029204148561390946	PRE1, PRE2, PRE3, PRE4, PRE7, PUP1, PUP3
GO:0032991	CC	e	protein-containing complex	8/8	2176/6920	9.475136802878945e-05	1	8	0.008954004278720604	PRE1, PRE2, PRE3, PRE4, PRE7, PRE8, PUP1, PUP3
GO:0005634	CC	e	nucleus	8/8	2331/6920	0.00016444662856246404	5	8	0.01412746036286623	PRE1, PRE2, PRE3, PRE4, PRE7, PRE8, PUP1, PUP3
GO:0005737	CC	e	cytoplasm	8/8	2615/6920	0.00041307417537481556	2	8	0.03252959131076673	PRE1, PRE2, PRE3, PRE4, PRE7, PRE8, PUP1, PUP3
