# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0001003	MF	e	RNA polymerase III type 2 promoter sequence-specific DNA binding	6/6	7/6920	4.599764625590729e-20	9	6	3.966530362134405e-17	TFC1, TFC3, TFC4, TFC6, TFC7, TFC8
GO:0080084	MF	e	5S rDNA binding	6/6	7/6920	4.599764625590729e-20	7	6	3.966530362134405e-17	TFC1, TFC3, TFC4, TFC6, TFC7, TFC8
GO:0001002	MF	e	RNA polymerase III type 1 promoter sequence-specific DNA binding	6/6	7/6920	4.599764625590729e-20	9	6	3.966530362134405e-17	TFC1, TFC3, TFC4, TFC6, TFC7, TFC8
GO:0000992	MF	e	RNA polymerase III cis-regulatory region sequence-specific DNA binding	6/6	9/6920	5.519717550708876e-19	8	6	3.5698773259209657e-16	TFC1, TFC3, TFC4, TFC6, TFC7, TFC8
GO:0001016	MF	e	RNA polymerase III transcription regulatory region sequence-specific DNA binding	6/6	10/6920	1.3799293876772191e-18	7	6	7.1397546518419315e-16	TFC1, TFC3, TFC4, TFC6, TFC7, TFC8
GO:0000182	MF	e	rDNA binding	6/6	18/6920	1.2198575787066618e-16	6	6	5.2596192601902236e-14	TFC1, TFC3, TFC4, TFC6, TFC7, TFC8
GO:0008301	MF	e	DNA binding, bending	5/6	28/6920	4.453377116381305e-12	4	5	1.6458409428683479e-09	TFC1, TFC3, TFC4, TFC7, TFC8
GO:0000987	MF	e	cis-regulatory region sequence-specific DNA binding	6/6	116/6920	1.949778146364523e-11	7	6	6.305095080806277e-09	TFC1, TFC3, TFC4, TFC6, TFC7, TFC8
GO:0000976	MF	e	transcription cis-regulatory region binding	6/6	174/6920	2.321456805073422e-10	6	6	6.438313597129418e-08	TFC1, TFC3, TFC4, TFC6, TFC7, TFC8
GO:0001067	MF	e	transcription regulatory region nucleic acid binding	6/6	176/6920	2.488718050687831e-10	3	6	6.438313597129418e-08	TFC1, TFC3, TFC4, TFC6, TFC7, TFC8
GO:1990837	MF	e	sequence-specific double-stranded DNA binding	6/6	235/6920	1.4413601609850726e-09	5	6	3.3898170331530756e-07	TFC1, TFC3, TFC4, TFC6, TFC7, TFC8
GO:0003690	MF	e	double-stranded DNA binding	6/6	302/6920	6.586332742086863e-09	4	6	1.4199035669815595e-06	TFC1, TFC3, TFC4, TFC6, TFC7, TFC8
GO:0043565	MF	e	sequence-specific DNA binding	6/6	317/6920	8.830606869384919e-09	4	6	1.757290767007599e-06	TFC1, TFC3, TFC4, TFC6, TFC7, TFC8
GO:0003677	MF	e	DNA binding	6/6	676/6920	8.51769912667786e-07	3	6	0.00015739491171939732	TFC1, TFC3, TFC4, TFC6, TFC7, TFC8
GO:0000995	MF	e	RNA polymerase III general transcription initiation factor activity	2/6	5/6920	6.258488850844821e-06	2	2	0.0010793807104757035	TFC6, TFC7
GO:0003676	MF	e	nucleic acid binding	6/6	1751/6920	0.0002607940323833732	2	6	0.04216713511098665	TFC1, TFC3, TFC4, TFC6, TFC7, TFC8
