# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0034271	CC	e	phosphatidylinositol 3-kinase complex, class III, type I	4/4	5/6920	5.237613986221396e-14	7	4	4.949545216979218e-11	ATG14, VPS15, VPS30, VPS34
GO:0005942	CC	e	phosphatidylinositol 3-kinase complex	4/4	6/6920	1.5712841958664185e-13	5	4	4.949545216979218e-11	ATG14, VPS15, VPS30, VPS34
GO:0035032	CC	e	phosphatidylinositol 3-kinase complex, class III	4/4	6/6920	1.5712841958664185e-13	6	4	4.949545216979218e-11	ATG14, VPS15, VPS30, VPS34
GO:0034272	CC	e	phosphatidylinositol 3-kinase complex, class III, type II	3/4	4/6920	2.8979718185762987e-10	7	3	6.846458421386506e-08	VPS15, VPS30, VPS34
GO:0044232	CC	e	organelle membrane contact site	4/4	61/6920	5.4665500935591325e-09	2	4	9.579844767463281e-07	ATG14, VPS15, VPS30, VPS34
GO:0120095	CC	e	vacuole-isolation membrane contact site	3/4	9/6920	6.082441122198908e-09	3	3	9.579844767463281e-07	ATG14, VPS15, VPS30
GO:0061695	CC	e	transferase complex, transferring phosphorus-containing groups	4/4	135/6920	1.3861696334671997e-07	4	4	1.8713290051807197e-05	ATG14, VPS15, VPS30, VPS34
GO:0000407	CC	e	phagophore assembly site	3/4	41/6920	7.692107600879152e-07	2	3	9.086302103538497e-05	ATG14, VPS30, VPS34
GO:0000329	CC	e	fungal-type vacuole membrane	4/4	220/6920	9.9479882743724e-07	7	4	9.400848919281919e-05	ATG14, VPS15, VPS30, VPS34
GO:0098852	CC	e	lytic vacuole membrane	4/4	220/6920	9.9479882743724e-07	6	4	9.400848919281919e-05	ATG14, VPS15, VPS30, VPS34
GO:0005774	CC	e	vacuolar membrane	4/4	290/6920	3.0235869813397617e-06	5	4	0.00025975360885146137	ATG14, VPS15, VPS30, VPS34
GO:0098796	CC	e	membrane protein complex	4/4	336/6920	5.46420552803434e-06	2	4	0.0004303061853327043	ATG14, VPS15, VPS30, VPS34
GO:0010008	CC	e	endosome membrane	3/4	101/6920	1.194667565119155e-05	6	3	0.0008203850762592087	VPS15, VPS30, VPS34
GO:1990234	CC	e	transferase complex	4/4	410/6920	1.2153852981617907e-05	3	4	0.0008203850762592087	ATG14, VPS15, VPS30, VPS34
GO:0071561	CC	e	nucleus-vacuole junction	2/4	13/6920	1.950766147146669e-05	3	2	0.0012289826727024016	VPS15, VPS34
GO:0030659	CC	e	cytoplasmic vesicle membrane	3/4	149/6920	3.8527000759450065e-05	5	3	0.002185114318835022	VPS15, VPS30, VPS34
GO:0012506	CC	e	vesicle membrane	3/4	150/6920	3.930893483618558e-05	4	3	0.002185114318835022	VPS15, VPS30, VPS34
GO:0005768	CC	e	endosome	3/4	175/6920	6.242915643856786e-05	7	3	0.0032775307130248127	VPS15, VPS30, VPS34
GO:0098588	CC	e	bounding membrane of organelle	4/4	635/6920	7.029687400849772e-05	4	4	0.0034963445230542286	ATG14, VPS15, VPS30, VPS34
GO:0034045	CC	e	phagophore assembly site membrane	2/4	27/6920	8.754755740063831e-05	3	2	0.00413662208718016	ATG14, VPS30
GO:1902494	CC	e	catalytic complex	4/4	851/6920	0.00022730253010368705	2	4	0.010228613854665917	ATG14, VPS15, VPS30, VPS34
GO:0031410	CC	e	cytoplasmic vesicle	3/4	279/6920	0.00025168858626780873	6	3	0.010341118001003445	VPS15, VPS30, VPS34
GO:0097708	CC	e	intracellular vesicle	3/4	279/6920	0.00025168858626780873	5	3	0.010341118001003445	VPS15, VPS30, VPS34
GO:0031982	CC	e	vesicle	3/4	284/6920	0.0002653663531549982	4	3	0.010448800155478053	VPS15, VPS30, VPS34
GO:0031090	CC	e	organelle membrane	4/4	1298/6920	0.001233223182368261	3	4	0.04661583629352027	ATG14, VPS15, VPS30, VPS34
