# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0006511	BP	e	ubiquitin-dependent protein catabolic process	9/10	182/6920	4.839248131205971e-14	8	9	1.2672913205613245e-10	RPN11, RPN12, RPN13, RPN3, RPN6, RPN7, RPN8, RPN9, SEM1
GO:0019941	BP	e	modification-dependent protein catabolic process	9/10	188/6920	6.516844614084762e-14	7	9	1.2672913205613245e-10	RPN11, RPN12, RPN13, RPN3, RPN6, RPN7, RPN8, RPN9, SEM1
GO:0043632	BP	e	modification-dependent macromolecule catabolic process	9/10	193/6920	8.290174360409885e-14	5	9	1.2672913205613245e-10	RPN11, RPN12, RPN13, RPN3, RPN6, RPN7, RPN8, RPN9, SEM1
GO:0051603	BP	e	proteolysis involved in protein catabolic process	9/10	250/6920	8.823834645536419e-13	6	9	1.0116526421107504e-09	RPN11, RPN12, RPN13, RPN3, RPN6, RPN7, RPN8, RPN9, SEM1
GO:0006508	BP	e	proteolysis	9/10	394/6920	5.4759814833051446e-11	5	9	5.022570216487479e-08	RPN11, RPN12, RPN13, RPN3, RPN6, RPN7, RPN8, RPN9, SEM1
GO:0009057	BP	e	macromolecule catabolic process	9/10	447/6920	1.711457249860979e-10	4	9	1.3081238246437414e-07	RPN11, RPN12, RPN13, RPN3, RPN6, RPN7, RPN8, RPN9, SEM1
GO:0019538	BP	e	protein metabolic process	10/10	1267/6920	4.1121329400151484e-08	4	10	2.6940345232727815e-05	RPN11, RPN12, RPN13, RPN3, RPN5, RPN6, RPN7, RPN8, RPN9, SEM1
GO:0043248	BP	e	proteasome assembly	4/10	34/6920	9.991215713417526e-08	6	4	5.418090719343279e-05	RPN11, RPN6, RPN9, SEM1
GO:0009056	BP	e	catabolic process	9/10	916/6920	1.0632973500673683e-07	3	9	5.418090719343279e-05	RPN11, RPN12, RPN13, RPN3, RPN6, RPN7, RPN8, RPN9, SEM1
GO:0043161	BP	e	proteasome-mediated ubiquitin-dependent protein catabolic process	5/10	122/6920	3.684985747751835e-07	9	5	0.00016899344639189915	RPN11, RPN12, RPN7, RPN8, SEM1
GO:0010498	BP	e	proteasomal protein catabolic process	5/10	175/6920	2.2220324806312434e-06	7	5	0.0009263855414704437	RPN11, RPN12, RPN7, RPN8, SEM1
GO:0030163	BP	e	protein catabolic process	5/10	208/6920	5.212725727089067e-06	5	5	0.001992130015369205	RPN11, RPN12, RPN7, RPN8, SEM1
GO:0043170	BP	e	macromolecule metabolic process	10/10	2675/6920	7.373740149967785e-05	3	10	0.02601228640596328	RPN11, RPN12, RPN13, RPN3, RPN5, RPN6, RPN7, RPN8, RPN9, SEM1
