# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0001003	MF	e	RNA polymerase III type 2 promoter sequence-specific DNA binding	5/5	7/6920	1.590368619297995e-16	9	5	1.371427872707971e-13	TFC1, TFC3, TFC4, TFC6, TFC7
GO:0080084	MF	e	5S rDNA binding	5/5	7/6920	1.590368619297995e-16	7	5	1.371427872707971e-13	TFC1, TFC3, TFC4, TFC6, TFC7
GO:0001002	MF	e	RNA polymerase III type 1 promoter sequence-specific DNA binding	5/5	7/6920	1.590368619297995e-16	9	5	1.371427872707971e-13	TFC1, TFC3, TFC4, TFC6, TFC7
GO:0000992	MF	e	RNA polymerase III cis-regulatory region sequence-specific DNA binding	5/5	9/6920	9.542211715787968e-16	8	5	6.171425427185868e-13	TFC1, TFC3, TFC4, TFC6, TFC7
GO:0001016	MF	e	RNA polymerase III transcription regulatory region sequence-specific DNA binding	5/5	10/6920	1.9084423431575935e-15	7	5	9.87428068349739e-13	TFC1, TFC3, TFC4, TFC6, TFC7
GO:0000182	MF	e	rDNA binding	5/5	18/6920	6.488703966735819e-14	6	5	2.7977128603242606e-11	TFC1, TFC3, TFC4, TFC6, TFC7
GO:0008301	MF	e	DNA binding, bending	4/5	28/6920	1.0694242936235049e-09	4	4	3.9279038273671545e-07	TFC1, TFC3, TFC4, TFC7
GO:0000987	MF	e	cis-regulatory region sequence-specific DNA binding	5/5	116/6920	1.2146590884784396e-09	7	5	3.9279038273671545e-07	TFC1, TFC3, TFC4, TFC6, TFC7
GO:0000976	MF	e	transcription cis-regulatory region binding	5/5	174/6920	9.498741897682078e-09	6	5	2.603563656383036e-06	TFC1, TFC3, TFC4, TFC6, TFC7
GO:0001067	MF	e	transcription regulatory region nucleic acid binding	5/5	176/6920	1.0064026503220085e-08	3	5	2.603563656383036e-06	TFC1, TFC3, TFC4, TFC6, TFC7
GO:1990837	MF	e	sequence-specific double-stranded DNA binding	5/5	235/6920	4.3334806579181656e-08	5	5	1.019155860184936e-05	TFC1, TFC3, TFC4, TFC6, TFC7
GO:0003690	MF	e	double-stranded DNA binding	5/5	302/6920	1.5334845424757797e-07	4	5	3.305937092820702e-05	TFC1, TFC3, TFC4, TFC6, TFC7
GO:0043565	MF	e	sequence-specific DNA binding	5/5	317/6920	1.9571681571088685e-07	4	5	3.894764632646648e-05	TFC1, TFC3, TFC4, TFC6, TFC7
GO:0000995	MF	e	RNA polymerase III general transcription initiation factor activity	2/5	5/6920	4.173532734210084e-06	2	2	0.0007712092273858205	TFC6, TFC7
GO:0003677	MF	e	DNA binding	5/5	676/6920	8.777926894333444e-06	3	5	0.0015138997917093747	TFC1, TFC3, TFC4, TFC6, TFC7
GO:0140223	MF	e	general transcription initiation factor activity	2/5	34/6920	0.00023217774520144254	1	2	0.037540239177258246	TFC6, TFC7
