# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0000502	CC	e	proteasome complex	12/12	40/6920	2.240657743031e-28	5	12	2.117421567164295e-25	ECM29, RPN1, RPN10, RPN11, RPN12, RPN13, RPN5, RPN6, RPN7, RPN8, RPN9, RPT1
GO:1905369	CC	e	endopeptidase complex	12/12	54/6920	1.3756599201801046e-26	4	12	6.499993122850994e-24	ECM29, RPN1, RPN10, RPN11, RPN12, RPN13, RPN5, RPN6, RPN7, RPN8, RPN9, RPT1
GO:1905368	CC	e	peptidase complex	12/12	80/6920	2.4162457075771663e-24	3	12	7.611173978868074e-22	ECM29, RPN1, RPN10, RPN11, RPN12, RPN13, RPN5, RPN6, RPN7, RPN8, RPN9, RPT1
GO:0008541	CC	e	proteasome regulatory particle, lid subcomplex	8/12	10/6920	1.7131698747783473e-22	2	8	4.0473638291638454e-20	RPN11, RPN12, RPN13, RPN5, RPN6, RPN7, RPN8, RPN9
GO:0034515	CC	e	proteasome storage granule	8/12	21/6920	7.70319327831637e-19	5	8	1.455903529601794e-16	RPN1, RPN11, RPN12, RPN13, RPN5, RPN6, RPN8, RPN9
GO:0140535	CC	e	intracellular protein-containing complex	12/12	410/6920	1.6058456357289864e-15	2	12	2.5292068762731537e-13	ECM29, RPN1, RPN10, RPN11, RPN12, RPN13, RPN5, RPN6, RPN7, RPN8, RPN9, RPT1
GO:1902494	CC	e	catalytic complex	12/12	851/6920	1.1173550165666434e-11	2	12	1.5084292723649685e-09	ECM29, RPN1, RPN10, RPN11, RPN12, RPN13, RPN5, RPN6, RPN7, RPN8, RPN9, RPT1
GO:0005838	CC	e	proteasome regulatory particle	3/12	4/6920	1.5925017701246018e-08	2	3	1.8811427159596857e-06	RPN12, RPN7, RPN8
GO:0008540	CC	e	proteasome regulatory particle, base subcomplex	3/12	10/6920	4.749595587772941e-07	2	3	4.9870753671615875e-05	RPN1, RPN10, RPT1
GO:0032991	CC	e	protein-containing complex	12/12	2176/6920	9.153394255805394e-07	1	12	8.649957571736098e-05	ECM29, RPN1, RPN10, RPN11, RPN12, RPN13, RPN5, RPN6, RPN7, RPN8, RPN9, RPT1
GO:0043228	CC	e	membraneless organelle	8/12	1210/6920	0.0002173048865958361	3	8	0.017112759819422094	RPN1, RPN11, RPN12, RPN13, RPN5, RPN6, RPN8, RPN9
GO:0043232	CC	e	intracellular membraneless organelle	8/12	1210/6920	0.0002173048865958361	4	8	0.017112759819422094	RPN1, RPN11, RPN12, RPN13, RPN5, RPN6, RPN8, RPN9
GO:0005634	CC	e	nucleus	10/12	2331/6920	0.0005922931198208952	5	10	0.04305515371005738	ECM29, RPN1, RPN10, RPN11, RPN12, RPN13, RPN5, RPN7, RPN9, RPT1
