# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0030174	BP	e	regulation of DNA-templated DNA replication initiation	4/5	23/6920	4.627713982195091e-10	10	4	2.1222696322346687e-06	EAF3, RCO1, RPD3, SIN3
GO:0090329	BP	e	regulation of DNA-templated DNA replication	4/5	43/6920	6.434579693687272e-09	9	4	1.2568062512958169e-05	EAF3, RCO1, RPD3, SIN3
GO:1902679	BP	e	negative regulation of RNA biosynthetic process	5/5	179/6920	1.0962112963766393e-08	9	5	1.2568062512958169e-05	EAF3, RCO1, RPD3, SIN3, UME1
GO:0045892	BP	e	negative regulation of DNA-templated transcription	5/5	179/6920	1.0962112963766393e-08	10	5	1.2568062512958169e-05	EAF3, RCO1, RPD3, SIN3, UME1
GO:0051253	BP	e	negative regulation of RNA metabolic process	5/5	189/6920	1.44292311133889e-08	8	5	1.2587198425452284e-05	EAF3, RCO1, RPD3, SIN3, UME1
GO:0006275	BP	e	regulation of DNA replication	4/5	54/6920	1.6468205528284716e-08	8	4	1.2587198425452284e-05	EAF3, RCO1, RPD3, SIN3
GO:0016479	BP	e	negative regulation of transcription by RNA polymerase I	3/5	10/6920	2.17041600481569e-08	11	3	1.4219325425835363e-05	RPD3, SIN3, UME1
GO:0045934	BP	e	negative regulation of nucleobase-containing compound metabolic process	5/5	222/6920	3.252114249981068e-08	7	5	1.864274493801647e-05	EAF3, RCO1, RPD3, SIN3, UME1
GO:0006325	BP	e	chromatin organization	5/5	324/6920	2.1845182232203205e-07	4	5	0.00011131333968542655	EAF3, RCO1, RPD3, SIN3, UME1
GO:0051052	BP	e	regulation of DNA metabolic process	4/5	122/6920	4.537607424049711e-07	7	4	0.00020809467646691976	EAF3, RCO1, RPD3, SIN3
GO:0010558	BP	e	negative regulation of macromolecule biosynthetic process	5/5	444/6920	1.0646270306548555e-06	7	5	0.00044385268750756065	EAF3, RCO1, RPD3, SIN3, UME1
GO:0009890	BP	e	negative regulation of biosynthetic process	5/5	471/6920	1.4320282925437212e-06	6	5	0.0005450187010828535	EAF3, RCO1, RPD3, SIN3, UME1
GO:0006356	BP	e	regulation of transcription by RNA polymerase I	3/5	39/6920	1.642566969943815e-06	10	3	0.0005450187010828535	RPD3, SIN3, UME1
GO:0006357	BP	e	regulation of transcription by RNA polymerase II	5/5	487/6920	1.6935449121595607e-06	10	5	0.0005450187010828535	EAF3, RCO1, RPD3, SIN3, UME1
GO:0010605	BP	e	negative regulation of macromolecule metabolic process	5/5	492/6920	1.7826603829574365e-06	6	5	0.0005450187010828535	EAF3, RCO1, RPD3, SIN3, UME1
GO:0060195	BP	e	negative regulation of antisense RNA transcription	2/5	4/6920	2.504843897806241e-06	11	2	0.0007179508822087138	EAF3, RCO1
GO:0009892	BP	e	negative regulation of metabolic process	5/5	540/6920	2.844468528492612e-06	5	5	0.0007673372159804188	EAF3, RCO1, RPD3, SIN3, UME1
GO:2001141	BP	e	regulation of RNA biosynthetic process	5/5	581/6920	4.106611303676216e-06	8	5	0.000991206286245217	EAF3, RCO1, RPD3, SIN3, UME1
GO:0006355	BP	e	regulation of DNA-templated transcription	5/5	581/6920	4.106611303676216e-06	9	5	0.000991206286245217	EAF3, RCO1, RPD3, SIN3, UME1
GO:0060194	BP	e	regulation of antisense RNA transcription	2/5	6/6920	6.258488850844821e-06	10	2	0.0014341422241095775	EAF3, RCO1
GO:0051252	BP	e	regulation of RNA metabolic process	5/5	638/6920	6.567158025796147e-06	7	5	0.0014341422241095775	EAF3, RCO1, RPD3, SIN3, UME1
GO:0006368	BP	e	transcription elongation by RNA polymerase II	3/5	63/6920	7.100088380754087e-06	9	3	0.0014800456960971928	EAF3, RCO1, RPD3
