# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0042800	MF	e	histone H3K4 methyltransferase activity	6/6	11/6920	3.035844652889881e-18	8	6	7.853730117026124e-15	BRE2, SDC1, SET1, SPP1, SWD1, SWD3
GO:0140938	MF	e	histone H3 methyltransferase activity	6/6	13/6920	1.1275994425019562e-17	7	6	1.4585498788762806e-14	BRE2, SDC1, SET1, SPP1, SWD1, SWD3
GO:0042054	MF	e	histone methyltransferase activity	6/6	18/6920	1.2198575787066618e-16	6	6	1.0519238520380447e-13	BRE2, SDC1, SET1, SPP1, SWD1, SWD3
GO:0016278	MF	e	lysine N-methyltransferase activity	6/6	23/6920	6.633320566564391e-16	6	6	3.432080061140416e-13	BRE2, SDC1, SET1, SPP1, SWD1, SWD3
GO:0016279	MF	e	protein-lysine N-methyltransferase activity	6/6	23/6920	6.633320566564391e-16	7	6	3.432080061140416e-13	BRE2, SDC1, SET1, SPP1, SWD1, SWD3
GO:0008276	MF	e	protein methyltransferase activity	6/6	42/6920	3.4470544108884426e-14	5	6	1.4805165240217802e-11	BRE2, SDC1, SET1, SPP1, SWD1, SWD3
GO:0008170	MF	e	N-methyltransferase activity	6/6	43/6920	4.006036207248729e-14	5	6	1.4805165240217802e-11	BRE2, SDC1, SET1, SPP1, SWD1, SWD3
GO:0140993	MF	e	histone modifying activity	6/6	57/6920	2.384534541058886e-13	3	6	7.710988572149173e-11	BRE2, SDC1, SET1, SPP1, SWD1, SWD3
GO:0008757	MF	e	S-adenosylmethionine-dependent methyltransferase activity	6/6	84/6920	2.6710277529238594e-12	5	6	7.677720885348916e-10	BRE2, SDC1, SET1, SPP1, SWD1, SWD3
GO:0008168	MF	e	methyltransferase activity	6/6	100/6920	7.83308637338647e-12	4	6	2.0264194447950797e-09	BRE2, SDC1, SET1, SPP1, SWD1, SWD3
GO:0016741	MF	e	transferase activity, transferring one-carbon groups	6/6	110/6920	1.407430483419524e-11	3	6	3.3100206005511896e-09	BRE2, SDC1, SET1, SPP1, SWD1, SWD3
GO:0140096	MF	e	catalytic activity, acting on a protein	6/6	712/6920	1.1641579875409804e-06	2	6	0.0002509730594807097	BRE2, SDC1, SET1, SPP1, SWD1, SWD3
GO:0016740	MF	e	transferase activity	6/6	1029/6920	1.0677146172741952e-05	2	6	0.0021247520883756485	BRE2, SDC1, SET1, SPP1, SWD1, SWD3
