# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0046695	CC	e	SLIK (SAGA-like) complex	6/6	16/6920	5.2621307316757945e-17	8	6	4.972713541433625e-14	ADA2, GCN5, HFI1, NGG1, SPT20, TRA1
GO:0000124	CC	e	SAGA complex	6/6	20/6920	2.5469553841128097e-16	8	6	1.2034364189933025e-13	ADA2, GCN5, HFI1, NGG1, SPT20, TRA1
GO:0070461	CC	e	SAGA-type complex	6/6	22/6920	4.902889114417159e-16	7	6	1.5444100710414052e-13	ADA2, GCN5, HFI1, NGG1, SPT20, TRA1
GO:0000123	CC	e	histone acetyltransferase complex	6/6	46/6920	6.15502324150159e-14	6	6	1.4541242408047503e-11	ADA2, GCN5, HFI1, NGG1, SPT20, TRA1
GO:0031248	CC	e	protein acetyltransferase complex	6/6	54/6920	1.6971268563756428e-13	5	6	3.207569758549965e-11	ADA2, GCN5, HFI1, NGG1, SPT20, TRA1
GO:1902493	CC	e	acetyltransferase complex	6/6	59/6920	2.9607682146239144e-13	4	6	4.663209938032665e-11	ADA2, GCN5, HFI1, NGG1, SPT20, TRA1
GO:1905368	CC	e	peptidase complex	6/6	80/6920	1.974614557061342e-12	3	6	2.6657296520328115e-10	ADA2, GCN5, HFI1, NGG1, SPT20, TRA1
GO:0140671	CC	e	ADA complex	3/6	6/6920	7.2386460453992926e-09	8	3	8.550650641127914e-07	ADA2, GCN5, NGG1
GO:1990234	CC	e	transferase complex	6/6	410/6920	4.178764209387629e-08	3	6	3.9489321778713095e-06	ADA2, GCN5, HFI1, NGG1, SPT20, TRA1
GO:0140535	CC	e	intracellular protein-containing complex	6/6	410/6920	4.178764209387629e-08	2	6	3.9489321778713095e-06	ADA2, GCN5, HFI1, NGG1, SPT20, TRA1
GO:1902494	CC	e	catalytic complex	6/6	851/6920	3.4057351700659586e-06	2	6	0.00029258361233748466	ADA2, GCN5, HFI1, NGG1, SPT20, TRA1
