# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0000815	CC	e	ESCRT III complex	2/3	6/6920	1.8789950912677927e-06	3	2	0.0014263575277257778	SNF7, VPS24
GO:0010008	CC	e	endosome membrane	3/3	101/6920	3.018746090424927e-06	6	3	0.0014263575277257778	SNF7, VPS24, VPS4
GO:0005771	CC	e	multivesicular body	2/3	10/6920	5.634811559246817e-06	9	2	0.0017749656411627473	SNF7, VPS24
GO:0030659	CC	e	cytoplasmic vesicle membrane	3/3	149/6920	9.786678819431366e-06	5	3	0.0018874309151760491	SNF7, VPS24, VPS4
GO:0012506	CC	e	vesicle membrane	3/3	150/6920	9.986406958603434e-06	4	3	0.0018874309151760491	SNF7, VPS24, VPS4
GO:0036452	CC	e	ESCRT complex	2/3	15/6920	1.31415536374526e-05	2	2	0.0020697946978987846	SNF7, VPS24
GO:0005768	CC	e	endosome	3/3	175/6920	1.590389198164312e-05	7	3	0.002147025417521821	SNF7, VPS24, VPS4
GO:0031410	CC	e	cytoplasmic vesicle	3/3	279/6920	6.486326196775087e-05	6	3	0.006466297916908112	SNF7, VPS24, VPS4
GO:0097708	CC	e	intracellular vesicle	3/3	279/6920	6.486326196775087e-05	5	3	0.006466297916908112	SNF7, VPS24, VPS4
GO:0031982	CC	e	vesicle	3/3	284/6920	6.842643298315462e-05	4	3	0.006466297916908112	SNF7, VPS24, VPS4
GO:0005770	CC	e	late endosome	2/3	38/6920	8.77905705959483e-05	8	2	0.007542008110288286	SNF7, VPS24
