# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0000502	CC	e	proteasome complex	21/22	40/6920	3.457756774789437e-49	5	21	3.2675801521760177e-46	ECM29, RPN1, RPN10, RPN11, RPN12, RPN13, RPN2, RPN3, RPN5, RPN6, RPN7, RPN8, RPN9, RPT1, RPT2, RPT3, RPT4, RPT5, RPT6, SEM1, UBP6
GO:1905369	CC	e	endopeptidase complex	21/22	54/6920	1.3678297507984514e-45	4	21	6.4629955725226825e-43	ECM29, RPN1, RPN10, RPN11, RPN12, RPN13, RPN2, RPN3, RPN5, RPN6, RPN7, RPN8, RPN9, RPT1, RPT2, RPT3, RPT4, RPT5, RPT6, SEM1, UBP6
GO:1905368	CC	e	peptidase complex	21/22	80/6920	2.645644654770939e-41	3	21	8.333780662528459e-39	ECM29, RPN1, RPN10, RPN11, RPN12, RPN13, RPN2, RPN3, RPN5, RPN6, RPN7, RPN8, RPN9, RPT1, RPT2, RPT3, RPT4, RPT5, RPT6, SEM1, UBP6
GO:0008541	CC	e	proteasome regulatory particle, lid subcomplex	10/22	10/6920	9.379812269452284e-27	2	10	2.215980648658102e-24	RPN11, RPN12, RPN13, RPN3, RPN5, RPN6, RPN7, RPN8, RPN9, SEM1
GO:0140535	CC	e	intracellular protein-containing complex	21/22	410/6920	2.1457276712160726e-25	2	21	4.055425298598378e-23	ECM29, RPN1, RPN10, RPN11, RPN12, RPN13, RPN2, RPN3, RPN5, RPN6, RPN7, RPN8, RPN9, RPT1, RPT2, RPT3, RPT4, RPT5, RPT6, SEM1, UBP6
GO:0034515	CC	e	proteasome storage granule	11/22	21/6920	5.662080544316386e-24	5	11	8.917776857298307e-22	RPN1, RPN11, RPN12, RPN13, RPN2, RPN5, RPN6, RPN8, RPN9, RPT6, SEM1
GO:0008540	CC	e	proteasome regulatory particle, base subcomplex	9/22	10/6920	4.978010676202474e-23	2	9	6.72031441287334e-21	RPN1, RPN10, RPN2, RPT1, RPT2, RPT3, RPT4, RPT5, RPT6
GO:1902494	CC	e	catalytic complex	21/22	851/6920	1.2047281694191272e-18	2	21	1.423085150126344e-16	ECM29, RPN1, RPN10, RPN11, RPN12, RPN13, RPN2, RPN3, RPN5, RPN6, RPN7, RPN8, RPN9, RPT1, RPT2, RPT3, RPT4, RPT5, RPT6, SEM1, UBP6
GO:0005838	CC	e	proteasome regulatory particle	4/22	4/6920	7.662629261841902e-11	2	4	8.045760724933996e-09	RPN12, RPN7, RPN8, UBP6
GO:0032991	CC	e	protein-containing complex	21/22	2176/6920	4.0589491403558227e-10	1	21	3.835706937636253e-08	ECM29, RPN1, RPN10, RPN11, RPN12, RPN13, RPN2, RPN3, RPN5, RPN6, RPN7, RPN8, RPN9, RPT1, RPT2, RPT3, RPT4, RPT5, RPT6, SEM1, UBP6
GO:0005634	CC	e	nucleus	17/22	2331/6920	3.5173340722366625e-05	5	17	0.003021709725694224	ECM29, NAS6, RPN1, RPN10, RPN11, RPN12, RPN13, RPN2, RPN5, RPN7, RPN9, RPT1, RPT2, RPT3, RPT4, RPT5, RPT6
GO:0043228	CC	e	membraneless organelle	11/22	1210/6920	0.00047833993179350324	3	11	0.03477163350345081	RPN1, RPN11, RPN12, RPN13, RPN2, RPN5, RPN6, RPN8, RPN9, RPT6, SEM1
GO:0043232	CC	e	intracellular membraneless organelle	11/22	1210/6920	0.00047833993179350324	4	11	0.03477163350345081	RPN1, RPN11, RPN12, RPN13, RPN2, RPN5, RPN6, RPN8, RPN9, RPT6, SEM1
GO:0016020	CC	p	membrane	0/22	2112/6920	0.0006238274500355314	2	0	0.042108352877398364	
