# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0000814	CC	e	ESCRT II complex	3/3	3/6920	1.8114287971346702e-11	3	3	1.7118002132922633e-08	SNF8, VPS25, VPS36
GO:0036452	CC	e	ESCRT complex	3/3	15/6920	8.242001026962748e-09	2	3	3.894345485239898e-06	SNF8, VPS25, VPS36
GO:0010008	CC	e	endosome membrane	3/3	101/6920	3.018746090424927e-06	6	3	0.000950905018483852	SNF8, VPS25, VPS36
GO:0030659	CC	e	cytoplasmic vesicle membrane	3/3	149/6920	9.786678819431366e-06	5	3	0.0018874309151760491	SNF8, VPS25, VPS36
GO:0012506	CC	e	vesicle membrane	3/3	150/6920	9.986406958603434e-06	4	3	0.0018874309151760491	SNF8, VPS25, VPS36
GO:0005768	CC	e	endosome	3/3	175/6920	1.590389198164312e-05	7	3	0.002504862987108791	SNF8, VPS25, VPS36
GO:0031410	CC	e	cytoplasmic vesicle	3/3	279/6920	6.486326196775087e-05	6	3	0.007184775463231235	SNF8, VPS25, VPS36
GO:0097708	CC	e	intracellular vesicle	3/3	279/6920	6.486326196775087e-05	5	3	0.007184775463231235	SNF8, VPS25, VPS36
GO:0031982	CC	e	vesicle	3/3	284/6920	6.842643298315462e-05	4	3	0.007184775463231235	SNF8, VPS25, VPS36
GO:0098796	CC	e	membrane protein complex	3/3	336/6920	0.00011350123014238301	2	3	0.010725866248455194	SNF8, VPS25, VPS36
