# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0030015	CC	e	CCR4-NOT core complex	9/12	10/6920	2.2045574490884642e-26	3	9	2.0833067893885987e-23	CAF130, CAF40, CCR4, CDC36, CDC39, MOT2, NOT3, NOT5, POP2
GO:0030014	CC	e	CCR4-NOT complex	5/12	5/6920	5.997961649923864e-15	3	5	2.8340368795890253e-12	CAF16, CAF4, CAF40, MOT2, POP2
GO:0140535	CC	e	intracellular protein-containing complex	11/12	410/6920	3.160135174731938e-13	2	11	9.954425800405606e-11	CAF130, CAF16, CAF4, CAF40, CCR4, CDC36, CDC39, MOT2, NOT3, NOT5, POP2
GO:0000932	CC	e	P-body	6/12	60/6920	2.919655177230733e-10	7	6	6.897685356207606e-08	CAF40, CCR4, CDC39, NOT3, NOT5, POP2
GO:0036464	CC	e	cytoplasmic ribonucleoprotein granule	6/12	141/6920	5.37679280297745e-08	6	6	9.215366103823766e-06	CAF40, CCR4, CDC39, NOT3, NOT5, POP2
GO:0035770	CC	e	ribonucleoprotein granule	6/12	143/6920	5.8510260976658835e-08	5	6	9.215366103823766e-06	CAF40, CCR4, CDC39, NOT3, NOT5, POP2
GO:0099080	CC	e	supramolecular complex	6/12	275/6920	2.8175995693013484e-06	2	6	0.000380375941855682	CAF40, CCR4, CDC39, NOT3, NOT5, POP2
GO:0032991	CC	e	protein-containing complex	11/12	2176/6920	2.498390423825903e-05	1	11	0.0029512236881443477	CAF130, CAF16, CAF4, CAF40, CCR4, CDC36, CDC39, MOT2, NOT3, NOT5, POP2
GO:0005634	CC	e	nucleus	11/12	2331/6920	5.180775424065445e-05	5	11	0.005439814195268716	CAF120, CAF130, CAF16, CAF40, CCR4, CDC36, CDC39, MOT2, NOT3, NOT5, POP2
GO:0005737	CC	e	cytoplasm	11/12	2615/6920	0.00017395028966775918	2	11	0.016438302373603244	CAF120, CAF130, CAF16, CAF40, CCR4, CDC36, CDC39, MOT2, NOT3, NOT5, POP2
