# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0019888	MF	e	protein phosphatase regulator activity	4/6	40/6920	1.4240621315294161e-08	4	4	2.0406880269592604e-05	CDC55, RRD2, RTS1, TPD3
GO:0019208	MF	e	phosphatase regulator activity	4/6	41/6920	1.5776482620481333e-08	3	4	2.0406880269592604e-05	CDC55, RRD2, RTS1, TPD3
GO:0004722	MF	e	protein serine/threonine phosphatase activity	3/6	36/6920	2.559056026720677e-06	7	3	0.002206759313708797	PPH21, PPH22, TPD3
GO:0004721	MF	e	phosphoprotein phosphatase activity	3/6	58/6920	1.0979941352926783e-05	6	3	0.007101277070005397	PPH21, PPH22, TPD3
GO:0072542	MF	e	protein phosphatase activator activity	2/6	8/6920	1.750350716774356e-05	5	2	0.009056314608590518	RRD2, RTS1
GO:0019211	MF	e	phosphatase activator activity	2/6	10/6920	2.8108945304645866e-05	4	2	0.012119640250519809	RRD2, RTS1
GO:0030234	MF	e	enzyme regulator activity	4/6	328/6920	6.893067376032466e-05	2	4	0.02547480757399427	CDC55, RRD2, RTS1, TPD3
GO:0016791	MF	e	phosphatase activity	3/6	126/6920	0.00011327212062827118	5	3	0.036629372008167196	PPH21, PPH22, TPD3
GO:0098772	MF	e	molecular function regulator activity	4/6	396/6920	0.00014452953847978456	1	4	0.04154421289413363	CDC55, RRD2, RTS1, TPD3
GO:0042578	MF	e	phosphoric ester hydrolase activity	3/6	144/6920	0.00016859032957040857	4	3	0.0436143182598647	PPH21, PPH22, TPD3
