# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0016251	MF	e	RNA polymerase II general transcription initiation factor activity	11/13	21/6920	6.335905567746505e-28	2	11	1.639098770376021e-24	SPT15, TAF1, TAF10, TAF11, TAF13, TAF14, TAF2, TAF5, TAF6, TAF7, TAF9
GO:0140223	MF	e	general transcription initiation factor activity	11/13	34/6920	5.121491811987648e-25	1	11	6.624649658806023e-22	SPT15, TAF1, TAF10, TAF11, TAF13, TAF14, TAF2, TAF5, TAF6, TAF7, TAF9
GO:0003682	MF	e	chromatin binding	10/13	157/6920	7.32175550414403e-15	2	10	6.313793829740202e-12	SPT15, TAF1, TAF10, TAF11, TAF12, TAF2, TAF3, TAF5, TAF6, TAF9
GO:0046982	MF	e	protein heterodimerization activity	6/13	30/6920	6.557168505917447e-12	4	6	4.240848731202109e-09	TAF11, TAF12, TAF13, TAF3, TAF6, TAF9
GO:0046983	MF	e	protein dimerization activity	6/13	54/6920	2.7931039827086104e-10	3	6	1.445152000653435e-07	TAF11, TAF12, TAF13, TAF3, TAF6, TAF9
GO:0005515	MF	e	protein binding	10/13	807/6920	9.085809881060108e-08	2	10	3.91749836038375e-05	SPT15, TAF1, TAF11, TAF12, TAF13, TAF14, TAF3, TAF5, TAF6, TAF9
GO:0008134	MF	e	transcription factor binding	4/13	73/6920	7.585343713868694e-06	3	4	0.0028033263125397585	SPT15, TAF1, TAF12, TAF6
GO:0140296	MF	e	general transcription initiation factor binding	3/13	30/6920	2.0426080862579823e-05	4	3	0.0066052838989367505	SPT15, TAF1, TAF12
GO:0061629	MF	e	RNA polymerase II-specific DNA-binding transcription factor binding	3/13	41/6920	5.299396581030251e-05	5	3	0.015232821061250288	SPT15, TAF12, TAF6
GO:0140297	MF	e	DNA-binding transcription factor binding	3/13	47/6920	8.008558609683654e-05	4	3	0.020718141123251613	SPT15, TAF12, TAF6
