# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0030337	MF	e	DNA polymerase processivity factor activity	3/4	5/6920	7.244143904342812e-10	4	3	1.8738567824427504e-06	DPB2, DPB3, DPB4
GO:0008310	MF	e	single-stranded DNA 3'-5' DNA exonuclease activity	3/4	6/6920	1.4486716524489758e-09	8	3	1.8738567824427504e-06	DPB3, DPB4, POL2
GO:0008297	MF	e	single-stranded DNA exodeoxyribonuclease activity	3/4	7/6920	2.5349004170514314e-09	7	3	2.1859291263040176e-06	DPB3, DPB4, POL2
GO:0008296	MF	e	3'-5'-DNA exonuclease activity	3/4	11/6920	1.1945059585396103e-08	7	3	7.334592103142448e-06	DPB3, DPB4, POL2
GO:0003697	MF	e	single-stranded DNA binding	4/4	77/6920	1.4175864134407514e-08	4	4	7.334592103142448e-06	DPB2, DPB3, DPB4, POL2
GO:0016895	MF	e	DNA exonuclease activity, producing 5'-phosphomonoesters	3/4	18/6920	5.902887334568862e-08	6	3	2.545128255754941e-05	DPB3, DPB4, POL2
GO:0004529	MF	e	DNA exonuclease activity	3/4	19/6920	7.008917422607627e-08	5	3	2.5902956246122755e-05	DPB3, DPB4, POL2
GO:0008408	MF	e	3'-5' exonuclease activity	3/4	32/6920	3.582574057578513e-07	5	3	0.00011585148858694518	DPB3, DPB4, POL2
GO:0004536	MF	e	DNA nuclease activity	3/4	40/6920	7.130046673744169e-07	4	3	0.0002049492304997352	DPB3, DPB4, POL2
GO:0140097	MF	e	catalytic activity, acting on DNA	4/4	215/6920	9.068175972012527e-07	3	4	0.0002345937123959641	DPB2, DPB3, DPB4, POL2
GO:0004527	MF	e	exonuclease activity	3/4	50/6920	1.4129228419474201e-06	4	3	0.000332293762919816	DPB3, DPB4, POL2
GO:0003690	MF	e	double-stranded DNA binding	4/4	302/6920	3.5589191596518427e-06	4	4	0.0007672436555016097	DPB2, DPB3, DPB4, POL2
GO:0008047	MF	e	enzyme activator activity	3/4	148/6920	3.775544849260392e-05	3	3	0.007037447252528108	DPB2, DPB3, DPB4
GO:0140640	MF	e	catalytic activity, acting on a nucleic acid	4/4	545/6920	3.808436858731872e-05	2	4	0.007037447252528108	DPB2, DPB3, DPB4, POL2
GO:0140677	MF	e	molecular function activator activity	3/4	174/6920	6.136572182240959e-05	2	3	0.010583541490304906	DPB2, DPB3, DPB4
GO:0004518	MF	e	nuclease activity	3/4	185/6920	7.374194603361876e-05	3	3	0.011923150899310734	DPB3, DPB4, POL2
GO:0003677	MF	e	DNA binding	4/4	676/6920	9.033949762084834e-05	3	4	0.01374754590265498	DPB2, DPB3, DPB4, POL2
GO:0046982	MF	e	protein heterodimerization activity	2/4	30/6920	0.00010843624958918395	4	2	0.015584698760401049	DPB3, DPB4
GO:0046983	MF	e	protein dimerization activity	2/4	54/6920	0.00035506599567292643	3	2	0.04834503846346635	DPB3, DPB4
