# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0034098	CC	e	VCP-NPL4-UFD1 AAA ATPase complex	3/3	3/6920	1.8114287971346702e-11	3	3	1.7118002132922633e-08	CDC48, NPL4, UFD1
GO:0030894	CC	e	replisome	3/3	4/6920	7.245715188538681e-11	3	3	3.4236004265845265e-08	CDC48, NPL4, UFD1
GO:1990112	CC	e	RQC complex	3/3	6/6920	3.6228575942693396e-10	2	3	1.141200142194842e-07	CDC48, NPL4, UFD1
GO:0000837	CC	e	Doa10p ubiquitin ligase complex	3/3	7/6920	6.340000789971344e-10	7	3	1.49782518663073e-07	CDC48, NPL4, UFD1
GO:0000836	CC	e	Hrd1p ubiquitin ligase complex	3/3	10/6920	2.1737145565616033e-09	7	3	3.4236004265845255e-07	CDC48, NPL4, UFD1
GO:0000839	CC	e	Hrd1p ubiquitin ligase ERAD-L complex	3/3	10/6920	2.1737145565616033e-09	8	3	3.4236004265845255e-07	CDC48, NPL4, UFD1
GO:0000835	CC	e	ER ubiquitin ligase complex	3/3	11/6920	2.9888575152722046e-09	6	3	3.530587939915291e-07	CDC48, NPL4, UFD1
GO:0000153	CC	e	cytoplasmic ubiquitin ligase complex	3/3	11/6920	2.9888575152722046e-09	5	3	3.530587939915291e-07	CDC48, NPL4, UFD1
GO:0036266	CC	e	Cdc48p-Npl4p-Vms1p AAA ATPase complex	2/3	3/6920	3.7590770398138673e-07	4	2	3.9470308918045603e-05	CDC48, NPL4
GO:0032993	CC	e	protein-DNA complex	3/3	53/6920	4.2434531001676775e-07	2	3	4.010063179658456e-05	CDC48, NPL4, UFD1
GO:0140534	CC	e	endoplasmic reticulum protein-containing complex	3/3	79/6920	1.4324597784861258e-06	2	3	0.00012306131733358082	CDC48, NPL4, UFD1
GO:0000151	CC	e	ubiquitin ligase complex	3/3	96/6920	2.588169465346016e-06	4	3	0.00020381834539599875	CDC48, NPL4, UFD1
GO:0098799	CC	e	outer mitochondrial membrane protein complex	2/3	21/6920	2.6267891273009278e-05	3	2	0.0019094736348456744	CDC48, NPL4
GO:0098796	CC	e	membrane protein complex	3/3	336/6920	0.00011350123014238301	2	3	0.007661333034610853	CDC48, NPL4, UFD1
GO:1990234	CC	e	transferase complex	3/3	410/6920	0.00020655577659422868	3	3	0.012199700555096631	CDC48, NPL4, UFD1
GO:0140535	CC	e	intracellular protein-containing complex	3/3	410/6920	0.00020655577659422868	2	3	0.012199700555096631	CDC48, NPL4, UFD1
